itemcode,itemdesc,catcode,category,company,brand,packaging,flavor,color,qty,uomdesc,pack_size,launchdate
10182,ELEPHANT (EGB) GINGER BEER GO SUGAR FREE-PET 2000 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT GINGER BEER GO SUGAR FREE,PET,GINGER,GINGER,2000,ML,2000.00 ML,201806
10183,ELEPHANT (EGB) GINGER BEER GO SUGAR FREE-PET 500 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT GINGER BEER GO SUGAR FREE,PET,GINGER,GINGER,500,ML,500.00 ML,201805
10184,ELEPHANT (EGB) GINGER BEER GO SUGAR FREE-RGB 200 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT GINGER BEER GO SUGAR FREE,RGB,GINGER,GINGER,200,ML,200.00 ML,201806
10185,ELEPHANT (EGB) GINGER BEER GO SUGAR FREE-RGB 400 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT GINGER BEER GO SUGAR FREE,RGB,GINGER,GINGER,400,ML,400.00 ML,201805
10186,ELEPHANT (EGB) GINGER BEER -CAN 330 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT GINGER BEER,CAN,GINGER,GINGER,330,ML,330.00 ML,201608
10187,ELEPHANT (EGB) GINGER BEER -PET 1000 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT GINGER BEER,PET,GINGER,GINGER,1000,ML,1000.00 ML,201502
10188,ELEPHANT (EGB) GINGER BEER -PET 1500 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT GINGER BEER,PET,GINGER,GINGER,1500,ML,1500.00 ML,200701
10189,ELEPHANT (EGB) GINGER BEER -PET 2000 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT GINGER BEER,PET,GINGER,GINGER,2000,ML,2000.00 ML,201403
10190,ELEPHANT (EGB) GINGER BEER -PET 500 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT GINGER BEER,PET,GINGER,GINGER,500,ML,500.00 ML,200710
10191,ELEPHANT (EGB) GINGER BEER -RGB 200 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT GINGER BEER,RGB,GINGER,GINGER,200,ML,200.00 ML,200709
10192,ELEPHANT (EGB) GINGER BEER -RGB 400 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT GINGER BEER,RGB,GINGER,GINGER,400,ML,400.00 ML,200701
10193,COOOL GINGER LEMON BUZZ-PET 350 ML,2,SOFT DRINKS-SRILANKA,COOL & COOL ASIA (PVT) LTD,COOOL GINGER LEMON BUZZ,PET,GINGER,GINGER,350,ML,350.00 ML,201310
10194,LION GINGER BEER-PBT 1050 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,LION GINGER BEER,PET,GINGER,GINGER,1050,ML,1050.00 ML,202006
10195,LION GINGER BEER-PET 250 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,LION GINGER BEER,PET,GINGER,GINGER,250,ML,250.00 ML,201808
10196,LION GINGER BEER-PET 400 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,LION GINGER BEER,PET,GINGER,GINGER,400,ML,400.00 ML,201605
10197,LION GINGER BEER-RGB 300 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,LION GINGER BEER,RGB,GINGER,GINGER,300,ML,300.00 ML,200701
10198,LION GINGER BEER SUGAR FREE-PET 250 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,LION GINGER BEER SUGAR FREE,PET,GINGER,GINGER,250,ML,250.00 ML,201803
10199,LION GINGER BEER SUGAR FREE-PET 400 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,LION GINGER BEER SUGAR FREE,PET,GINGER,GINGER,400,ML,400.00 ML,201802
10200,COOL & COOL (E I & M PVT LTD) GINGER LEMON BUZZ-PET 330 ML,2,SOFT DRINKS-SRILANKA,E I & M (PRIVATE) LTD,COOL & COOL GINGER LEMON BUZZ,PET,GINGER,GINGER,330,ML,330.00 ML,201709
10201,COOL & COOL (E I & M PVT LTD) GINGER LEMON BUZZ-PET 750 ML,2,SOFT DRINKS-SRILANKA,E I & M (PRIVATE) LTD,COOL & COOL GINGER LEMON BUZZ,PET,GINGER,GINGER,750,ML,750.00 ML,201805
10202,ICY GINGER BEER-PET 350 ML,2,SOFT DRINKS-SRILANKA,ICY BEVERAGES,ICY GINGER,PET,GINGER,GINGER,350,ML,350.00 ML,201808
10203,ICY GINGER BEER-PET 750 ML,2,SOFT DRINKS-SRILANKA,ICY BEVERAGES,ICY GINGER,PET,GINGER,GINGER,750,ML,750.00 ML,202009
10204,MAX GINGER BEER-PET 375 ML,2,SOFT DRINKS-SRILANKA,MAX BEVERAGES,MAX GINGER BEER,PET,GINGER,GINGER,375,ML,375.00 ML,201605
10205,MAX GINGER BEER-PET 250 ML,2,SOFT DRINKS-SRILANKA,MAX BEVERAGES,MAX GINGER BEER,PET,GINGER,GINGER,250,ML,250.00 ML,201905
10206,MAX GINGER BEER SUGAR FREE-PET 375 ML,2,SOFT DRINKS-SRILANKA,MAX BEVERAGES,MAX GINGER BEER SUGAR FREE,PET,GINGER,GINGER,375,ML,375.00 ML,201808
10207,MIRAGE ICE GBL-PET 350 ML,2,SOFT DRINKS-SRILANKA,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE GBL,PET,GINGER,GINGER,350,ML,350.00 ML,201705
10208,MIRAGE ICE GBL-PET 750 ML,2,SOFT DRINKS-SRILANKA,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE GBL,PET,GINGER,GINGER,750,ML,750.00 ML,201803
10210,MY GINGER-PET 750 ML,2,SOFT DRINKS-SRILANKA,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY GINGER,PET,GINGER,GINGER,750,ML,750.00 ML,202002
10211,OLE GINGER BEER-PET 1000 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE GINGER BEER,PET,GINGER,GINGER,1000,ML,1000.00 ML,202001
10212,OLE GINGER BEER-PET 250 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE GINGER BEER,PET,GINGER,GINGER,250,ML,250.00 ML,202007
10213,OLE GINGER BEER-PET 330 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE GINGER BEER,PET,GINGER,GINGER,330,ML,330.00 ML,200701
10214,OLE GINGER BEER-PET 345 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE GINGER BEER,PET,GINGER,GINGER,345,ML,345.00 ML,201704
10215,OLE GINGER BEER-PET 500 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE GINGER BEER,PET,GINGER,GINGER,500,ML,500.00 ML,200701
10216,OLE GINGER BEER-PET 750 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE GINGER BEER,PET,GINGER,GINGER,750,ML,750.00 ML,201703
10217,OLE GINGER BEER-RGB 200 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE GINGER BEER,RGB,GINGER,GINGER,200,ML,200.00 ML,200701
10218,OLE GINGER BEER-RGB 400 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE GINGER BEER,RGB,GINGER,GINGER,400,ML,400.00 ML,200701
10220,LANKA GINGER BEER-PET 330 ML,2,SOFT DRINKS-SRILANKA,WICHY BEVERAGES (PVT) LTD,LANKA GINGER BEER,PET,GINGER,GINGER,330,ML,330.00 ML,201901
10221,CAMEL CREAM SODA-PET 1500 ML,2,SOFT DRINKS-SRILANKA,ARTINAT CORDIALS INDUSTRIES,CAMEL CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1500,ML,1500.00 ML,202007
10222,CAMEL CREAM SODA-PET 400 ML,2,SOFT DRINKS-SRILANKA,ARTINAT CORDIALS INDUSTRIES,CAMEL CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,400,ML,400.00 ML,202006
10223,CAMEL CREAM SODA-PET 750 ML,2,SOFT DRINKS-SRILANKA,ARTINAT CORDIALS INDUSTRIES,CAMEL CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,750,ML,750.00 ML,202007
10226,ELEPHANT CREAM SODA-CAN 330 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT CREAM SODA,CAN,ICE CREAM SODA,ICE CREAM SODA,330,ML,330.00 ML,201604
10227,ELEPHANT CREAM SODA-PET 1000 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1000,ML,1000.00 ML,201311
10228,ELEPHANT CREAM SODA-PET 1500 ML + (1000ML + FREE 500 ML ),2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1500,ML,1500.00 ML,201304
10229,ELEPHANT CREAM SODA-PET 1500 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1500,ML,1500.00 ML,200701
10230,ELEPHANT CREAM SODA-PET 2000 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,2000,ML,2000.00 ML,201403
10231,ELEPHANT CREAM SODA-PET 500 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,500,ML,500.00 ML,200710
10232,ELEPHANT CREAM SODA-RGB 200 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT CREAM SODA,RGB,ICE CREAM SODA,ICE CREAM SODA,200,ML,200.00 ML,200706
10233,ELEPHANT CREAM SODA-RGB 400 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT CREAM SODA,RGB,ICE CREAM SODA,ICE CREAM SODA,400,ML,400.00 ML,200701
10234,ELEPHANT CREAM SODA GO SUGAR FREE-PET 1000 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT CREAM SODA GO SUGAR FREE,PET,ICE CREAM SODA,ICE CREAM SODA,1000,ML,1000.00 ML,201804
10235,ELEPHANT CREAM SODA GO SUGAR FREE-PET 2000 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT CREAM SODA GO SUGAR FREE,PET,ICE CREAM SODA,ICE CREAM SODA,2000,ML,2000.00 ML,201805
10236,ELEPHANT CREAM SODA GO SUGAR FREE-PET 500 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT CREAM SODA GO SUGAR FREE,PET,ICE CREAM SODA,ICE CREAM SODA,500,ML,500.00 ML,201805
10237,ELEPHANT CREAM SODA GO SUGAR FREE-RGB 200 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT CREAM SODA GO SUGAR FREE,RGB,ICE CREAM SODA,ICE CREAM SODA,200,ML,200.00 ML,201805
10238,ELEPHANT CREAM SODA GO SUGAR FREE-RGB 400 ML,2,SOFT DRINKS-SRILANKA,CEYLON COLD STORES,ELEPHANT CREAM SODA GO SUGAR FREE,RGB,ICE CREAM SODA,ICE CREAM SODA,400,ML,400.00 ML,201805
10239,7 CREAM SODA-PET 1500 ML,2,SOFT DRINKS-SRILANKA,CEYLON LION BEVERAGE PVT LTD,7 CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1500,ML,1500.00 ML,202007
10240,7 CREAM SODA-PET 350 ML,2,SOFT DRINKS-SRILANKA,CEYLON LION BEVERAGE PVT LTD,7 CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,350,ML,350.00 ML,202007
10241,7 CREAM SODA-PET 750 ML,2,SOFT DRINKS-SRILANKA,CEYLON LION BEVERAGE PVT LTD,7 CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,750,ML,750.00 ML,202006
10242,7 NECTOO -PET 1500 ML,2,SOFT DRINKS-SRILANKA,CEYLON LION BEVERAGE PVT LTD,7 NECTOO,PET,BLACK CURRANT,BLACK CURRANT,1500,ML,1500.00 ML,202007
10243,7 NECTOO -PET 350 ML,2,SOFT DRINKS-SRILANKA,CEYLON LION BEVERAGE PVT LTD,7 NECTOO,PET,BLACK CURRANT,BLACK CURRANT,350,ML,350.00 ML,202007
10244,7 NECTOO -PET 750 ML,2,SOFT DRINKS-SRILANKA,CEYLON LION BEVERAGE PVT LTD,7 NECTOO,PET,BLACK CURRANT,BLACK CURRANT,750,ML,750.00 ML,202006
10245,7 SODA-PET 350 ML,2,SOFT DRINKS-SRILANKA,CEYLON LION BEVERAGE PVT LTD,7 SODA,PET,SODA,SODA,350,ML,350.00 ML,202010
10246,7 SODA-PET 750 ML,2,SOFT DRINKS-SRILANKA,CEYLON LION BEVERAGE PVT LTD,7 SODA,PET,SODA,SODA,750,ML,750.00 ML,202009
10247,COOOL CREAM SODA -PET 1000 ML,2,SOFT DRINKS-SRILANKA,COOL & COOL ASIA (PVT) LTD,COOOL CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1000,ML,1000.00 ML,201111
10248,COOOL CREAM SODA-PET 220 ML,2,SOFT DRINKS-SRILANKA,COOL & COOL ASIA (PVT) LTD,COOOL CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,220,ML,220.00 ML,201309
10249,FANTA CREAM SODA -RGB 175 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,FANTA CREAM SODA,RGB,ICE CREAM SODA,ICE CREAM SODA,175,ML,175.00 ML,201110
10250,FANTA CREAM SODA-PET 1050 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,FANTA CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1050,ML,1050.00 ML,201810
10251,FANTA CREAM SODA-PET 1500 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,FANTA CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1500,ML,1500.00 ML,200907
10252,FANTA CREAM SODA-PET 1500 ML (1250 ML + FREE 250 ML),2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,FANTA CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1500,ML,1500.00 ML,201612
10253,FANTA CREAM SODA-PET 2000 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,FANTA CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,2000,ML,2000.00 ML,201403
10254,FANTA CREAM SODA-PET 2250 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,FANTA CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,2250,ML,2250.00 ML,201703
10255,FANTA CREAM SODA-PET 250 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,FANTA CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,250,ML,250.00 ML,201808
10256,FANTA CREAM SODA-PET 400 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,FANTA CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,400,ML,400.00 ML,201603
10258,FANTA CREAM SODA-PET 750 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,FANTA CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,750,ML,750.00 ML,201604
10259,FANTA CREAM SODA-RGB 300 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,FANTA CREAM SODA,RGB,ICE CREAM SODA,ICE CREAM SODA,300,ML,300.00 ML,200907
10260,FANTA CREAM SODA SUGAR FREE-PET 1050 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,FANTA CREAM SODA SUGAR FREE,PET,ICE CREAM SODA,ICE CREAM SODA,1050,ML,1050.00 ML,201806
10261,FANTA CREAM SODA SUGAR FREE-PET 2000 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,FANTA CREAM SODA SUGAR FREE,PET,ICE CREAM SODA,ICE CREAM SODA,2000,ML,2000.00 ML,201802
10263,FANTA CREAM SODA SUGAR FREE-PET 250 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,FANTA CREAM SODA SUGAR FREE,PET,ICE CREAM SODA,ICE CREAM SODA,250,ML,250.00 ML,201803
10264,FANTA CREAM SODA SUGAR FREE-PET 400 ML,2,SOFT DRINKS-SRILANKA,COCA-COLA BEVERAGES,FANTA CREAM SODA SUGAR FREE,PET,ICE CREAM SODA,ICE CREAM SODA,400,ML,400.00 ML,201802
10266,COOL & COOL (E I & M PVT LTD) CREAM SODA-PET 220 ML,2,SOFT DRINKS-SRILANKA,E I & M (PRIVATE) LTD,COOL & COOL CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,220,ML,220.00 ML,201812
10267,COOL & COOL (E I & M PVT LTD) CREAM SODA-PET 330 ML,2,SOFT DRINKS-SRILANKA,E I & M (PRIVATE) LTD,COOL & COOL CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,330,ML,330.00 ML,201708
10268,COOL & COOL (E I & M PVT LTD) CREAM SODA-PET 750 ML,2,SOFT DRINKS-SRILANKA,E I & M (PRIVATE) LTD,COOL & COOL CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,750,ML,750.00 ML,201807
10269,COOL & COOL (E I & M PVT LTD) CREAM SODA-PET 1000 ML,2,SOFT DRINKS-SRILANKA,E I & M (PRIVATE) LTD,COOL & COOL CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1000,ML,1000.00 ML,201708
10270,COOL & COOL (E I & M PVT LTD) CREAM SODA-PET 1500 ML,2,SOFT DRINKS-SRILANKA,E I & M (PRIVATE) LTD,COOL & COOL CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1500,ML,1500.00 ML,201902
10271,COOL & COOL (E I & M PVT LTD) CREAM SODA-PET 2000 ML,2,SOFT DRINKS-SRILANKA,E I & M (PRIVATE) LTD,COOL & COOL CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,2000,ML,2000.00 ML,201710
10272,ICY CREAM SODA-PET 350 ML,2,SOFT DRINKS-SRILANKA,ICY BEVERAGES,ICY CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,350,ML,350.00 ML,201807
10273,ICY CREAM SODA-PET 1500 ML,2,SOFT DRINKS-SRILANKA,ICY BEVERAGES,ICY CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1500,ML,1500.00 ML,201809
10274,ICY CREAM SODA-PET 750 ML,2,SOFT DRINKS-SRILANKA,ICY BEVERAGES,ICY CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,750,ML,750.00 ML,201809
10279,MAX CREAM SODA-PET 400 ML,2,SOFT DRINKS-SRILANKA,MAX BEVERAGES,MAX CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,400,ML,400.00 ML,201408
10280,MALINDU CREAM SODA-PLCUP 200 ML,2,SOFT DRINKS-SRILANKA,MALINDU DAIRY (PVT) LTD,MALINDU CREAM SODA,PLCUP,OTHERS,ICE CREAM SODA,200,ML,200.00 ML,201707
10281,MAX CREAM SODA-PET 1000 ML,2,SOFT DRINKS-SRILANKA,MAX BEVERAGES,MAX CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1000,ML,1000.00 ML,201603
10282,MAX CREAM SODA-PET 1500 ML,2,SOFT DRINKS-SRILANKA,MAX BEVERAGES,MAX CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1500,ML,1500.00 ML,201511
10283,MAX CREAM SODA-PET 2000 ML,2,SOFT DRINKS-SRILANKA,MAX BEVERAGES,MAX CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,2000,ML,2000.00 ML,201801
10284,MAX CREAM SODA-PET 375 ML,2,SOFT DRINKS-SRILANKA,MAX BEVERAGES,MAX CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,375,ML,375.00 ML,201605
10285,MAX CREAM SODA-PET 500 ML,2,SOFT DRINKS-SRILANKA,MAX BEVERAGES,MAX CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,500,ML,500.00 ML,201807
10286,MAX CREAM SODA-PET 750 ML,2,SOFT DRINKS-SRILANKA,MAX BEVERAGES,MAX CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,750,ML,750.00 ML,201712
10288,MAX CREAM SODA SUGAR FREE-PET 375 ML,2,SOFT DRINKS-SRILANKA,MAX BEVERAGES,MAX CREAM SODA SUGAR FREE,PET,ICE CREAM SODA,ICE CREAM SODA,375,ML,375.00 ML,201808
10290,MIRAGE ICE CREAM SODA-PET 1000 ML,2,SOFT DRINKS-SRILANKA,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1000,ML,1000.00 ML,201806
10291,MIRAGE ICE CREAM SODA-PET 200 ML,2,SOFT DRINKS-SRILANKA,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,200,ML,200.00 ML,201808
10292,MIRAGE ICE CREAM SODA-PET 2000 ML,2,SOFT DRINKS-SRILANKA,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,2000,ML,2000.00 ML,201703
10293,MIRAGE ICE CREAM SODA-PET 250 ML,2,SOFT DRINKS-SRILANKA,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,250,ML,250.00 ML,201811
10294,MIRAGE ICE CREAM SODA-PET 350 ML,2,SOFT DRINKS-SRILANKA,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,350,ML,350.00 ML,201702
10295,MIRAGE ICE CREAM SODA-PET 600 ML,2,SOFT DRINKS-SRILANKA,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,600,ML,600.00 ML,201901
10296,MIRAGE ICE CREAM SODA-PET 750 ML,2,SOFT DRINKS-SRILANKA,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,750,ML,750.00 ML,201801
10297,MIRAGE ICE CREAM SODA-PET 1500 ML,2,SOFT DRINKS-SRILANKA,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1500,ML,1500.00 ML,201906
10298,OLE CREAM SODA-PET 250 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,250,ML,250.00 ML,202008
10299,OLE CREAM SODA-PET 500 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,500,ML,500.00 ML,202009
10301,MY CREAM SODA-PET 2000 ML,2,SOFT DRINKS-SRILANKA,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,2000,ML,2000.00 ML,201403
10302,MY CREAM SODA-PET 1000 ML,2,SOFT DRINKS-SRILANKA,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1000,ML,1000.00 ML,201306
10303,MY CREAM SODA-PET 1500 ML,2,SOFT DRINKS-SRILANKA,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1500,ML,1500.00 ML,200701
10304,MY CREAM SODA-PET 200 ML,2,SOFT DRINKS-SRILANKA,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,200,ML,200.00 ML,200701
10305,MY CREAM SODA-PET 330 ML,2,SOFT DRINKS-SRILANKA,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,330,ML,330.00 ML,200701
10306,MY CREAM SODA-PET 500 ML,2,SOFT DRINKS-SRILANKA,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,500,ML,500.00 ML,200701
10307,MY CREAM SODA-PET 750 ML,2,SOFT DRINKS-SRILANKA,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,750,ML,750.00 ML,201609
10308,MY CREAM SODA ZERO-PET 1000 ML,2,SOFT DRINKS-SRILANKA,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA ZERO,PET,ICE CREAM SODA,ICE CREAM SODA,1000,ML,1000.00 ML,201804
10310,MY CREAM SODA ZERO-PET 330 ML,2,SOFT DRINKS-SRILANKA,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA ZERO,PET,ICE CREAM SODA,ICE CREAM SODA,330,ML,330.00 ML,201803
10311,MY CREAM SODA ZERO-PET 750 ML,2,SOFT DRINKS-SRILANKA,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA ZERO,PET,ICE CREAM SODA,ICE CREAM SODA,750,ML,750.00 ML,201803
10312,OLE CREAM SODA-PET 1000 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1000,ML,1000.00 ML,201510
10313,OLE CREAM SODA-PET 1500 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,1500,ML,1500.00 ML,200701
10315,OLE CREAM SODA-PET 2250 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,2250,ML,2250.00 ML,201708
10316,OLE CREAM SODA-PET 330 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,330,ML,330.00 ML,200701
10317,OLE CREAM SODA-PET 345 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,345,ML,345.00 ML,201704
10318,OLE CREAM SODA-PET 750 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,ICE CREAM SODA,ICE CREAM SODA,750,ML,750.00 ML,201703
10319,OLE CREAM SODA-RGB 200 ML,2,SOFT DRINKS-SRILANKA,PEPSICO INTERNATIONAL,OLE CREAM SODA,RGB,ICE CREAM SODA,ICE CREAM SODA,200,ML,200.00 ML,200701
