PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE
202306,2,114622103,21102020006,1686898105345,134,HYGEN PACKS NEPAL PVT LTD-NEPAL,MANIA WILD ENERGY DRINK,MANIA WILD ENERGY DRINK/80ML EXTRA/CAN/250ML/,150,250ML+80ML,CAN,,1686898105345-hygen packs nepal pvt ltd-nepal-mania wild energy drink#3.png
202306,2,124650089,31101020099,1686815742965,134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-LYCHEE PET 320ML,150,320ML,PET,,1686815742965-thai victor food co-ltd-thailand-joiner#3.png
202306,2,124650089,31101020099,1686816973421,134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-CANTALOUPE PET 320ML,150,320ML,PET,,1686816973421-thai victor food co-ltd-thailand-joiner#3.png
202306,2,435785210006,43578020004,1686813648197,118,DYNAMIC WATER & BEVERAGE-NPL,DEMAND FUN,DEMAND FUN/DYNAMIC WATER/PET250ML/RS35,35,RS 35,PET,Sales Deviation is OK,1686813648197-dynamic water - beverage-npl-demand fun#3.png
202306,2,130675914,31101020077,1686640736592,134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-RED APPLE PBT 320ML,150,320ML,"PBT ",,1686640736592-thai victor food co-ltd-thailand-joiner#3.png
202306,2,130675914,31101020077,1686640539821,134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-ORANGE PBT 320ML,150,320ML,"PBT ",,1686640539821-thai victor food co-ltd-thailand-joiner#3.png
202306,2,130675914,31101020077,1686640105866,134,"POKHARA NATURAL FOODS & BEVERAGE PVT LTD ",GLAZE,GLAZE PBT 1 LTR,25,1 L,"PBT ",,1686640105866-pokhara natural foods - beverage pvt ltd -glaze#3.png
202306,2,232113810229,23211020002,1686646921734,134,GAUSHALA BISLERY COMPANY P.LTD NEPAL,BISLERY,"BISLERY\1000ML\PBT\MINERAL WATER ",25,1000ML,PBT,Sales Deviation is OK,1686646921734-gaushala bislery company p-ltd nepal-bislery#3.png
202306,2,130258571,52303020007,1686536158723,118,CAVA FOODS & BEVERAGES-INDIA,"CAVA ORANGE ",CAVA ORANGE/250ML/PBT,20,"250ML ",PBT,Sales Deviation is OK,1686536158723-cava foods - beverages-india-cava orange #3.png
202306,3,3110102779,31101030400,1686297313972,125,PUJA TOBACCO PACKING INDUSTRIES,"TAJA ",TAJA SUPER POWER\8GM\PPH\RS:20\PUJA TOBACCO PACKING INDUSTRY NEPAL,20,8GM,PPH,Sales Deviation is OK,
202306,3,3110101957,31101030486,1686297313972,125,PUJA TOBACCO PACKING INDUSTRIES,"TAJA ",TAJA SUPER POWER\8GM\PPH\RS:20\PUJA TOBACCO PACKING INDUSTRY NEPAL,20,8GM,PPH,Sales Deviation is OK,1686297313972-puja tobacco packing industries-taja #3.png
202306,2,129173662,32201020018,1686195784188,134,NEPAL SOFT DRINKS UDHYOG-NEPAL,SWAAD LITCHI DRINK,SWAAD LITCHI DRINK/PBT/125ML+25ML/RS20/NEPAL SOFT DRINKS UDHYOG-NEPAL,20,125ML+25ML,PBT,,1686195784188-nepal soft drinks udhyog-nepal-swaad litchi drink#3.png
202306,2,111509030,12101020021,1686109155842,134,SUNSARI FOOD & BEVERAGE UDHYOG NEPAL,AQUA DIAMOND,AQUA DIAMOND PROCESSED DRINKING WATER - PBT 1000 ML.SUNSARI FOOD & BEVERAGE UDHYOD NEPAL,20,1000 ML.,PBT,Sales Deviation is OK,1686109155842-sunsari food - beverage udhyog nepal-aqua diamond#3.png
202306,2,126758637,32201020029,1686115934891,134,HYGEN PACKS NEPAL PVT LTD-NEPAL,FIZZY MANIA,FIZZY MANIA/PBT/250ML/50/APPLE JUICE/HYGEN PACKS NEPAL PVT LTD-NEPAL,50,250ML,PBT,,1686115934891-hygen packs nepal pvt ltd-nepal-fizzy mania#3.png
202306,2,126772392,52202020001,1686031679858,134,"KGN DRINKING WATER INDUSTRIES NEPAL ",KGN,KGN PROCESSED DRINKING WATER/20000ML/PBT,80,20000ML,PBT,Sales Deviation is OK,1686031679858-kgn drinking water industries nepal -kgn#3.png
202306,2,112202294,42303020015,1685944324309,134,CG FOODS- NEPAL,RIO MANGO,RIO/CGFOODS/MANGO ALFONSO/TPK /RS 25200,25,200ML,TPK,Sales Deviation is OK,1685944324309-cg foods- nepal-rio mango#3.png
202306,2,116596450,42303020016,1685944324309,134,CG FOODS- NEPAL,RIO MANGO,RIO/CGFOODS/MANGO ALFONSO/TPK /RS 25200,25,200ML,TPK,Sales Deviation is OK,
