PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE
202402,1,793031,19784010001,1708059253036,27,LINK NATURAL PRODUCT( PVT ) LTD,LINK SUDANTHA,"LINK SUDANTHA/ CLINICALLY PROVEN TO DESTROY BAD BACTERIA/ 80GM (SAVE )125/ FREE LINK SUDANTHA MEDIUM TOOTHBRUSH ",220,80GM,CDBOX,,1708059253036-link natural product- pvt - ltd-link sudantha#3.png
202402,1,793031,19784010001,1708061347224,24,SAMANALA PRODUCTS,SAMANALA,SAMANALA NOODLES 400GM,235,400GM,PLPCH,,1708061347224-samanala products-samanala#3.png
202402,1,793031,19784010001,1708062569874,39,SAMMANA STATIONER (PVT) LTD,HARI,HARI EXERCISE BOOK 160 PAGES,200,160PAGES,1 NO,,1708062569874-sammana stationer -pvt- ltd-hari#3.png
202402,1,111618487,11833010001,1708059118029,12,SOUTHERN TEA DISTRIBUTORS,SOUTHERN TEA,SOUTHERN TEA\50\G\POUCH\KAHATA,115,50G,POUCH,,1708059118029-southern tea distributors-southern tea#3.png
202402,1,111618487,11833010001,1708059345363,12,SOUTHERN TEA DISTRIBUTORS,SOUTHERN TEA,SOUTHERN TEA\100\G\POUCH\KAHATA,210,100G,"POUCH ",,1708059345363-southern tea distributors-southern tea#3.png
202402,1,131555866,32301010019,1707733166748,21,SEN LANKA DISTRIBUTOR,BEST,BEST/475ML/PLBOT/FLORAL GLASS CLEANER,420,475ML,"PLBOT ",,1708059345363-southern tea distributors-southern tea#3.png
202402,1,133668883,12935010001,1708054659988,28,MALINDU PRODUCTS,MALINDU,"MALINDU/500 GM/PLPCH/CHILLI PIECES ",750,500 GM,PLPCH,,1708054659988-malindu products-malindu#3.png
202402,1,111619077,14329010003,1707991385478,34,SRILANKA THRIPOSHA LTD,SUPOSHA,"SUPOSHA/80G/CDBOX/CALORIE BAR READY TO EAT BLOCK ORIGINAL ",320,80G,"CDBOX ",,1707991385478-srilanka thriposha ltd-suposha#3.png
202402,1,111619077,14329010003,1707991141657,34,SRILANKA THRIPOSHA LTD,SUPOSHA,"SUPOSHA/40G/CDBOX/CALORIE BAR READY TO EAT BLOCK ORIGINAL ",160,40G,"CDBOX ",,1707991141657-srilanka thriposha ltd-suposha#3.png
202402,1,111619077,14329010003,1708059108051,12,EXPOTEAS CEYLON (PVT) LTD,T-SIPS,T-SIPS/100G/PLPCH/PREMIUM BOPF TEA,300,100G,"PLPCH ",Last month stock  counting error,1708059108051-expoteas ceylon -pvt- ltd-t-sips#3.png
202402,1,111619077,14329010003,1708057884512,24,NESTLE LANKA,MAGGI HOT,MAGGI /74G/PLPCH/PAPARE SPICY CHICKEN SAVE RS 10.00,130,74G,"PLPCH ",,1708057884512-nestle lanka-maggi hot#3.png
202402,1,111619077,14329010003,1707991572907,34,SRILANKA THRIPOSHA LTD,SUPOSHA,"SUPOSHA/80G/CDBOX/CALORIE BAR READY TO EAT BLOCK WITH RICE MIX ",320,80G,"CDBOX ",,1707991572907-srilanka thriposha ltd-suposha#3.png
202402,1,111619077,14329010003,1708058183251,24,NESTLE LANKA,MAGGI CLASSIC,MAGGI/73G/PLPCH/CURRY FLAVOUR SAVE RS 10.00,130,73G,"PLPCH ",,1708058183251-nestle lanka-maggi classic#3.png
202402,1,8161359,18777010001,1707973111634,13,SWADESHI INDUSTRIAL WORKS LTD,RANI,RANI /SANDALWOOD/ WITH/ JASMINE & VITAMIN E/65 GM/CDBOX,100,65 GM,CDBOX,,1707973111634-swadeshi industrial works ltd-rani#3.png
202402,1,84834682,18185010001,1708067849905,28,UNILEVER SRI LANKA LTD,KNORR,KNORR/120/GM/PLCUP/SEASONING CUBE(10GM*12CUBES,600,120GM,PLCUP,,1708067849905-unilever sri lanka ltd-knorr#3.png
202402,1,86742750,20285010001,1708068362770,10,JAYAMUTHU PRODUCTS,"JAYAMUTHU ",JAYAMUTHU/100G/POUCH PACK /CHIKAN SOYA MEET,150,100G,"POUCH PACK ",,1708068362770-jayamuthu products-jayamuthu #3.png
202402,5,11082,76050002,1708074947634,38,MAXLAC (PVT) LTD,MAXLAC N-C THINNER,MAXLAC\2\L\PLCAN\N-C THINNER,2870,2L,PLCAN,,1708074947634-maxlac -pvt- ltd-maxlac n-c thinner#3.png
202402,1,103323235,20583010004,1707972500663,35,PRABHA LANKA FOODS,PRABHA LANKA,PRABHA LANKA/100/GM/CDBOX/CORNFLOUR,125,100 GM,CDBOX,,1707972500663-prabha lanka foods-prabha lanka#3.png
202402,1,103323235,20583010004,1707978120357,13,SWADESHI INDUSTRIAL WORKS LTD,RANI,RANI/65/GM/CDBOX/SANDALWOOD WITH JASMINE & VITAMIN E,100,65 GM,CDBOX,,1707978120357-swadeshi industrial works ltd-rani#3.png
202402,1,103323235,20583010004,1707972983828,28,MA'S TROPICAL FOOD PROCESSING,MA'S,MA'S/30/GM/PLPCH/ALL PURPOSE VEGITABLE KIRATA MIX,150,30 GM,PLPCH,,1707972983828-ma-s tropical food processing-ma-s#3.png
202402,2,41827791,23201020010,1708064999019,2,CEYLON BEVRAGE INTERNATIONAL PVT LTD,"SUN CRUSH ",SUN CRUSH\250\ML\TIN\CARBONATED GREEN APPLE FLAVORED,150,250ML,TIN,,1708064999019-ceylon bevrage international pvt ltd-sun crush #3.png
