itemdesc,company,brand,packaging,qty,uomdesc,pack_size
KUMARI CHILLI POWDER 50 GM PLPCH,KUMARI TEA MARKETING,KUMARI,PLPCH,50,GM,50.00 GM
MADUMALI PEPPER POWDER 50 GM PLPCH,MADUMALI PRODUCTS,MADUMALI,PLPCH,50,GM,50.00 GM
MANGALA GAMBOGE PASTE (GORAKA) 250 GM PLCUP,MANGALA PRODUCTS,MANGALA,PLCUP,250,GM,250.00 GM
NAVOLAN CURRY POWDER 100 GM PLPCH,NAVOLAN LANKA (PVT) LTD,NAVOLAN,PLPCH,100,GM,100.00 GM
SANDARU CHILLI PIECES 50 GM PLPCH,SANDARU PRODUCTS,SANDARU,PLPCH,50,GM,50.00 GM
SENUKI CHILLI POWDER 1000 GM PLPCH,SENUKI FOOD PRODUCTS,SENUKI,PLPCH,1000,GM,1000.00 GM
SADASIRI TURMERIC POWDER 25 GM PLPCH,SADASIRI PRODUCTS,SADASIRI,PLPCH,25,GM,25.00 GM
YOMA TURMERIC POWDER 10 GM PLPCH,YOMA MARKETING SERVICES,YOMA,PLPCH,10,GM,10.00 GM
YOMA PEPPER POWDER 8 GM PLPCH,YOMA MARKETING SERVICES,YOMA,PLPCH,8,GM,8.00 GM
ROMEEBLACK PEPPER POWDER 25 GM PLPCH,REMARK FRESH (PVT) LTD,ROMEE,PLPCH,25,GM,25.00 GM
ROMEE CHILLI POWDER 50 GM PLPCH,REMARK FRESH (PVT) LTD,ROMEE,PLPCH,50,GM,50.00 GM
RASAMUSU (NETHU) CHILLI POWDER 250 GM PLPCH,NETHU PRODUCTS,RASAMUSU,PLPCH,250,GM,250.00 GM
RAINBOW CHILLI POWDER 50 GM PLPCH,RAINBOW SUPER PVT LTD,RAINBOW,PLPCH,50,GM,50.00 GM
ISI CHICKEN RASA MIX CHICKEN SEASONING POWDER 500 GM PLTUB,RAIGAM MARKETING SERVICE,ISI,PLTUB,500,GM,500.00 GM
PIRISIDU CHATHURIKA CHILLI POWDER 100 GM PLPCH,PIRISIDU CHATHURIKA PRODUCTS,PIRISIDU CHATHURIKA,PLPCH,100,GM,100.00 GM
X - PRESS FABRIC CONDITIONER ROSE 200 ML PLBOT,X - PRESS CARE (PVT) LTD,X - PRESS,PLBOT,200,ML,200.00 ML
FALCON (FALCON TRADING) BAKING POWDER 1000 GM PLPCH,FALCON TRADING (PVT) LTD,FALCON,PLPCH,1000,GM,1000.00 GM
DUM DUM ICING SUGAR SNOW WHITE 2400 GM PLPCH,MAMMA COOK (PVT) LTD,DUM DUM,PLPCH,2400,GM,2400.00 GM
DUM DUM ICING SUGAR 1000 GM PLPCH,MAMMA COOK (PVT) LTD,DUM DUM,PLPCH,1000,GM,1000.00 GM
TWINS ROSE FLAVOUR ESSENCE 28 ML GBT,AROMATICS FOOD INDUSTRIES,TWINS BANANA,GBT,28,ML,28.00 ML
HERBAL DREAMS MEN'S SKIN GLOWING FACE CREAM 25 GM CDBOX,DARLEY BUTLER,HERBAL DREAMS,CDBOX,25,GM,25.00 GM
VASELINE (USL) HEALTHY BRIGHT VASELINE JELLY VITAMIN B3 TRIPLE SUNSCREENS PLBOT 100 ML + SAVE RS 95 + FREE WITH FAIR & LOVELY GLOW & LOVELY ADVANCED MULTI VITAMIN CUTE PACK 15 GM,UNILEVER SRI LANKA LTD,VASELINE,PLBOT,115,ML,100.00 ML
VASELINE INTENSIVE CARE (USL) ALOE FRESH 100 ML PLBOT + SAVE RS 95,UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,PLBOT,100,ML,100.00 ML
"BABY CHERAMY ALMOND OIL,VITAMIN E,MILK BABY SOAP CDBOX (70*5) 350 GM + SAVE RS 45",HEMAS MARKETING,BABY CHERAMY,CDBOX,350,GM,350.00 GM
VELVET CUTIE MOISTUREBOOST & VITAMIN COMPLEX ROSE & DRAGON FRUIT SOAP 45 GM EWRPK,HEMAS MARKETING,VELVET,EWRPK,45,GM,45.00 GM
CALIN KOHOMBA SOAP WITH NEEM AND TURMERIC EXTRACT 80 GM CDBOX,DELMAR LANKA PVT LTD,CALIN,CDBOX,80,GM,80.00 GM
LIFEBUOY TOTAL 10 WITH OLIVE OIL 100 GM EWRPK + SAVE RS 30,UNILEVER SRI LANKA LTD,LIFEBUOY,EWRPK,100,GM,100.00 GM
BABY CHERAMY FLORAL BABY CREAM FLORAL EXTRACT VITAMIN E MILK 100 ML PLBOT + B. CHERAMY FLORAL B. CREAM FLORAL EXTRACT VIT E MILK 50 ML + SAVE RS 30,HEMAS MARKETING,BABY CHERAMY,PLBOT,150,ML,100.00 ML
HERB LINE SAFFRON NATURAL FAIRNESS MOISTURIZER WITH SAFFRON & KUMKUMADI TAILAM 120 ML PLBOT,HERB LINE - SRI LANKA,HERB LINE,PLBOT,120,ML,120.00 ML
SUWANI PINK ROSE ADVANCE WOMEN FAIRNESS CREAM GIFT OF LOVE 20 GM CDBOX,SUWANI HEALTH CARE,SUWANI PINK ROSE,CDBOX,20,GM,20.00 GM
COTARYL FOR DAY SKIN UREA CREAM 50 GM PLTUB,SUNSHINE HEALTHCARE LANKA LTD,COTARYL,PLTUB,50,GM,50.00 GM
4 EVER OIL CONTROL TEA TREE OIL CONTROL MOSTURIZER CREAM SPF 15 60 GM PLBOT,4 EVER SKIN NATURALS (PVT) LTD,4 EVER,PLBOT,60,GM,60.00 GM
CHAMAL CURRY POWDER 50 GM PLPCH,CHAMAL FOOD PRODUCTS,CHAMAL,PLPCH,50,GM,50.00 GM
CHAMAL CHILLI POWDER 50 GM PLPCH,CHAMAL FOOD PRODUCTS,CHAMAL,PLPCH,50,GM,50.00 GM
CHAMAL MUSTARD POWDER 50 GM PLPCH,CHAMAL FOOD PRODUCTS,CHAMAL,PLPCH,50,GM,50.00 GM
CHAMAL PEPPER POWDER 20 GM PLPCH,CHAMAL FOOD PRODUCTS,CHAMAL,PLPCH,20,GM,20.00 GM
HASAL CURRY POWDER 250 GM PLPCH,HASAL PRODUCTS,HASAL,PLPCH,250,GM,250.00 GM
HASAL TURMERIC POWDER 50 GM PLPCH,HASAL PRODUCTS,HASAL,PLPCH,50,GM,50.00 GM
HASAL CHILLI PIECES 250 GM PLPCH,HASAL PRODUCTS,HASAL,PLPCH,250,GM,250.00 GM
HASAL CHILLII POWDER 250 GM PLPCH,HASAL PRODUCTS,HASAL,PLPCH,250,GM,250.00 GM
MUNCHEE KOME RICE CRACKER BITES SALT & PEPPER FLAVOUR SUGAR FREE 40 GM PLPCH,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,40,GM,40.00 GM
LITTLE LION VANILLA COOKIES 150 GM PLPCH,LITTLE LION ASSOCIATES,LITTLE LION VANILLA COOKIES,PLPCH,150,GM,150.00 GM
LITTLE LION SHORTIES COOKIES 220 GM PLPCH,LITTLE LION ASSOCIATES,LITTLE LION SHORTIES COOKIES,PLPCH,220,GM,220.00 GM
NEW LANKA GEM BISCUITS 70 GM PLPCH,NEW LANKA PRODUCTS,NEW LANKA GEM,PLPCH,70,GM,70.00 GM
USWATTE CHOCOLATE CREAM LITE 280 GM PLPCH,USWATTE CONFECTIONERY,USWATTE CHOCOLATE CREAM,PLPCH,280,GM,280.00 GM
LUCKYLAND MARIE 400 GM PLPCH,LUCKYLAND BISCUITS MFS,LUCKYLAND MARIE,PLPCH,400,GM,400.00 GM
SUN RICH STRAWBERY DOUBLE CREAMY WAFERS 220 GM PLPCH,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH STRAWBERRY DOUB.CREAM.WAFERS,PLPCH,220,GM,220.00 GM
LIFEBUOY TOTAL 10 WITH OLIVE OIL 100 GM EWRPK + SAVE RS 25,UNILEVER SRI LANKA LTD,LIFEBUOY,EWRPK,100,GM,100.00 GM
CHAMPION RED ENERGY 90 GM EWRPK + SAVE RS 25,NATURE'S BEAUTY CREATIONS LTD,CHAMPION,EWRPK,90,GM,90.00 GM
CHAMPION RED ENERGY EWRPK (90*2) 180 GM + SAVE RS 30,NATURE'S BEAUTY CREATIONS LTD,CHAMPION,EWRPK,180,GM,180.00 GM
LAK THILINI NOODLES 500 GM PLPCH,LAK THILINI INDUSTRIES,LAK THILINI,PLPCH,500,GM,500.00 GM
RANVAN SPECIAL NOODLES 350 GM PLPCH,RANVAN FOOD PRODUCTS (PVT) LTD,RANVAN,PLPCH,350,GM,350.00 GM
TANGO NOODLES 250 GM PLPCH,MERIDIAN FOODS (PVT) LTD,TANGO,PLPCH,250,GM,250.00 GM
SIGNAL STRONG TEETH NEW FORMULA WITH ENHANCED CAVITY PROTECTION 160 GM CD BOX + SAVE RS 70,UNILEVER SRI LANKA LTD,SIGNAL STRONG TEETH,CDBOX,160,GM,160.00 GM
GEMUNU TURMERIC POWDER POWDER 25 GM PLPCH,GEMUNU PRODUCTS (PVT) LTD,GEMUNU,PLPCH,25,GM,25.00 GM
GEMUNU CURRY POWDER 50 GM PLPCH,GEMUNU PRODUCTS (PVT) LTD,GEMUNU,PLPCH,50,GM,50.00 GM
RENU CHILLI POWDER 20 GM PLPCH,RENU FOOD PRODUCTS,RENU FOOD,PLPCH,20,GM,20.00 GM
RENU PEPPER POWDER 24 GM PLPCH,RENU FOOD PRODUCTS,RENU FOOD,PLPCH,24,GM,24.00 GM
RENU CHILLI PIECES 20 GM PLPCH,RENU FOOD PRODUCTS,RENU FOOD,PLPCH,20,GM,20.00 GM
RENU CURRY POWDER 24 GM PLPCH,RENU FOOD PRODUCTS,RENU FOOD,PLPCH,24,GM,24.00 GM
RENU ROASTED CURRY POWDER 24 GM PLPCH,RENU FOOD PRODUCTS,RENU FOOD,PLPCH,24,GM,24.00 GM
ALOKA CHILLI PIECES 1000 GM PLPCH,ALOKA FOOD PRODUCTS,ALOKA,PLPCH,1000,GM,1000.00 GM
ALOKA CURRY POWDER 500 GM PLPCH,ALOKA FOOD PRODUCTS,ALOKA,PLPCH,500,GM,500.00 GM
KICHEN KING PEPPER POWDER 1000 GM PLPCH,KICHEN KING,KICHEN KING,PLPCH,1000,GM,1000.00 GM
KICHEN KING PEPPER POWDER 100 GM PLPCH,KICHEN KING,KICHEN KING,PLPCH,100,GM,100.00 GM
DUM DUM NATURE IDENTICAL VANILLA 28 ML GBT,MAMMA COOK (PVT) LTD,DUM DUM VANILLA,GBT,28,GM,28.00 ML
PEARS ACTIVE FLORAL BABY SOAP WITH MOISTURE CREAM CDBOX (70*5) 350 GM + SAVE RS 145,UNILEVER SRI LANKA LTD,PEARS BABY,CDBOX,350,GM,350.00 GM
VELVET MOISTUREBOOST & VITAMIN COMPLEX HONEY & YOGHURT EXTRACT SOAP 380 GM (95*4) CDBOX + SAVE RS 25,HEMAS MARKETING,VELVET,CDBOX,380,GM,380.00 GM
HERB LINE LIQUARICE DAY CREAM FOR ALL SKIN TYPES 25 GM CDBOX,HERB LINE - SRI LANKA,HERB LINE,CDBOX,25,GM,25.00 GM
COMPIAN 100% MILK PROTEIN CREAMY CLASSIC DAIRY BASED BEVERAGE MILK 500 GM CDBOX,HEMAS PHARMACEUTICALS (PVT) LTD,COMPIAN,CDBOX,500,GM,500.00 GM
MAGGI FAMILY MEAL PACK WITH 335 GM PLPCH + SAVE RS 40,NESTLE LANKA,MAGGI,PLPCH,335,GM,335.00 GM
EVO BEAUTY MILK PROTEIN & OLIVE OIL SHAMPOO FOR ALL TYPES OF HAIR 400 ML PLBOT,GRACE COSMETICS,EVO BEAUTY,PLBOT,400,ML,400.00 ML
CHAMIAN HERBAL TOOTHPASTE IN MIMUSOPS ELANGI 40 GM CDBOX,CHAMIAN ENTERPRISES,CHAMIAN,CDBOX,40,GM,40.00 GM
ANAGI CURRY POWDER 100 GM PLPCH,SUGATHA PRODUCTS,ANAGI,PLPCH,100,GM,100.00 GM
RANJITH CHILLI PIECES 50 GM PLPCH,RANJITH PRODUCT,RANJITH,PLPCH,50,GM,50.00 GM
SANJEEVANI CHILLI POWDER 1000 GM PLPCH,SANJEEVANI GRINDING MILL,SANJEEVANI,PLPCH,1000,GM,1000.00 GM
SANJEEVANI CURRY POWDER 1000 GM PLPCH,SANJEEVANI GRINDING MILL,SANJEEVANI,PLPCH,1000,GM,1000.00 GM
M.G.M HATTON MALLIKA MIXED CHILLI POWDER 100 GM PLPCH,MALLIKA GRINDING MILLS,M.G.M HATTON MALLIKA,PLPCH,100,GM,100.00 GM
M.G.M HATTON TURMERIC POWDER 50 GM PLPCH,MALLIKA GRINDING MILLS,M.G.M HATTON MALLIKA,PLPCH,50,GM,50.00 GM
USWATTE CHRISTYS HOLOS CHOCOLATE 200 GM PLPCH,USWATTE CONFECTIONERY,USWATTE CHRISTYS,PLPCH,200,GM,200.00 GM
MAAM APPLE CREAM 90 GM (ORIENT LANKA),ORIENT LANKA CONFECTIONERY,MAAM APPLE CREAM,PLPCH,90,GM,90.00 GM
"VENDOL VENIVAL TURMERIC, VENIVAL, MARGOSA, SANDALWOD WTH ALOEVERA 75 GM CDBOX + SAVE RS 30",GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL VENIVAL,CDBOX,75,GM,75.00 GM
RITZBURY RAVE COATED NOUGET & CARAMEL 195 GM (13*15) PLPCH,CEYLON BISCUITS LIMITED,RITZBURY RAVE,PLPCH,195,GM,195.00 GM
VASELINE (IMPORTED) HEALTHY EVEN TONE UV PROTECTION VITAMIN B3 200 ML PLBOT,IMPORTED,VASELINE,PLBOT,200,ML,200.00 ML
PEARS BABY 100% NATURAL EXTRACTS ALOE VERA & NEEM BABY SOAP CDBOX (70*3) 210 GM + SAVE RS 30,UNILEVER SRI LANKA LTD,PEARS BABY,CDBOX,210,GM,210.00 GM
REBECCA LEE BABY ALOEVERA RATHMAL GINGER OIL VENIVEL & KHOMBA HERBAL 75 GM * 5 (375 GM) CDBOX + SAVE RS 110,ICL MARKETING,REBECCA LEE BABY,CDBOX,375,GM,375.00 GM
MUNCHEE KALO STRAWBERRY CREAM 140 GM CDBOX,CEYLON BISCUITS LIMITED,MUNCHEE KALO,CDBOX,140,GM,140.00 GM
"BABY CHERAMY FLORAL EXTRA.VITAMIN E,MILK BABY SOAP CDBOX (70*5) 350 GM + SAVE RS 45",HEMAS MARKETING,BABY CHERAMY,CDBOX,350,GM,350.00 GM
FAIREVER NATURAL FAIRNESS FRUIT EXTRACTS & PURE MILK BODY LIOTION 200 ML PLBOT (CAVINKARE),CAVINKARE PRIVATE LIMITED,FAIREVER,PLBOT,200,ML,200.00 ML
FAIREVER SAFFRON & PURE MILK BODY LIOTION 200 ML PLBOT (CAVINKARE),CAVINKARE PRIVATE LIMITED,FAIREVER,PLBOT,200,ML,200.00 ML
FAIR & HANDSOME RADIANCE CREAM FOR MEN 30 GM CDBOX + FREE FACE WASH 25 GM,EMAMI INDO LANKA PVT LTD,FAIR & HANDSOME,CDBOX,30,GM,30.00 GM
PRIMA INSTANT NOODLES PLPCH 345 GM + SAVE RS 15,CEYLON AGRO INDUSTRIES,PRIMA,PLPCH,345,GM,345.00 GM
KUMARIKA THICK & STRONG HAIR THERAPY GREEN ALMOND OIL & FRUIT VIT SHAMPOO REFILL VALUE PACK 80 ML PLPCH,HEMAS MARKETING,KUMARIKA,PLPCH,80,ML,80.00 ML
SUNSILK STUNNING BLACK SHINE CONDITIONER 180 ML PLBOT + SAVE RS 100,UNILEVER SRI LANKA LTD,SUNSILK,PLBOT,180,ML,180.00 ML
HARITHA ANTI DANDRUFF HERBAL SHAMPOO 100 ML PLBOT,SUWAHARITHA PRODUCTS,HARITHA,PLBOT,100,ML,100.00 ML
GOOD LOOK 1 ADVANCED FORMULA KERATIN NAURISHING 3 IN 1 CONDITIONER 100 ML PLBOT,HESPERUS NATUREHLA (PVT)LTD,GOOD LOOK 1,PLBOT,100,ML,100.00 ML
SIGNAL STRONG TEETH NEW FORMULA WITH ENHANCED CAVITY PROTECTION 160 GM CD BOX + SAVE RS 90,UNILEVER SRI LANKA LTD,SIGNAL STRONG TEETH,CDBOX,160,GM,160.00 GM
VENDOL T & G (VENDOL LA.) HERBAL TOOTH PASTE 50 GM CDBOX + SAVE RS 25,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL T & G,CDBOX,50,GM,50.00 GM
CLOGARD CAVITY PROTECTION NATU. CLOVE OIL 120 GM + CLOGARD PANCHA SHAKTHI 40 GM CDBOX + SAVE RS 30,HEMAS MARKETING,CLOGARD,CDBOX,160,GM,120.00 GM
APRICO CHEF CHILLI PIECES 100 GM PLPCH,MASKELIYA TEA GARDENS CEYLON LTD,APRICO CHEF,PLPCH,100,GM,100.00 GM
MALIBAN SNACKERS SAVOURY MASALA FLAVOUR 15 GM PLPCH,MALIBAN BISCUIT MANUFACTORIES,MALIBAN SNACKERS SAVOURY,PLPCH,15,GM,15.00 GM
MALIBAN SNACKERS SAVORY SWEET CHILLIE FLAVOUR PLPCH 15 GM PLPCH,MALIBAN BISCUIT MANUFACTORIES,MALIBAN SNACKERS SAVOURY,PLPCH,15,GM,15.00 GM
LUCKYLAND ICED GEM 50 GM PLPCH,LUCKYLAND BISCUITS MFS,LUCKYLAND ICED GEM,PLPCH,50,GM,50.00 GM
DAINTEE WAFERS VANILLA 80 GM PLPCH,DAINTEE LIMITED,DAINTEE WAFERS,PLPCH,80,GM,80.00 GM
CLOSE UP RED HOT TRIPLE FRESH FORMULA 120 GM CDBOX + SAVE RS 20,UNILEVER SRI LANKA LTD,CLOSE UP,CDBOX,120,GM,120.00 GM
CHANDHI LANKA CHILLI PIECES 50 GM PLPCH,CHANDHI LANKA FOOD PRODUCTS,CHANDHI LANKA,PLPCH,50,GM,50.00 GM
ANCHOR ROASTED CURRY POWDER 100 GM PLPCH,COLOMBO COMMODITIES,ANCHOR,PLPCH,100,GM,100.00 GM
RASAMUSU CURRY POEDER 50 GM PLPCH (CW FOODS CEYLON),CW FOODS CEYLON (PVT) LTD,RASAMUSU,PLPCH,50,GM,50.00 GM
RASAMUSU ROASTED CURRY POEDER 50 GM PLPCH (CW FOODS CEYLON),CW FOODS CEYLON (PVT) LTD,RASAMUSU,PLPCH,50,GM,50.00 GM
DILINI CHILLI PIECES 50 GM PLPCH,DILINI FOOD PRODUCT (PVT) LTD,DILINI,PLPCH,50,GM,50.00 GM
REVELLO CLASSIC MILK CHOCOLATE 25 GM CDBOX,CEYLON BISCUITS LIMITED,REVELLO CLASSIC,CDBOX,25,GM,25.00 GM
DAINTEE HEARTS JELLY & RICE CRISPY CHOCO 45 GM EWRPK,SUNSHINE COUNSUMER LANKA LTD,DAINTEE HEARTS,EWRPK,45,GM,45.00 GM
MISUMI ROMANSU BEAUTY SOAP CDBOX (90*4) 360 GM + SAVE RS 20,NATURE'S BEAUTY CREATIONS LTD,MISUMI,CDBOX,360,GM,360.00 GM
CRYSTAL ENRICHED WITH VITAMIN E 70 GM CDBOX,UPALI CONSUMER PRODUCTS,CRYSTAL,CDBOX,70,GM,70.00 GM
NEW PANDA KIRI PENI 80 GM PLCUP,NEW PANDA PRODUCTS,NEW PANDA,PLCUP,80,GM,80.00 GM
NEW TOP TASTE NOODLES 500 GM PLPCH,NEW TOP TASTE FOOD PRODUCTS,NEW TOP TASTE,PLPCH,500,GM,500.00 GM
ANUSHA ROASTED CURRY POWDER 100 GM PLPCH,ANUSHA PRODUCTS,ANUSHA,PLPCH,100,GM,100.00 GM
ANUSHA PEPPER POWDER 50 GM PLPCH,ANUSHA PRODUCTS,ANUSHA,PLPCH,50,GM,50.00 GM
PANDA BABY DELUM BABY SOAP CDBOX (75*2) 150 GM + SAVE RS 30,NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,CDBOX,150,GM,150.00 GM
BEST LANKA PEPPER POWDER 25 GM PLPCH,BEST LANKA PRODUCTS,BEST LANKA,PLPCH,25,GM,25.00 GM
CATCH MIXED CHILLI POWDER 25 GM PLPCH,GNANAM FOODS (PVT) LTD,CATCH,PLPCH,25,GM,25.00 GM
SUN RICH STRAWBERY DOUBLE CREAMY WAFERS 375 GM PLPCH,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH STRAWBERRY DOUB.CREAM.WAFERS,PLPCH,375,GM,375.00 GM
SUJEEWA CHILLI PIECES 50 GM PLPCH,SUJEEWA PRODUCTS,SUJEEWA,PLPCH,50,GM,50.00 GM
DINARA CHILLI PIECES 1000 GM PLPCH,DINARA ENTERPRISES,DINARA,PLPCH,1000,GM,1000.00 GM
SANJEEVANI CHILLI PIECES 1000 GM PLPCH,SANJEEVANI GRINDING MILL,SANJEEVANI,PLPCH,1000,GM,1000.00 GM
GAMIRASA GAMBOGE CREAM 50 GM (GAMI RASA PROD.) PLCUP,GAMI RASA PRODUCTS,GAMIRASA,PLCUP,50,GM,50.00 GM
GREEN LANKA TURMERIC POWDER 50 GM PLPCH,GREEN LANKA PRODUCTS,GREEN LANKA,PLPCH,50,GM,50.00 GM
HASEE CURRY POWDER 50 GM PLPCH,HASEE PRODUCTS,HASEE,PLPCH,50,GM,50.00 GM
KDH SPICES RED CHILLI POWDER 100 GM PLPCH,KDH INTERNATIONAL (PVT) LTD,KDH,PLPCH,100,GM,100.00 GM
MAGAM CURRY POWDER 50 GM PLPCH,N LION GROUP,MAGAM LANKA,PLPCH,50,GM,50.00 GM
KIST MARIE 400 GM PLPCH,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST MARIE,PLPCH,400,GM,400.00 GM
SMAK WAFER ROLLS - ROLLED WAFER STICKS ORANGE FLAVOURED 30 GM PLPCH,COUNTRY STYLE FOODS,SMAK,PLPCH,30,GM,30.00 GM
PANDA BABY RATHMAL BABY SOAP 75 GM + SAVE RS 40,NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,CDBOX,75,GM,75.00 GM
KUMARIKA HAIR SHAMPOO NAURISH & CARE PICHCHA & ENDARU THEL 80 ML PLBOT + SAVE RS 20,HEMAS MARKETING,KUMARIKA,PLBOT,80,ML,80.00 ML
GOLDEN TOUCH FAIRNESS ALOE & CUCUMBER SOAP 100 GM CDBOX,JA BEAUTY CARE (PVT) LTD,GOLDEN TOUCH,CDBOX,100,GM,100.00 GM
GOLDEN TOUCH FAIRNESS ACNE SOAP TEA TREE OIL WITH NEEM & LEMON 100 GM CDBOX,JA BEAUTY CARE (PVT) LTD,GOLDEN TOUCH,CDBOX,100,GM,100.00 GM
LUX SOFT GLOW JASMINE & VITAMIN E 7 BEAUTY INGREDIANTS 140 GM EWRPK (70 * 2) + SAVE RS 20,UNILEVER SRI LANKA LTD,LUX,EWRPK,140,GM,140.00 GM
ASTRA UP FIELD FAT SPREAD MULTI PURPOSE 250 GM PLCUP + SAVE RS 60,UP FIELD LANKA (PVT) LTD,ASTRA,PLCUP,250,GM,250.00 GM
SIVANARUL NAVAPOSHA 200 GM PLPCH,SIVANARUL PRODUCTS (PVT) LTD,NAVAPOSHA,PLPCH,200,GM,200.00 GM
TIYARA EGG YELLOW COLOUR 28 ML GBT,NEW FATHIMA INDUSTRIES,TIYARA YELLOW,GBT,28,GM,28.00 GM
SUNSILK STUNNING BLACK SHINE AMLA EXTRACT SHAMPOO 80 ML PLBOT + SAVE RS 50,UNILEVER SRI LANKA LTD,SUNSILK,PLBOT,80,ML,80.00 ML
CLEAR ANTI DANDRUFF SCALP CARE COMPLETE SOFT CARE SHAMPOO 80 ML PLBOT + SAVE RS 95,UNILEVER SRI LANKA LTD,CLEAR,PLBOT,80,ML,80.00 ML
LUX BRIGHT GLOW ROSE & VIT E BEAUTY 7 INGR. 140 GM (70*2) EWRPK + LUX SOFT GLOW 7 BEAUTY INGR. JASMINE & VITE 70 GM + SAVE RS 30,UNILEVER SRI LANKA LTD,LUX,EWRPK,210,GM,140.00 GM
SANTOOR (UPALI CONSUMER) SANDAL & TURMERIC 100 GM EWRPK + SAVE RS 20,UPALI CONSUMER PRODUCTS,SANTOOR,EWRPK,100,GM,100.00 GM
PATHMA CURRY POWDER 250 GM PLPCH (SRI VIMALA MASALA),SRI VIMALA MASALA PRODUCTS,PATHMA,PLPCH,250,GM,250.00 GM
TURNEY MILKY NICE 75 GM PLPCH (TURNEY BIS.),TURNEY BISCUITS MANUFACTERIES,TURNEY MILKY NICE,PLPCH,75,GM,75.00 GM
SACHIE STAR BITE BISCUITS 100 GM PLPCH,SACHIE BISCUITS (PVT) LTD,SACHIE STAR BITE,PLPCH,100,GM,100.00 GM
SACHIE CHILLI BITE BISCUITS 100 GM PLPCH,SACHIE BISCUITS (PVT) LTD,SACHIE CHILLI BITE,PLPCH,100,GM,100.00 GM
BABY CHERAMY ALMOND OIL VITAMIN E MILK BABY SOAP 90 GM CDBOX + SAVE RS 45,HEMAS MARKETING,BABY CHERAMY,CDBOX,90,GM,90.00 GM
BABY CHERAMY FLORAL BABY SOAP FLORAL EXTRACTS VITAMIN E MILK 90 GM CDBOX + SAVE RS 45,HEMAS MARKETING,BABY CHERAMY,CDBOX,90,GM,90.00 GM
LIFEBUOY KOHOMBA AND ALOEVERA 100 GM *2 (200 GM) EWRPK + SAVE RS 5,UNILEVER SRI LANKA LTD,LIFEBUOY,EWRPK,200,GM,200.00 GM
SB YOGHURT 80 GM PLCUP,SB PRODUCTS,SB,PLCUP,80,GM,80.00 GM
ENCHANTEUR ROMANTIC 250 ML PLBOT,UTN TRADING,ENCHANTEUR,PLBOT,250,ML,250.00 ML
REBECCA. BABY CREAM VIT E MILK PROTEIN 100 ML + SAVE RS 60 GM PLBOT,ICL MARKETING,REBECCA LEE BABY,PLBOT,100,ML,100.00 ML
REBECCA. BABY FLORAL BABY CREAM LOTUS & ROSE EXTRACT VITAMIN E 100 ML PLBOT + SAVE RS 60,ICL MARKETING,REBECCA LEE BABY,PLBOT,100,ML,100.00 ML
"REBECCA. BABY HERBAL BABY CREAM ALOEVERA, RATHMAL, GINGELLY OIL,VENIVAL,KOHOMBA & VITAMIN E 100 ML PLBOT + SAVE RS 60",ICL MARKETING,REBECCA LEE BABY,PLBOT,100,ML,100.00 ML
TEEMAH CHOCOLATE CREAM 80 GM PLPCH,TEEMAH BISCUITS MANUFACTURE,TEEMAH CHOCOLATE CREAM,PLPCH,80,GM,80.00 GM
KIST CREAMY CHOC 490 GM PLPCH,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST CREAMY CHOC,PLPCH,490,GM,490.00 GM
RASHIKA ONION FLAVOURED BISCUITS 10 GM PLPCH,RASHIKA TRADING (PVT) LTD,RASHIKA ONION,PLPCH,10,GM,10.00 GM
LIZBURY CRUNCHY BALLS CHOCO COATED CRISPIES 15 GM CDBOX,LIZBURY CONFECTIONERIES PVT LTD,LIZBURY,CDBOX,15,GM,15.00 GM
LIFEBUOY TOTAL 10 WITH PURE OLIVE OIL AND HONEY FOR MOISTURISED SOFT SKIN SOAP (ITHURUM LOKKA) 75 GM EWRPK,UNILEVER SRI LANKA LTD,LIFEBUOY,EWRPK,75,GM,75.00 GM
"KEKULU (SIDDHALEPA) KING COCONUT OIL ,VENIVALGETA,AROODHA 70 GM CDBOX + SAVE RS 45",SIDDHALEPA AYURVEDA EXPORTS,KEKULU,CDBOX,70,GM,70.00 GM
BABY CHERAMY POKURU WADA AND SANDUN HERBAL BABY SOAP (70*5) 350 GM CDBOX + SAVE RS 45,HEMAS MARKETING,BABY CHERAMY,CDBOX,350,GM,350.00 GM
CHELLO STRAWBERRY DRINKING YOGHURT 180 ML PLCUP,CHELLO PRODUCTS,CHELLO,PLCUP,180,ML,180.00 ML
CHELLO VANILLA DRINKING YOGHURT 180 ML PLCUP,CHELLO PRODUCTS,CHELLO,PLCUP,180,ML,180.00 ML
PEARS BABY PURE & GENTLE BABY CREAM 200 ML PLBOT + FREE PEARS COLOR PENCILS PACK,UNILEVER SRI LANKA LTD,PEARS BABY,PLBOT,200,ML,200.00 ML
