t_CATEGORY,t_MANUFACTURE,t_BRAND,t_ITEMDESC,t_MRP,t_PACKSIZE,t_PACKTYPE,rank,matched_itemcode,distance,m_catcode,m_company,m_mbrand,m_brand,m_sku,m_packtype,m_base_pack,m_flavor,m_color,m_wght,m_uom,m_mrp
134,P.K. GENERAL DRINK LP.-THAILAND,BONKO LYCHEE,BONKO LYCHEE\320ML\RS,120.0,320 ML,PET,5,99765288,78.33435,118,P.K. GENERAL DRINK LP.-THAILAND,BONKO,BONKO ORANGE,ORANGE PET 320 ML,PET,320.000 ML,ORANGE,,320.0,ML,140.0
134,P.K. GENERAL DRINK LP.-THAILAND,BONKO LYCHEE,BONKO LYCHEE\320ML\RS,120.0,320 ML,PET,6,99765234,80.7822,118,P.K. GENERAL DRINK LP.-THAILAND,BONKO,BONKO MANGO,MANGO PET 320 ML,PET,320.000 ML,MANGO,,320.0,ML,140.0
134,P.K. GENERAL DRINK LP.-THAILAND,BONKO LYCHEE,BONKO LYCHEE\320ML\RS,120.0,320 ML,PET,7,99765226,140.11517,118,INTER DRINKS CO. LTD.-THAILAND,C LIGHT,C LIGHT,LYCHEE CAN 240 ML,CAN,240.000 ML,LYCHEE,,240.0,ML,100.0
134,P.K. GENERAL DRINK LP.-THAILAND,BONKO LYCHEE,BONKO LYCHEE\320ML\RS,120.0,320 ML,PET,8,54829,141.02554,118,KWALITY THAI FOODS PVT LTD-NPL,123,123 DITTO,LYCHEE PET 170 ML,PET,170.000 ML,LYCHEE,,170.0,ML,0.0
134,P.K. GENERAL DRINK LP.-THAILAND,BONKO LYCHEE,BONKO LYCHEE\320ML\RS,120.0,320 ML,PET,9,53862,149.27177,118,KRUNGSIAM BEVERAGE-THAILAND,SUNTANA,SUNTANA PLUS,LYCHEE CAN 250 ML,CAN,250.000 ML,LYCHEE,,250.0,ML,0.0
134,P.K. GENERAL DRINK LP.-THAILAND,BONKO LYCHEE,BONKO LYCHEE\320ML\RS,120.0,320 ML,PET,10,99762401,151.3502,118,GOODLIFE BEVERAGE-NEPAL,RUMPUM,RUMPUM LITCHI,LITCHI PET 170 ML,PET,170.000 ML,LYCHEE,,170.0,ML,20.0
134,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME-ENERGY DRINK CLASSIC CAN 500ML,200.0,500ML,CAN,1,99765340,51.75515,118,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME,CLASSIC CAN 500 ML,CAN,500.000 ML,,,500.0,ML,200.0
134,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME-ENERGY DRINK CLASSIC CAN 500ML,200.0,500ML,CAN,2,99762358,63.0793,118,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME,CLASSIC CAN 330 ML,CAN,330.000 ML,,,330.0,ML,120.0
134,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME-ENERGY DRINK CLASSIC CAN 500ML,200.0,500ML,CAN,3,99763695,79.24666,118,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME,CAN 330 ML,CAN,330.000 ML,,,330.0,ML,120.0
134,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME-ENERGY DRINK CLASSIC CAN 500ML,200.0,500ML,CAN,4,99763242,107.48197,118,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME,APPLE CIDER CAN 330 ML,CAN,330.000 ML,,,330.0,ML,120.0
134,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME-ENERGY DRINK CLASSIC CAN 500ML,200.0,500ML,CAN,5,99765463,120.2758,118,AGRO THAI FOODS PVT LTD-NEPAL,MAX TIGER,MAX TIGER,CLASSIC CAN 330 ML,CAN,330.000 ML,,,330.0,ML,130.0
134,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME-ENERGY DRINK CLASSIC CAN 500ML,200.0,500ML,CAN,6,99763747,120.40532,118,AGRO THAI FOODS PVT LTD-NEPAL,MAX TIGER,MAX TIGER,CLASSIC CAN 250 ML+80 ML FREE,CAN,250.000 ML,,,330.0,ML,150.0
134,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME-ENERGY DRINK CLASSIC CAN 500ML,200.0,500ML,CAN,7,99765253,139.10284,118,AGRO THAI FOODS PVT LTD-NEPAL,MAX TIGER,MAX TIGER,CAN 500 ML,CAN,500.000 ML,,,500.0,ML,200.0
134,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME-ENERGY DRINK CLASSIC CAN 500ML,200.0,500ML,CAN,8,99764330,140.57407,118,AGRO THAI FOODS PVT LTD-NEPAL,ICEEY,ICEEY COLA ZERO,CAN 330 ML,CAN,330.000 ML,COLA,,330.0,ML,110.0
134,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME-ENERGY DRINK CLASSIC CAN 500ML,200.0,500ML,CAN,9,99765464,140.59224,118,AGRO THAI FOODS PVT LTD-NEPAL,COSTA BRAVA,COSTA BRAVA LION,CAN 330 ML,CAN,330.000 ML,,,330.0,ML,130.0
134,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME-ENERGY DRINK CLASSIC CAN 500ML,200.0,500ML,CAN,10,99765214,145.40033,118,AGRO THAI FOODS PVT LTD-NEPAL,COSTA BRAVA,COSTA BRAVA SODA,SODA PET 500 ML,PET,500.000 ML,SODA,,500.0,ML,70.0
118,VARUN BEVERAGE -NEPAL,7 UP,7 UP-LEMON-PET 2250ML FREE 250ML MOUNTAIN DEW RS50/-,270.0,2250ML,PET,1,99765341,21.726236,118,VARUN BEVERAGE -NEPAL,7 UP,7 UP,PET 2250 ML+250 ML MOUNTAIN DEW FREE,PET,2250.000 ML,LEMON,,2250.0,ML,270.0
118,VARUN BEVERAGE -NEPAL,7 UP,7 UP-LEMON-PET 2250ML FREE 250ML MOUNTAIN DEW RS50/-,270.0,2250ML,PET,2,99764925,43.656094,118,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,MOUNTAIN DEW,MOUNTAIN DEW PET 2250 ML+250 ML STING FREE,PET,2250.000 ML,LEMON,,2250.0,ML,260.0
118,VARUN BEVERAGE -NEPAL,7 UP,7 UP-LEMON-PET 2250ML FREE 250ML MOUNTAIN DEW RS50/-,270.0,2250ML,PET,3,20110436,45.196514,118,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,MOUNTAIN DEW,PET 250 ML,PET,250.000 ML,LEMON,,250.0,ML,0.0
118,VARUN BEVERAGE -NEPAL,7 UP,7 UP-LEMON-PET 2250ML FREE 250ML MOUNTAIN DEW RS50/-,270.0,2250ML,PET,4,20121485,45.389492,118,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,MOUNTAIN DEW,PET 2250 ML,PET,2250.000 ML,LEMON,,2250.0,ML,0.0
118,VARUN BEVERAGE -NEPAL,7 UP,7 UP-LEMON-PET 2250ML FREE 250ML MOUNTAIN DEW RS50/-,270.0,2250ML,PET,5,99765168,45.70755,118,VARUN BEVERAGE -NEPAL,7 UP,7 UP,PET 250 ML+150 ML FREE,PET,250.000 ML,LEMON,,400.0,ML,50.0
118,VARUN BEVERAGE -NEPAL,7 UP,7 UP-LEMON-PET 2250ML FREE 250ML MOUNTAIN DEW RS50/-,270.0,2250ML,PET,6,20110254,48.363625,118,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,MOUNTAIN DEW,PET 1500 ML,PET,1500.000 ML,LEMON,,1500.0,ML,0.0
118,VARUN BEVERAGE -NEPAL,7 UP,7 UP-LEMON-PET 2250ML FREE 250ML MOUNTAIN DEW RS50/-,270.0,2250ML,PET,7,46930,48.58069,118,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,MOUNTAIN DEW,PET 1250 ML,PET,1250.000 ML,LEMON,,1250.0,ML,0.0
118,VARUN BEVERAGE -NEPAL,7 UP,7 UP-LEMON-PET 2250ML FREE 250ML MOUNTAIN DEW RS50/-,270.0,2250ML,PET,8,49149,48.862656,118,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,MOUNTAIN DEW,PET 300 ML,PET,300.000 ML,LEMON,,300.0,ML,0.0
118,VARUN BEVERAGE -NEPAL,7 UP,7 UP-LEMON-PET 2250ML FREE 250ML MOUNTAIN DEW RS50/-,270.0,2250ML,PET,9,20110378,48.9069,118,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,MOUNTAIN DEW,PET 600 ML,PET,600.000 ML,LEMON,,600.0,ML,0.0
118,VARUN BEVERAGE -NEPAL,7 UP,7 UP-LEMON-PET 2250ML FREE 250ML MOUNTAIN DEW RS50/-,270.0,2250ML,PET,10,20150003,50.171307,118,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,MOUNTAIN DEW,PET 500 ML + 100 ML,PET,600.000 ML,LEMON,,600.0,ML,0.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,1,99765342,87.39395,118,NICE JAL UDHYOG-NEPAL,RFS AQUA,RFS AQUA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,20.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,2,99765025,111.85078,118,MB BEVERAGE UDHYOG-NEPAL,AQUA MB,AQUA MB,PET 900 ML,PET,900.000 ML,,,900.0,ML,50.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,3,40110494,112.87593,118,R.S PURE DRINKING WATER-NEPAL,AQUA SPECIAL,AQUA SPECIAL,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,4,51974,116.05058,118,KOSHI JAL UDHYOG-NEPAL,MORANG AQUA,MORANG AQUA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,5,40110333,117.834465,118,G.R. DRINKS - NEPAL,AQUA FRESH,AQUA FRESH,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,6,99764546,120.71504,118,BHADRAKALI DRINKING WATER-NEPAL,KUBER JAL,KUBER JAL,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,25.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,7,99762896,120.85587,118,BHAIRAV DRINKING WATER-NEPAL,AQUA V.D.W,AQUA V.D.W,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,25.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,8,40110724,121.08701,118,NIRBESHWOR WATER IND-NEPAL,AQUA 4-U,AQUA 4-U,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,9,40123908,122.340775,118,BIRATNEER JAL UDHYOG-NEPAL,PARIS AQUA,PARIS AQUA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,10,40124812,122.816925,118,Y.K DRINKING WATER INDUSTRIES-NEPAL,AQUA LEHAR,AQUA LEHAR,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,1,99765342,87.39395,118,NICE JAL UDHYOG-NEPAL,RFS AQUA,RFS AQUA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,20.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,2,99765025,111.85078,118,MB BEVERAGE UDHYOG-NEPAL,AQUA MB,AQUA MB,PET 900 ML,PET,900.000 ML,,,900.0,ML,50.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,3,40110494,112.87593,118,R.S PURE DRINKING WATER-NEPAL,AQUA SPECIAL,AQUA SPECIAL,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,4,51974,116.05058,118,KOSHI JAL UDHYOG-NEPAL,MORANG AQUA,MORANG AQUA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,5,40110333,117.834465,118,G.R. DRINKS - NEPAL,AQUA FRESH,AQUA FRESH,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,6,99764546,120.71504,118,BHADRAKALI DRINKING WATER-NEPAL,KUBER JAL,KUBER JAL,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,25.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,7,99762896,120.85587,118,BHAIRAV DRINKING WATER-NEPAL,AQUA V.D.W,AQUA V.D.W,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,25.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,8,40110724,121.08701,118,NIRBESHWOR WATER IND-NEPAL,AQUA 4-U,AQUA 4-U,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,9,40123908,122.340775,118,BIRATNEER JAL UDHYOG-NEPAL,PARIS AQUA,PARIS AQUA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,RFS AQUA PROCESSED DRINKING WATER ,20.0,1000 ML.,PBT,10,40124812,122.816925,118,Y.K DRINKING WATER INDUSTRIES-NEPAL,AQUA LEHAR,AQUA LEHAR,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,1,99765343,85.9849,118,API SPRING PVT. LTD.-NEPAL,API SPRING,API SPRING,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,25.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,2,46056,137.83905,118,MNK SPRING WATER-NEPAL,CRYSTAL,CRYSTAL,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,3,40124619,138.53403,118,OM WATER INDUSTRIES-NEPAL,AQUA SPRING,AQUA SPRING,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,4,40122914,139.52026,118,MNK SPRING WATER-NEPAL,MOUNTAIN CRYSTAL,MOUNTAIN CRYSTAL,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,5,40120807,144.39876,118,RAUTA SPRING WATER-NEPAL,RAUTA,RAUTA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,6,40110283,145.92325,118,HIMALAYAN SPRING WATER - NEPAL,HIMALAYAN SPRING,HIMALAYAN SPRING,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,7,99764999,147.81067,118,RAUTA SPRING WATER-NEPAL,RAUTA,RAUTA,PET 500 ML,PET,500.000 ML,,,500.0,ML,15.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,8,40110501,147.99048,118,J.K SPRING WATER-NEPAL,AQUA TOP,AQUA TOP,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,9,46434,149.46045,118,PALPALI TOP SPRING WATER-NEPAL,PALPALI TOP,PALPALI TOP,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,10,99765057,150.96191,118,AQUA EVEREST SPRING WATER-NEPAL,SUHANA,SUHANA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,20.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,1,99765343,85.9849,118,API SPRING PVT. LTD.-NEPAL,API SPRING,API SPRING,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,25.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,2,46056,137.83905,118,MNK SPRING WATER-NEPAL,CRYSTAL,CRYSTAL,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,3,40124619,138.53403,118,OM WATER INDUSTRIES-NEPAL,AQUA SPRING,AQUA SPRING,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,4,40122914,139.52026,118,MNK SPRING WATER-NEPAL,MOUNTAIN CRYSTAL,MOUNTAIN CRYSTAL,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,5,40120807,144.39876,118,RAUTA SPRING WATER-NEPAL,RAUTA,RAUTA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,6,40110283,145.92325,118,HIMALAYAN SPRING WATER - NEPAL,HIMALAYAN SPRING,HIMALAYAN SPRING,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,7,99764999,147.81067,118,RAUTA SPRING WATER-NEPAL,RAUTA,RAUTA,PET 500 ML,PET,500.000 ML,,,500.0,ML,15.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,8,40110501,147.99048,118,J.K SPRING WATER-NEPAL,AQUA TOP,AQUA TOP,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,9,46434,149.46045,118,PALPALI TOP SPRING WATER-NEPAL,PALPALI TOP,PALPALI TOP,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,10,99765057,150.96191,118,AQUA EVEREST SPRING WATER-NEPAL,SUHANA,SUHANA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,20.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,1,99765343,85.9849,118,API SPRING PVT. LTD.-NEPAL,API SPRING,API SPRING,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,25.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,2,46056,137.83905,118,MNK SPRING WATER-NEPAL,CRYSTAL,CRYSTAL,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,3,40124619,138.53403,118,OM WATER INDUSTRIES-NEPAL,AQUA SPRING,AQUA SPRING,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,4,40122914,139.52026,118,MNK SPRING WATER-NEPAL,MOUNTAIN CRYSTAL,MOUNTAIN CRYSTAL,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,5,40120807,144.39876,118,RAUTA SPRING WATER-NEPAL,RAUTA,RAUTA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,6,40110283,145.92325,118,HIMALAYAN SPRING WATER - NEPAL,HIMALAYAN SPRING,HIMALAYAN SPRING,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,7,99764999,147.81067,118,RAUTA SPRING WATER-NEPAL,RAUTA,RAUTA,PET 500 ML,PET,500.000 ML,,,500.0,ML,15.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,8,40110501,147.99048,118,J.K SPRING WATER-NEPAL,AQUA TOP,AQUA TOP,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,9,46434,149.46045,118,PALPALI TOP SPRING WATER-NEPAL,PALPALI TOP,PALPALI TOP,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
134,API SPRING PVT.LTD NEPAL ,API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25.0,1000ML ,PBT,10,99765057,150.96191,118,AQUA EVEREST SPRING WATER-NEPAL,SUHANA,SUHANA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,20.0
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-LYCHEE-LYCHEE DRINK PET 250ML,100.0,250ML,PET,1,99764277,27.990108,118,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS,LYCHEE PET 320 ML,PET,320.000 ML,LYCHEE,,320.0,ML,140.0
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-LYCHEE-LYCHEE DRINK PET 250ML,100.0,250ML,PET,2,99765344,40.0366,118,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS,LITCHI PET 250 ML,PET,250.000 ML,LYCHEE,,250.0,ML,100.0
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-LYCHEE-LYCHEE DRINK PET 250ML,100.0,250ML,PET,3,99765467,68.800995,118,SINGAPORE BEVERAGE-NEPAL,NATURALS,NATURALS,LYCHEE PET 200 ML,PET,200.000 ML,LYCHEE,,200.0,ML,40.0
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-LYCHEE-LYCHEE DRINK PET 250ML,100.0,250ML,PET,4,99765186,71.50264,118,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS,KIWI PET 250 ML,PET,250.000 ML,KIWI,,250.0,ML,100.0
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-LYCHEE-LYCHEE DRINK PET 250ML,100.0,250ML,PET,5,99764780,75.85292,118,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS,KIWI PET 320 ML,PET,320.000 ML,KIWI,,320.0,ML,140.0
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-LYCHEE-LYCHEE DRINK PET 250ML,100.0,250ML,PET,6,99765310,79.9956,118,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS,MANGO PET 250 ML,PET,250.000 ML,MANGO,,250.0,ML,100.0
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-LYCHEE-LYCHEE DRINK PET 250ML,100.0,250ML,PET,7,99765205,80.13702,118,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS,PASSION FRUIT PET 320 ML,PET,320.000 ML,PASSION FRUIT,,320.0,ML,140.0
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-LYCHEE-LYCHEE DRINK PET 250ML,100.0,250ML,PET,8,99765312,80.30944,118,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS,PINEAPPLE PET 250 ML,PET,250.000 ML,PINEAPPLE,,250.0,ML,100.0
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-LYCHEE-LYCHEE DRINK PET 250ML,100.0,250ML,PET,9,99765311,80.50885,118,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS,STRAWBERRY PET 250 ML,PET,250.000 ML,STRAWBERRY,,250.0,ML,100.0
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-LYCHEE-LYCHEE DRINK PET 250ML,100.0,250ML,PET,10,99764987,84.77219,118,SINGAPORE BEVERAGE-NEPAL,NATURALS,NATURALS,LYCHEE CAN 250 ML,CAN,250.000 ML,LYCHEE,,250.0,ML,90.0
134,RAYBOT SPRING'S MINERAL WATER-NEPAL,RAYBOT REFRESH,RAYBOT REFRESH-GUAVA PET 250ML,50.0,250ML,PET,1,99765337,17.53051,118,RAYBOT SPRING'S MINERAL WATER-NEPAL,RAYBOT,RAYBOT REFRESH,GUAVA PET 250 ML,PET,250.000 ML,GUAVA,,250.0,ML,50.0
