catcode,company,brand,sku,packtype,base_pack,wght,uom,qty,mrp
120,DABUR NEPAL LTD.-NEPAL,DABUR VATIKA HONEY & SAFFRON,DABUR VATIKA HONEY & SAFFRON-EWP 100 GMS + RS. 3/,EWRPK,100.000 GM,100.0,GM,100.0,0.0
120,HENKEL SPIC INDIA LTD - INDIA,CHEK,CHEK-EWP 75 GMS + [3+1],EWRPK,75.000 GM,75.0,GM,75.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 125G+BUY 3 GET RS25.60 OFF,EWRPK,125.000 GM,125.0,GM,125.0,0.0
120,MARICO LIMITED - INDIA,PARACHUTE,PARACHUTE-JASMN EWP 100 GM,EWRPK,100.000 GM,100.0,GM,100.0,0.0
120,DABUR NEPAL LTD.-NEPAL,DABUR VATIKA SAFFRON GLOW SOAP,DABUR VATIKA SAFFRON GLOW SOAP-SNDL EWP 45 GMS,EWRPK,45.000 GM,45.0,GM,45.0,0.0
120,DABUR NEPAL LTD.-NEPAL,DABUR VATIKA HONEY & SAFFRON,DABUR VATIKA HONEY & SAFFRON-EWP 100 GMS + (3+1),EWRPK,100.000 GM,100.0,GM,100.0,0.0
120,DABUR NEPAL LTD.-NEPAL,DABUR VATIKA HONEY & SAFFRON,DABUR VATIKA HONEY & SAFFRON-EWP 100G+BUY 4 GET RS.20 OFF,EWRPK,100.000 GM,100.0,GM,100.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-EWP 75 GMS + RS. 4.80/- OFF,EWRPK,75.000 GM,75.0,GM,75.0,0.0
120,DORKAS MARKET - INDIA,MEDIMIX AYURVEDIC,MEDIMIX AYURVEDIC-CBP 75GMS+BUY 3 GET RS.8/- OFF,CDBOX,75.000 GM,75.0,GM,75.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-EWP 75G+BUY 3 GET RS.16.00 OFF,EWRPK,75.000 GM,75.0,GM,75.0,0.0
120,WIPRO LTD.- INDIA,SANTOOR,SANTOOR-EWP 100G+BUY 2 GET REYNOLDSPEN,EWRPK,100.000 GM,100.0,GM,100.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,LIRIL,LIRIL-EWP  75 GMS +RS. 3.00/- OFF,EWRPK,75.000 GM,75.0,GM,75.0,0.0
120,CALCUTTA CHEMICAL- INDIA,MARGO,MARGO-NEEM EWP 125 GMS+RS.6.40/- OFF,EWRPK,125.000 GM,125.0,GM,125.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP125G+BUY 3-ORAL-B CNTRIP TB,EWRPK,125.000 GM,125.0,GM,125.0,0.0
120,DABUR NEPAL LTD.-NEPAL,DABUR VATIKA SAFFRON GLOW SOAP,DABUR VATIKA SAFFRON GLOW SOAP-SANDAL EWP 100G+BUY 3 GET 1 EX,EWRPK,100.000 GM,100.0,GM,100.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 75G+BUY 3 GET 2PCS EVRBTRY,EWRPK,75.000 GM,75.0,GM,75.0,0.0
120,CALCUTTA CHEMICAL- INDIA,NEEM,NEEM-EWP 100 GMS+ BUY 3 GET 1 EXTRA,EWRPK,100.000 GM,100.0,GM,100.0,0.0
120,CALCUTTA CHEMICAL- INDIA,MARGO,MARGO-NEEM EWP 125 GMS+RS.3.20/- OFF,EWRPK,125.000 GM,125.0,GM,125.0,0.0
120,CALCUTTA CHEMICAL- INDIA,MARGO,MARGO-EWP 100 GMS+RS.3.20/- OFF,EWRPK,100.000 GM,100.0,GM,100.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 75 GMS+RS.4.80/- OFF,EWRPK,75.000 GM,75.0,GM,75.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 75 GMS,EWRPK,75.000 GM,75.0,GM,75.0,0.0
120,S D INDUSTRIES - INDIA,ZINA,ZINA-MILKCRM WITH LEMEXT EWP50G+10%,EWRPK,50.000 GM,55.0,GM,55.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 70G+BUY3 GET RS.14.40/-OFF,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-EWP 70 GMS + RS. 4.80/- OFF,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 120 GMS+BUY 3 SAVE RS.24/-,EWRPK,120.000 GM,120.0,GM,120.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 70G+BUY 3 GET 2PC EVE BATT,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,DABUR NEPAL LTD.-NEPAL,DABUR VATIKA HONEY & SAFFRON,DABUR VATIKA HONEY & SAFFRON-EWP 100 GMS+RS2/- OFF,EWRPK,100.000 GM,100.0,GM,100.0,0.0
120,DABUR NEPAL LTD.-NEPAL,DABUR VATIKA SAFFRON GLOW SOAP,DABUR VATIKA SAFFRON GLOW SOAP-SNDL EWP 100G+RS2 OFF,EWRPK,100.000 GM,100.0,GM,100.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-EWP 70G+BUY 3 GET 2PC EVE BATT,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 70G+BUY 3 GET 2PC EVE BATT,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,DABUR NEPAL LTD.-NEPAL,DABUR VATIKA SAFFRON GLOW SOAP,DABUR VATIKA SAFFRON GLOW SOAP-SANDAL EWP 90GM+GET RS.2/,EWRPK,90.000 GM,90.0,GM,90.0,0.0
120,DABUR NEPAL LTD.-NEPAL,DABUR VATIKA SAFFRON GLWWTHORN,DABUR VATIKA SAFFRON GLWWTHORN-EWP 100 GMS,EWRPK,100.000 GM,100.0,GM,100.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL FRESH,DETTOL FRESH-EWP 70 GMS+RS 3.20 OFF,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL FRESH,DETTOL FRESH-EWP 70 GMS+RS.3.20 OFF,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 70 GM+RS11.20 OFF ON 3 PCS,EWRPK,70.000 GM,210.0,GM,210.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-EWP 70 GM+RS 11.20 OFF ON 3 PCS,EWRPK,70.000 GM,210.0,GM,210.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 70 GM+RS 11.20 OFF ON 3 PCS,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL FRESH,DETTOL FRESH-EWP 70 GM+RS 11.20 OFF ON 3 PCS,EWRPK,70.000 GM,210.0,GM,210.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 70 GM+RS 11.20 OFF ON 3 PCS,EWRPK,70.000 GM,210.0,GM,210.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 70 GM+RS 14.40 OFF ON 3 PCS,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-EWP 70 GM+RS 14.40 OFF ON 3 PCS,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL FRESH,DETTOL FRESH-EWP 70 GM+RS 14.40 OFF ON 3 PCS,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NO.1 BEAUTY SOAP,GODREJ NO.1 BEAUTY SOAP-SANDL EWP 65G+RS16OF ON 3N,EWRPK,65.000 GM,65.0,GM,65.0,0.0
120,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NO.1 BEAUTY SOAP,GODREJ NO.1 BEAUTY SOAP-NTRL EWP 65G+RS16 OF ON 3N,EWRPK,65.000 GM,65.0,GM,65.0,0.0
120,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ CINTHOL,GODREJ CINTHOL-LIME FRSH EWP 75G+RS16 OFF ON 4N,EWRPK,75.000 GM,75.0,GM,75.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL- EWP 120 GM+RS.19.20 OFF ON 3 NO,EWRPK,120.000 GM,120.0,GM,120.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 120 GM+SAVE RS.19.20 ON 3NO,EWRPK,120.000 GM,120.0,GM,120.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,LIFE BUOY DEO FRESH,LIFE BUOY DEO FRESH-EWP 90G+26G WHEEL WSHNG PWDR,EWRPK,90.000 GM,90.0,GM,90.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,LUX PINK,LUX PINK- STRWBRY&CRM EWP 90G+SNSLK SCT SMP 8M,EWRPK,90.000 GM,90.0,GM,90.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-PBT 250M+70G DTL COOL TOILET SOAP,PLBOT,250.000 ML,250.0,ML,250.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL- EWP 120 GM+RS.24 OFF ON 3 NOS,EWRPK,120.000 GM,360.0,GM,360.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL FRESH,DETTOL FRESH- EWP 120 GM+RS.24 OFF ON 3 NOS,EWRPK,120.000 GM,360.0,GM,360.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE- EWP 120 GM+RS.24 OFF ON 3 NOS,EWRPK,120.000 GM,360.0,GM,360.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,LUX WHITE,LUX WHITE- PEACH & CREAM EWP 90 GMS+GOLD COIN OFFER,EWRPK,90.000 GM,90.0,GM,90.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 70G+4 PC 7.5M H&S ANTID SHAM ON 3 PC RCKT BNKSR,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,LIFE BUOY DEO FRESH,LIFE BUOY DEO FRESH-EWP 90G+B2G1 LIF BUY ACTFRSH 90G TSP,EWRPK,90.000 GM,90.0,GM,90.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 120 GM+SAVE RS19.20 ON 3 NOS,EWRPK,120.000 GM,120.0,GM,120.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL FRESH,DETTOL FRESH-EWP 120 GM+SAVE RS.19.20 ON 3 NOS,EWRPK,120.000 GM,120.0,GM,120.0,0.0
120,WIPRO LTD.- INDIA,SANTOOR,SANTOOR-WHITE EWP 100 GMS + 25% EXTRA,EWRPK,100.000 GM,125.0,GM,125.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,LUX CRYSTAL SHINE,LUX CRYSTAL SHINE-EWP 90GM+8ML SUNSLK BLK SHN SHM,EWRPK,90.000 GM,90.0,GM,90.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,LIFE BUOY ACTIV FRESH,LIFE BUOY ACTIV FRESH-EWP 90G+2PC7.5M CLINC PLS PTN,EWRPK,90.000 GM,90.0,GM,90.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 70G+4 PC 7.5M H&S ANTID SMP ON 3PC,EWRPK,70.000 GM,210.0,GM,210.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL FRESH,DETTOL FRESH-EWP 70G+4 PC 7.5M H&S ANTID SMP ON 3PC,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,LUX PINK,LUX PINK- STRBRY&CREAM EWP 90G+DOVE THERAPY SHMP 5ML,EWRPK,90.000 GM,90.0,GM,90.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,LUX PURPLE,LUX PURPLE- PURPLE LOTS&CRM EWP 90G+DOVE THRAPY SHM 5ML,EWRPK,90.000 GM,90.0,GM,90.0,0.0
120,WIPRO LTD.- INDIA,SANTOOR,SANTOOR-CBP 100 GMS+15%,CDBOX,100.000 GM,115.0,GM,115.0,0.0
120,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NO.1 BEAUTY SOAP,GODREJ NO.1 BEAUTY SOAP-LAVENDER EWP 70G+SAVE RS16,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NO.1 BEAUTY SOAP,GODREJ NO.1 BEAUTY SOAP-ROSE EWP 70 GM + SAVE RS.16,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NO.1 BEAUTY SOAP,GODREJ NO.1 BEAUTY SOAP-SANDAL&TURMERIC EWP 70G+SAVE RS16,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,GODREJ CONSUMER PRODUCTS-INDIA,JO,JO-LIME EWP 70 GMS + SAVE RS. 16,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,GODREJ CONSUMER PRODUCTS-INDIA,JO,JO-SANDAL EWP 70 GMS + SAVE RS. 16,EWRPK,70.000 GM,70.0,GM,70.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-PBT 250M+RS 16 OFF,PLBOT,250.000 ML,250.0,ML,250.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-PPH 185ML+25%,PLPCH,185.000 ML,231.25,ML,231.25,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-PBT 250M+75GM DETTOL SKIN CARE,PLBOT,250.000 ML,250.0,ML,250.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-PBT 250M+RS 16 OFF,PLBOT,250.000 ML,250.0,ML,250.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,PEARS PURE & GENTLE,PEARS PURE & GENTLE-CBP 80 GMS+25%,CDBOX,80.000 GM,100.0,GM,100.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-EWP 70 GM+RS 16 OFF ON 3 PCS,EWRPK,70.000 GM,210.0,GM,210.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL RE-ENERGIZE,DETTOL RE-ENERGIZE- EWP 70 GM+RS 11.20 OFF ON 3 PC,EWRPK,70.000 GM,210.0,GM,210.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-PBT 250M+70G DETTOL FRESH T. SOAP,PLBOT,250.000 ML,250.0,ML,250.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL RE-ENERGIZE,DETTOL RE-ENERGIZE- EWP 70 GM+RS 14.40 OFF ON 3 PC,EWRPK,70.000 GM,210.0,GM,210.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 75 GM+RS 11.20 OFF,EWRPK,75.000 GM,75.0,GM,75.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 75 GM+RS 11.20 OFF,EWRPK,75.000 GM,75.0,GM,75.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 75 GM+RS 17.60 OFF,EWRPK,75.000 GM,75.0,GM,75.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-EWP 75G+BUY 3 GET RS.17.60 OFF,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 75G+BUY 3 GET RS.17.60 OFF,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-EWP 125G+BUY 3 GET RS 27.20 OFF,EWRPK,125.000 GM,375.0,GM,375.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 125G+BUY 3 GET RS 27.20 OFF,EWRPK,125.000 GM,375.0,GM,375.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 125G+BUY 3 GET RS 27.20 OFF,EWRPK,125.000 GM,375.0,GM,375.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL RE-ENERGIZE,DETTOL RE-ENERGIZE-EWP 125G+BUY 3 GET RS 27.20 OFF,EWRPK,125.000 GM,375.0,GM,375.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL RE-ENERGIZE,DETTOL RE-ENERGIZE-EWP 75G+BUY 3 GET RS 17.60 OFF,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-EWP 125G+BUY 3 GET RS 19.20 OFF,EWRPK,125.000 GM,375.0,GM,375.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 125G+BUY 3 GET RS 19.20 OFF,EWRPK,125.000 GM,375.0,GM,375.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 125G+BUY 3 GET RS 19.20 OFF,EWRPK,125.000 GM,375.0,GM,375.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 125G+BUY 3 GET RS 4.80 OFF,EWRPK,125.000 GM,375.0,GM,375.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 125G+BUY 3 GET RS 4.80 OFF,EWRPK,125.000 GM,375.0,GM,375.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 75GMS+BUY 3 GET RS 12.80 OFF,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,BREEZE,BREEZE-ROSE EWP 70 GMS+[3+1],EWRPK,70.000 GM,280.0,GM,280.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-EWP 75GMS+BUY 3 GET RS 12.80 OFF,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 75 GM+SAVE RS.19.20 ON 3NO,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,OM SOAP INDUSTRIES-NEPAL,ELGY BEAUTY SOAP,ELGY BEAUTY SOAP-JASMINE EWP 75 GM+[2+1],EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,LUX WHITE,LUX WHITE- PEACH & CREAM EWP 100 GMS+SAVE 14.40 ON 4 NOS,EWRPK,100.000 GM,400.0,GM,400.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 75GMS+BUY 3 GET RS 12.80 OFF,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-PBT 225M+75GM DETTOL ORIGINAL SOAP,PLBOT,225.000 ML,225.0,ML,225.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,PEARS PURE & GENTLE,PEARS PURE & GENTLE-CBP 75 GM+25GM EXTRA,CDBOX,75.000 GM,100.0,GM,100.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,LUX WHITE,LUX WHITE- PEACH & CREAM EWP 50 GM+5GM,EWRPK,50.000 GM,55.0,GM,55.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-EWP 75 GM+RS 11.20 OFF ON 3 PCS,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL RE-ENERGIZE,DETTOL RE-ENERGIZE-PPH 180 ML+BUY 2 SV RS 19.20,PLPCH,180.000 ML,360.0,GM,360.0,0.0
120,GODREJ CONSUMER PRODUCTS-INDIA,JO,JO-LIME EWP 60 GMS (3+1),EWRPK,60.000 GM,240.0,GM,240.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-PBT 225 ML+75GM DETTOL ORI. SP,PLBOT,225.000 ML,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-PBT 225 ML+FREE DISNEY GIFT,PLBOT,225.000 ML,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-PBT 225M+75G DETTOL SKIN CARE T. SOAP,PLBOT,225.000 ML,225.0,ML,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SENSITIVE,DETTOL SENSITIVE-PBT 225 ML+75G DETTOL SKIN CARE,PLBOT,225.000 ML,225.0,ML,225.0,0.0
120,OM SOAP INDUSTRIES-NEPAL,ELGY BEAUTY SOAP,ELGY BEAUTY SOAP-LIME EWP 75 GM+[2+1],EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,WIPRO LTD.- INDIA,SANTOOR,SANTOOR-GLYCERINE CBP 75 GMS+SAVE RS.9.60,CDBOX,75.000 GM,75.0,GM,75.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 75G+BUY3 GET RS.14.40/-OFF,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-PPH 185ML+BUY 2 GET RS 19.20 OFF,PLPCH,185.000 ML,370.0,ML,370.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 225GMS+BUY 3 GET RS 12.80 OFF,EWRPK,225.000 GM,675.0,GM,675.0,0.0
120,WIPRO LTD.- INDIA,SANTOOR,SANTOOR-SANDAL & ALMOND MILK EWP 65 GM+10GM FREE,EWRPK,65.000 GM,75.0,GM,75.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 75 GMS+RS.3.20 OFF ON 3 PCS,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,WIPRO LTD.- INDIA,SANTOOR,SANTOOR-GLYCERINE EWP 75 GM+5ML SANTOOR BODY LTN 2 NOS,EWRPK,75.000 GM,75.0,GM,75.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 125G+BUY 3 GET RS 17.60 OFF,EWRPK,125.000 GM,375.0,GM,375.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-EWP 75 GM+RS 19.20 OFF ON 3 PCS,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-EWP 75 GM+RS 14.40 OFF ON 3 PCS,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-EWP 75 GM+RS 14.40 OFF ON 3 PCS,EWRPK,75.000 GM,225.0,ML,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL RE-ENERGIZE,DETTOL RE-ENERGIZE- EWP 75 GM+RS 14.40 OFF ON 3 PC,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 75 GM+SAVE RS.9.60 ON 3NO,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL RE-ENERGIZE,DETTOL RE-ENERGIZE- EWP 75 GM+RS 12.80 OFF ON 3 PC,EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SENSITIVE,DETTOL SENSITIVE-PPH 185 GMS+BUY 2 SAVE RS. 24,PLPCH,185.000 GM,370.0,GM,370.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-PPH 185 GMS+BUY 2 SAVE RS. 24,PLPCH,185.000 GM,370.0,GM,370.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL COOL,DETTOL COOL-PBT 250M+75G DETTOL ORIG T. SOAP,PLBOT,250.000 ML,250.0,ML,250.0,0.0
120,UNILEVER NEPAL LTD-NEPAL,LUX WHITE,LUX WHITE- VELVET TCH EWP 54GM+SAV RS 3.20 ON 4 NOS,EWRPK,54.000 GM,216.0,GM,216.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL RE-ENERGIZE,DETTOL RE-ENERGIZE-PPH 185 GMS+BUY 2 SAVE RS. 24,PLPCH,185.000 GM,370.0,GM,370.0,0.0
120,OM SOAP INDUSTRIES-NEPAL,ELGY BEAUTY SOAP,ELGY BEAUTY SOAP-ROSE EWP 75 GM+[2+1],EWRPK,75.000 GM,225.0,GM,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL ORIGINAL,DETTOL ORIGINAL-EWP 75 GMS + RS. 4.80/- OFF,EWRPK,75.000 GM,75.0,GM,75.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SENSITIVE,DETTOL SENSITIVE-PBT 225ML+185ML DETOL ORGNAL TSOAP,PLBOT,225.000 ML,225.0,ML,225.0,0.0
120,RECKITT BENCKISER - INDIA,DETTOL SKIN CARE,DETTOL SKIN CARE-PBT 225M+75GM DETTOL COOL SOAP,PLBOT,225.000 ML,225.0,ML,225.0,0.0
120,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NO.1 BEAUTY SOAP,GODREJ NO.1 BEAUTY SOAP-JASMINE EWP 58GM+10%,EWRPK,58.000 GM,63.8,GM,63.8,0.0
120,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NO.1 BEAUTY SOAP,GODREJ NO.1 BEAUTY SOAP-LAVANDER&MILK CRM EWP 58GM+10%,EWRPK,58.000 GM,63.8,GM,63.8,0.0
120,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NO.1 BEAUTY SOAP,GODREJ NO.1 BEAUTY SOAP-LIME&ALOEVERA EWP 58G+10%,EWRPK,58.000 GM,63.8,GM,63.8,0.0
120,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NO.1 BEAUTY SOAP,GODREJ NO.1 BEAUTY SOAP-ROSEWTR&ALMND EWP 58G+10%,EWRPK,58.000 GM,63.8,GM,63.8,0.0
120,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NO.1 BEAUTY SOAP,GODREJ NO.1 BEAUTY SOAP-SANDAL&TURMERIC EWP 58GM+10%,EWRPK,58.000 GM,63.8,GM,63.8,0.0
