catcode,company,brand,itemdesc,packaging,qty,uomdesc,pack_size
134,PASHUPTI SPRNG WTR PVT LTD-NPL,AQUA EXPRESS,AQUA EXPRESS--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,P.G WATER INDUSTRIES-NEPAL,P.G,P.G--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,CHABAA CO. LTD - THAILAND,CHABAA,CHABAA-CRANBERRY-CRANBERRY CAN 230 ML,CAN,230.0,ML,230.000 ML
134,BOTTLERS NEPAL - NEPAL,MINUTE MAID,MINUTE MAID-MANGO-MANGO TPK 200 ML,TPK,200.0,ML,200.000 ML
134,CHAUDHARY GROUP - NEPAL,RIO JUICE & GLUCOSE,RIO JUICE & GLUCOSE-MANGO-TPK 200 ML,TPK,200.0,ML,200.000 ML
134,NEW LUMBINI PRODUCTION LTD-NP,DRINK UP,DRINK UP--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,TULYA BEVERAGE PVT LTD-INDIA,MOH MANGO DRINK,MOH MANGO DRINK-MANGO-MANGO CAN 240 ML,CAN,240.0,ML,240.000 ML
134,TULYA BEVERAGE PVT LTD-INDIA,MOH PINEAPPLE DRINK,MOH PINEAPPLE DRINK-PINEAPPLE-PINEAPPLE CAN 240 ML,CAN,240.0,ML,240.000 ML
134,NEPAL HIMALAYAN BEVRG P LTD-NP,SPRINGLEY,SPRINGLEY--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,ANNAPURNA SPRNG & BVRAGES-NPL,WAVE,WAVE--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,A & B BEVERAGE INDUSTRIES-NEPAL,AQUA HIM SHIKHAR,AQUA HIM SHIKHAR--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,CHAUDHARY GROUP - NEPAL,RIO 7 FRUITS & GLUCOSE,RIO 7 FRUITS & GLUCOSE-MIXED FRUIT-7 FRUITS & GLUCOSE TPK 200 ML,TPK,200.0,ML,200.000 ML
134,COCA COLA COMPANY IMPRTD-IMPTD,MAAZA,MAAZA-MANGO-MANGO PET 1750 ML,PET,1750.0,ML,1750.000 ML
134,IMPORTED-IMPORTED,XL,XL--CAN 250 ML,CAN,250.0,ML,250.000 ML
134,FISHTAIL BEVERAGE-NEPAL,RAINDROP,RAINDROP--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SAHABHAGITA WATER&BEVERAGE-NP,SAHAKARI JAL,SAHAKARI JAL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,UNITED BEVERAGE PVT LTD-NEPAL,PULPY,PULPY-MANGO-MANGO PET 150 ML,PET,150.0,ML,150.000 ML
134,TRINITY NATURAL RESURC P LT-NP,IMAGE,IMAGE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,EVEREST FOOD & BEVERAGE-NEPAL,MANGO SIP,MANGO SIP-MANGO-PET 250 ML,PET,250.0,ML,250.000 ML
134,AQUA WATER KING PVT LTD-NP,NEW AQUA WATER KING,NEW AQUA WATER KING--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,POONAM WATER UDHYOG-NEPAL,POONAM,POONAM--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,DHAMPUS SPRING WATER-NEPAL,DHAMPUS,DHAMPUS--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,HASHEM FOODS LTD-BANGLADESH,FROOTINA,FROOTINA-MANGO-MANGO PET 250 ML,PET,250.0,ML,250.000 ML
134,HASHEM FOODS LTD-BANGLADESH,FROOTINA,FROOTINA-MANGO-MANGO PET 500 ML,PET,500.0,ML,500.000 ML
134,PRASIDHA WATER INDUSTRIES-NP,PRASID,PRASID--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,DABUR NEPAL LTD.-NEPAL,REAL BURRST,REAL BURRST-GUAVA-GUAVA TPK 1000 ML,TPK,1000.0,ML,1000.000 ML
134,SHREE JAL INDUSTRIES-NEPAL,AMBAR DHARA,AMBAR DHARA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,OM SUDDHA KHANE PANI UDHYOG-NP,JAY SHREE,JAY SHREE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,D.S POLY TECHNIK PVT LTD-NP,METROMINT,METROMINT--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,COCA COLA COMPANY IMPRTD-IMPTD,MINUTE MAID,MINUTE MAID-MIXED FRUIT-MIXED FRUIT TPK 1000 ML,TPK,1000.0,ML,1000.000 ML
134,THE AGRI. MKT. - BNGLADESH,PRAN,PRAN-CRANBERRY-CRANBERRY TPK 1000 ML,TPK,1000.0,ML,1000.000 ML
134,UNITED BEVERAGE PVT LTD-NEPAL,PULPY,PULPY-MANGO-MANGO PET 500 ML,PET,500.0,ML,500.000 ML
134,HASHEM FOODS LTD-BANGLADESH,SAJEEB,SAJEEB-LYCHEE-LYCHEE PET 170 ML,PET,170.0,ML,170.000 ML
134,BETANA PURE DRINKING WATER-NPL,BETANA,BETANA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,MAHADEV WATER INDUSTRIES-NEPAL,CHISO PANI,CHISO PANI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,DABUR NEPAL LTD.-NEPAL,REAL BURRST,REAL BURRST-POMEGRANATE-POMEGRANATE TPK 1000 ML,TPK,1000.0,ML,1000.000 ML
134,DHAMPUS SPRING WATER-NEPAL,DHAMPUS,DHAMPUS--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,PURBI BYAPAR PVT LTD-NP,HIM GANGA,HIM GANGA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,BOTTLERS NEPAL - NEPAL,KINLEY,KINLEY--PET 500 ML,PET,500.0,ML,500.000 ML
134,SURAJ MINERAL WATER-NEPAL,CHHIMKESHWORI,CHHIMKESHWORI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,BHATTARAI BROTHERS BEVERAGE-NEPAL,DEW DROPS,DEW DROPS--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,EVEREST FOOD & BEVERAGE-NEPAL,LITCHI SIP,LITCHI SIP-LYCHEE-PET 170 ML,PET,170.0,ML,170.000 ML
134,SPRING FOOD & BEVERAGE-NEPAL,PERNA,PERNA-LYCHEE-LYCHEE PET 170 ML,PET,170.0,ML,170.000 ML
134,EVEREST HYGIENE INDUSTRIES-NPL,PIONEER,PIONEER--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,DABUR NEPAL LTD.-NEPAL,REAL ACTIV,REAL ACTIV-MIXED FRUIT-MIXED FRUIT JUICE  TPK 1000 ML,TPK,1000.0,ML,1000.000 ML
134,BIRAT GANGA PET&BEVRAGE LTD-NP,AADI NEER,AADI NEER--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,PCHLI BHRB PNI PRSHDN UDYG-NPL,AQUA 67,AQUA 67--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SUKLA GANDAKI DRINKNG WATER-NP,SURYADEV,SURYADEV--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,EVEREST FOOD & BEVERAGE-NEPAL,COOL,COOL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,UNITED BEVERAGE PVT LTD-NEPAL,PULPY,PULPY-LYCHEE-LITCHI PET 150 ML,PET,150.0,ML,150.000 ML
134,SURYA AMRIT JAL UDHYOG-NEPAL,SURYA DARSHAN,SURYA DARSHAN--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,HMN FOOD &BEVERAGE INDUSTRS-NP,TRISHNA,TRISHNA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,DURGA BHAWANI MINERAL & BEV-NP,AQUA MERRY,AQUA MERRY--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,GAURI SHANKAR MINERAL WATER-NP,AQUA OKHRAINI,AQUA OKHRAINI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,TRUE SOLUTION PVT LTD-NEPAL,AROMA,AROMA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,THE AGRI. MKT. - BNGLADESH,PRAN,PRAN-MANGO-MANGO TPK 250 ML,TPK,250.0,ML,250.000 ML
134,AQUATIC INDUSTRIES PVT LTD-NP,AQUA 77,AQUA 77--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,EVER GREEN DRINKING WATER-NP,AQUA EVER GREEN,AQUA EVER GREEN--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,THE AGRI. MKT. - BNGLADESH,PRAN,PRAN-MIXED FRUIT-FRUIT COCKTAIL TPK 250 ML,TPK,250.0,ML,250.000 ML
134,THE AGRI. MKT. - BNGLADESH,PRAN,PRAN-GUAVA-GUAVA TPK 250 ML,TPK,250.0,ML,250.000 ML
134,THE AGRI. MKT. - BNGLADESH,PRAN,PRAN-PINEAPPLE-PINEAPPLE TPK 250 ML,TPK,250.0,ML,250.000 ML
134,THE AGRI. MKT. - BNGLADESH,PRAN,PRAN-LYCHEE-LITCHI TPK 1000 ML,TPK,1000.0,ML,1000.000 ML
134,DABUR NEPAL LTD.-NEPAL,REAL BURRST,REAL BURRST-PINEAPPLE-PINEAPPLE TPK 1000 ML,TPK,1000.0,ML,1000.000 ML
134,SAFFRON KHANE PANI UDHYOG-NPL,SPA DROP,SPA DROP--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,GAUMUKHI GANGA JAL LTD-NEPAL,GAUMUKHI,GAUMUKHI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,INDIRA JALSAH PANI UDHYOG-NP,INDIRA JAL,INDIRA JAL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,THE AGRI. MKT. - BNGLADESH,PRAN,PRAN-LYCHEE-LITCHI TPK 150 ML,TPK,150.0,ML,150.000 ML
134,NILBARAHI FOOD & BEVERAGE-NPL,AQUA ICE,AQUA ICE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,MOON LIGHT SPRING MNRL WTR-NPL,AQUA MILD,AQUA MILD--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,ALL STATE BEVERAGE-NEPAL,AQUA MINOWA,AQUA MINOWA--JAR 19000 ML,JAR,19000.0,ML,19000.000 ML
134,AQUA STAR MINERAL WTR UDYG-NPL,AQUA PRATIK,AQUA PRATIK--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,EASY RIDERS DHARAN DRKN WTR-NP,DHARANE,DHARANE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,OCEAN DRINKING WATER IND-NEPAL,ESTEEM,ESTEEM--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,UNIVERSAL DRINKNG WATR INDS-NP,GALAXY,GALAXY--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,LEKHANATH FOOD BEVERAGE- NEPAL,LAKECITY,LAKECITY--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,MEGA FOODS & BEVERAGE-NEPAL,LEADER,LEADER--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,MUKTINATH EKSAYA AT DRA SDA PN,MUKTINATH JAL,MUKTINATH JAL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,PJ NATURAL FOOD - MALASIYA,NATURAL,NATURAL-POMEGRANATE-POMEGRANATE PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SEETAL JAL UDHYOG-NEPAL,SEETAL JAL,SEETAL JAL--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,STAR WATER INDUSTRIES NEPAL,STAR,STAR--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,A & B BEVERAGE INDUSTRIES-NEPAL,VOLCAN,VOLCAN--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SIDDHABABA WATER INDS-NEPAL,AQUA PARROHA,AQUA PARROHA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,BUDHANILKANTHA BEVRGE PROD-NPL,AQUALIS,AQUALIS--JAR 19000 ML,JAR,19000.0,ML,19000.000 ML
134,RAHUL DRINKING WATER-NEPAL,CEREMONY,CEREMONY--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,MNK SPRING WATER-NEPAL,CRYSTAL,CRYSTAL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,FRUIT JUMP - INDIA,FRUIT JUMP,FRUIT JUMP-MANGO-MANGO TPK 200 ML,TPK,200.0,ML,200.000 ML
134,G3 BEVERAGE PVT LTD-NEPAL,GORKHALI,GORKHALI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,LIFE MINERAL WATER P LTD-NEPAL,LIFE,LIFE--JAR 19000 ML,JAR,19000.0,ML,19000.000 ML
134,SPRING FOOD & BEVERAGE-NEPAL,PREETI,PREETI-LYCHEE-LITCHI PET 150 ML+20 ML FREE,PET,170.0,ML,150.000 ML
134,DABUR NEPAL LTD.-NEPAL,REAL BURRST,REAL BURRST-MIXED FRUIT-MIXED FRUIT TPK 1000 ML+SAV RS20,TPK,1000.0,ML,1000.000 ML
134,ABUL KHAIR CNDNSD MLK & BEV-BD,SHAAD,SHAAD-LYCHEE-LITCHI PET 170 ML,PET,170.0,ML,170.000 ML
134,MITRA WATER INDUSTRIES -NEPAL,UGRATARA,UGRATARA--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,AMRIT DRINKING WATR UDHYG-NPL,AMRIT JAL,AMRIT JAL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,BIPASHA AQUA INDUSTRIES-NEPAL,AQUA BELINE,AQUA BELINE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,ECO POLYPACK INDUSTRIES-NEPAL,AQUA DEDILA,AQUA DEDILA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,AMA PRATIBHA UDYOG-NEPAL,AQUA HERO,AQUA HERO--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,AQUA SANJIVANI WATR PURFCTN-NP,AQUA SANJIVANI,AQUA SANJIVANI--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,TULYA BEVERAGE PVT LTD-INDIA,CHAKRA,CHAKRA-ALMOND-BADAM DRINK CAN 180 ML,CAN,180.0,ML,180.000 ML
134,HYGEN PACKS-INDIA,HYGEN MANIA,HYGEN MANIA-MANGO-MANGO TPK 200 ML,TPK,200.0,ML,200.000 ML
134,PRAGATI CHEMICAL-INDIA,KEMPTY MANGO PUNCH,KEMPTY MANGO PUNCH-MANGO-MANGO TPK 200 ML,TPK,200.0,ML,200.000 ML
134,KAILALI WATER INDUSTRY-NEPAL,OCEAN,OCEAN--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,PROME AGRO FOOD LTD-BANGLEDESH,PROME,PROME-LYCHEE-LYCHEE PET 170 ML,PET,170.0,ML,170.000 ML
134,DEVI PATHIVARA INDUSTRIES-NEPL,PURE LIFE,PURE LIFE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,RAUCH FRUCHSAFTE GMBH-AUSTRIA,RED BULL,RED BULL--CAN 250 ML,CAN,250.0,ML,250.000 ML
134,JAYSHREE BALAJI PANI UDYG-NPL,SUBHAKAMANA JAL,SUBHAKAMANA JAL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,GUJARAT CO-OPERTV MILK MKTNG,AMUL KOOL,AMUL KOOL-ALMOND-BADAM SNAKER CAN 200 ML,CAN,200.0,ML,200.000 ML
134,SUBLINE BEVERAGE INDS-NEPAL,AQUA DROP,AQUA DROP--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,MOUNT EVEREST DRNKNG WTR -NPL,AQUA HEALTH CARE,AQUA HEALTH CARE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,BARAL KHANE PANI SEWA-NEPAL,AQUA RB,AQUA RB--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,PARAG MILK FOOD-INDIA,GO,GO-ALMOND-REAL BADAM MILK CAN 180 ML,CAN,180.0,ML,180.000 ML
134,KLAN AQUA INDUSTRIES-NEPAL,KLAN,KLAN--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,TULYA BEVERAGE PVT LTD-INDIA,KTM,KTM-ALMOND-BADAM DRINK CAN 180 ML,CAN,180.0,ML,180.000 ML
134,DHAULAGIRI WATER INDUS-NEPAL,AQUA DROP,AQUA DROP--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,MARCHAWAR MINERAL WATER-NEPAL,AQUA MMW,AQUA MMW--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,TULYA BEVERAGE PVT LTD-INDIA,GOKUL,GOKUL-ALMOND-BADAM DRINK CAN 180 ML WT KESAR,CAN,180.0,ML,180.000 ML
134,GOODLIFE BEVERAGE-NEPAL,GOODLIFE,GOODLIFE-MANGO-MANGO TPK 200 ML,TPK,200.0,ML,200.000 ML
134,G3 BEVERAGE PVT LTD-NEPAL,GORKHALI,GORKHALI--JAR 19000 ML,JAR,19000.0,ML,19000.000 ML
134,GURU DRINKING WATER-NEPAL,GURU,GURU--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,ICELAND DROP-NEPAL,ICELAND DROP,ICELAND DROP--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,RITA FOODS & DRINK CO LTD-VTNM,JOHN FARMER,JOHN FARMER-POMEGRANATE-POMEGRANATE CAN 250 ML,CAN,250.0,ML,250.000 ML
134,PRAKASH BEVERAGE-NEPAL,LIFE CARE,LIFE CARE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,COCA COLA COMPANY IMPRTD-IMPTD,MINUTE MAID,MINUTE MAID-MAUSAMBI-PULPY MOSAMBI PET 250 ML,PET,250.0,ML,250.000 ML
134,THE AGRI. MKT. - BNGLADESH,PRAN,PRAN-GUAVA-GUAVA TPK 1000 ML,TPK,1000.0,ML,1000.000 ML
134,SANDESH MINERAL UDHYOG-NEPAL,SANDESH,SANDESH--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,NABIN & KO MINERAL WATER-NEPAL,AQUA 123,AQUA 123--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,JANAKPUR FOOD & BEVERGE WTR-NP,AQUA PLEASURE,AQUA PLEASURE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,APIK MINERAL WATER INDUS-NEPAL,ATITHI,ATITHI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,CHARCHIT KALINCHOWK-NEPAL,CHARCHIT KALINCHOWK,CHARCHIT KALINCHOWK--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,QUALITY WATER & BEVERAGE-NEPAL,H2ONE,H2ONE--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,MEGA FOODS & BEVERAGE-NEPAL,MEGA UTSAV,MEGA UTSAV-LYCHEE-LITCHI PET 180 ML,PET,180.0,ML,180.000 ML
134,MTR FOOD PVT LTD-INDIA,MTR BADAM DRINK,MTR BADAM DRINK-ROSE-ROSE CAN 180 ML,CAN,180.0,ML,180.000 ML
134,MTR FOOD PVT LTD-INDIA,MTR BADAM DRINK,MTR BADAM DRINK-CARDAMOM-CARDAMOM CAN 180 ML,CAN,180.0,ML,180.000 ML
134,THE BINDESHWORI DRK WTR&BVG-NP,THE BINDESHWORI,THE BINDESHWORI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,CHITWAN WATER INDUSTRIES-NEPAL,AQUA DIET,AQUA DIET--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,CHABAA CO. LTD - THAILAND,CHABAA YOUNG,CHABAA YOUNG-COCONUT-COCONUT CAN 230 ML,CAN,230.0,ML,230.000 ML
134,BINDHYABASINI FOOD & BEVRG-NP,ANJULI,ANJULI--JAR 19000 ML,JAR,19000.0,ML,19000.000 ML
134,MB BEVERAGE UDHYOG-NEPAL,AQUA MB,AQUA MB--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,AKIJ FOOD & BEVERAGE LTD-BANGLADESH,FRUTIKA,FRUTIKA-MANGO-MANGO TPK 200 ML,TPK,200.0,ML,200.000 ML
134,SAGARMATHA WATER INDUS-NEPAL,LIFE OK,LIFE OK--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,THE AGRI. MKT. - BNGLADESH,PRAN,PRAN-ORANGE-ORANGE TPK 1000 ML,TPK,1000.0,ML,1000.000 ML
134,CHANDAGIRI BEVERAGE-NEPAL,CLEAR WATER,CLEAR WATER--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,UNITED BEVERAGE PVT LTD-NEPAL,HAPPY,HAPPY-MANGO-MANGO PET 250 ML,PET,250.0,ML,250.000 ML
134,JUST WATER PVT LTD-NEPAL,JUST WATER,JUST WATER--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,COCA COLA COMPANY IMPRTD-IMPTD,MAAZA,MAAZA-MANGO-MANGO TPK 150 ML,TPK,150.0,ML,150.000 ML
134,THE AGRI. MKT. - BNGLADESH,PRAN,PRAN-LYCHEE-LITCHI PET 250 ML,PET,250.0,ML,250.000 ML
134,ANNAPURNA FOOD & BEVERAGE-NEPL,SOALTEE,SOALTEE--PET 500 ML,PET,500.0,ML,500.000 ML
134,PEPSI COLA CMPNY IMPRTD-IMPRTD,STING,STING--CAN 250 ML,CAN,250.0,ML,250.000 ML
134,MANJUSHREE TRADE FIRM-NP,AQUA PARADISE,AQUA PARADISE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SHARDA INDUSTRIES-NEPAL,CHANCE,CHANCE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SUNRISE NEPAL FOD&BEV P LTD-NP,FRESCA,FRESCA-MANGO-MANGO PET 200 ML,PET,200.0,ML,200.000 ML
134,FAIR MOUNT BEVRG & MULTPRPS-NP,LOTUS SPRING,LOTUS SPRING--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,PEPSI COLA CMPNY IMPRTD-IMPRTD,SLICE,SLICE-MANGO-PET 350 ML,PET,350.0,ML,350.000 ML
134,BINDABASINI BEVERAGE-NEPAL,AMULLYA,AMULLYA-LYCHEE-LITCHI PET 150 ML+25 ML FREE,PET,175.0,ML,150.000 ML
134,FARWEST WATER & BEVREG INDS-NP,AQUA STAR,AQUA STAR--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,YAZAT FOOD NEPAL-NEPAL,B 2,B 2--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,THE AGRI. MKT. - BNGLADESH,LAVILA,LAVILA-MIXED FRUIT-FRUIT COCKTAIL CAN 250 ML,CAN,250.0,ML,250.000 ML
134,COCA COLA COMPANY IMPRTD-IMPTD,MINUTE MAID,MINUTE MAID-ORANGE-PULPY ORANGE PET 250 ML,PET,250.0,ML,250.000 ML
134,VARUN BEVERAGE -NEPAL,SLICE,SLICE-MANGO-TROPICANA PET 500 ML,PET,500.0,ML,500.000 ML
134,KINLEY DRINKING WATER INDS-NPL,KINLEY,KINLEY--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,KIMU FOOD EXPORT-INDIA,RELIABLE CHAKRA,RELIABLE CHAKRA-ALMOND-BADAM DRINK CAN 180 ML,CAN,180.0,ML,180.000 ML
134,VARUN BEVERAGE -NEPAL,SLICE,SLICE-MANGO-TROPICANA PET 350 ML,PET,350.0,ML,350.000 ML
134,CM AQUA BEVERAGES - NEPAL,AQUA QUENCH,AQUA QUENCH--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,MYMENSINGH AGRO LTD-BANGLADESH,DRINKO,DRINKO-MANGO-FLOAT MANGO PET 250 ML,PET,250.0,ML,250.000 ML
134,K.A.S GROUP-NEPAL,KARUWA,KARUWA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,UNITED BEVERAGE PVT LTD-NEPAL,PULPY,PULPY-MANGO-MANGO PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,UNITED BEVERAGE PVT LTD-NEPAL,PULPY,PULPY-POMEGRANATE-POMEGRANATE PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,PEPSI COLA CMPNY IMPRTD-IMPRTD,SLICE,SLICE-MANGO-PET 1750 ML,PET,1750.0,ML,1750.000 ML
134,THOPA DRINKING WATER-NEPAL,THOPA,THOPA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,N.K FOOD & BEVERAGE-NEPAL,VALLEY,VALLEY--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,DABUR NEPAL LTD.-NEPAL,BURRST MITHO,BURRST MITHO-LYCHEE-LITCHI PET 170 ML,PET,170.0,ML,170.000 ML
134,DEMIGOD AGRO FOOD-INDIA,DEMI'S,DEMI'S-MANGO-AAM RUS MANGO TPK 200 ML,TPK,200.0,ML,200.000 ML
134,A-ONE POLYMERS & BEVERAGE-NP,HAMRO,HAMRO--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,HAMRO PRAYAS JAL UDYOG-NEPAL,HAMRO JAL,HAMRO JAL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,S.N.B MINERAL WATER & BEVRG-NP,HOLIDAY,HOLIDAY--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,DABUR NEPAL LTD.-NEPAL,REAL BURRST,REAL BURRST-ORANGE-ORANGE TPK 1000 ML,TPK,1000.0,ML,1000.000 ML
134,VIET-MY FOOD BEVERAGE-VIETNAM,RED BLUE,RED BLUE--CAN 250 ML,CAN,250.0,ML,250.000 ML
134,NAM VIET PHAT FOOD CO.-VIETNAM,RED X,RED X--123 ENERGY DRNK CAN 250 ML,CAN,250.0,ML,250.000 ML
134,CG FOODS- NEPAL,RIO JUCILO,RIO JUCILO-MANGO-MANGO TPK 200 ML,TPK,200.0,ML,200.000 ML
134,S & A WATER INDUSTRIES-NEPAL,AQUA BLUE,AQUA BLUE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,MATA SARASWOTI KHANE PANI LTD-NP,AQUA MSK,AQUA MSK--JAR 19000 ML,JAR,19000.0,ML,19000.000 ML
134,SAMUL GROUP INDUS-NEPAL,AQUA SG,AQUA SG--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,JAY NEPAL JAL UDHYOG-NEPAL,BARAHA,BARAHA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,PROFESSIONAL CANNING INDS-MLYS,BISONS,BISONS--CAN 250 ML,CAN,250.0,ML,250.000 ML
134,NEWA BEVERAGE-NEPAL,FRESH2O,FRESH2O--JAR 19000 ML,JAR,19000.0,ML,19000.000 ML
134,UNITED BEVERAGE PVT LTD-NEPAL,HAPPY,HAPPY-MANGO-MANGO PET 500 ML,PET,500.0,ML,500.000 ML
134,MEGA FOODS & BEVERAGE-NEPAL,MEGA SMOOTH,MEGA SMOOTH-MANGO-MANGO PET 250 ML,PET,250.0,ML,250.000 ML
134,MITHILA PANI PRASODHAN UDYG-NP,MITHILA JAL,MITHILA JAL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,NEON LIGHT MULTI PURPOSE-NEPAL,NEPAL SPRING,NEPAL SPRING--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,THE AGRI. MKT. - BNGLADESH,PRAN,PRAN-LYCHEE-LITCHI PET 190 ML,PET,190.0,ML,190.000 ML
134,PARIJAT JAL UDHYOG-NEPAL,PRIDE,PRIDE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,RAJ AQUA-NEPAL,RAJ AQUA,RAJ AQUA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,GAURAV FOOD & BEVERAGE-NEPAL,SANVI,SANVI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,VARUN BEVERAGE -NEPAL,SLICE,SLICE-MANGO-TROPICANA PET 1000 ML,PET,1000.0,ML,1000.000 ML
