catcode,company,brand,itemdesc,packaging,qty,uomdesc,pack_size
118,COCA COLA COMPANY IMPRTD-IMPTD,COCA-COLA,COCA-COLA-COLA-PET 2000 ML+1 LTR KINLEY WATER FREE,PET,2000.0,ML,2000.000 ML
118,COCA COLA COMPANY IMPRTD-IMPTD,SPRITE,SPRITE-LEMON-PET 2000 ML+1 LTR KINLEY WATER FREE,PET,2000.0,ML,2000.000 ML
118,BOTTLERS NEPAL - NEPAL,FANTA LEMON,FANTA LEMON-LEMON-LEMON PET 250 ML,PET,250.0,ML,250.000 ML
118,LIFE FOOD & BEVERAGE-NEPAL,FIZZY LIFE NIMBOO,FIZZY LIFE NIMBOO-LEMON-LEMON PET 500 ML,PET,500.0,ML,500.000 ML
118,SHAMBHAVI FOOD & BEVERAGES-NEPAL,NIMUE NIMBU PANI,NIMUE NIMBU PANI-LEMON-PET 500 ML,PET,500.0,ML,500.000 ML
118,SHAMBHAVI FOOD & BEVERAGES-NEPAL,NIMUE NIMBU PANI,NIMUE NIMBU PANI-LEMON-PET 2250 ML,PET,2250.0,ML,2250.000 ML
118,LIFE FOOD & BEVERAGE-NEPAL,LIFE NIMBOO PANI,LIFE NIMBOO PANI-LEMON-LEMON PET 250 ML,PET,250.0,ML,250.000 ML
118,NEPAL M.D FOOD & BEVERAGE-NEPAL,LEMON NIMBU PANI,LEMON NIMBU PANI-LEMON-PET 250 ML,PET,250.0,ML,250.000 ML
118,SHAMBHAVI FOOD & BEVERAGES-NEPAL,MAINTAIN DEW,MAINTAIN DEW-LEMON-PET 200 ML,PET,200.0,ML,200.000 ML
118,BOTTLERS NEPAL - NEPAL,FANTA LEMON,FANTA LEMON-LEMON-LEMON PET 2000 ML,PET,2000.0,ML,2000.000 ML
118,SINGAPORE BEVERAGE-NEPAL,LEMONZAAAAA NIMBU PANI,LEMONZAAAAA NIMBU PANI-LEMON-LEMON PET 1000 ML,PET,1000.0,ML,1000.000 ML
118,BOTTLERS NEPAL - NEPAL,FANTA LEMON,FANTA LEMON-LEMON-LEMON PET 2250 ML,PET,2250.0,ML,2250.000 ML
118,COCA COLA COMPANY IMPRTD-IMPTD,SPRITE,SPRITE-LEMON-PET 2000 ML+250 ML FREE,PET,2250.0,ML,2000.000 ML
118,LS WATER & BEVERAGE-NEPAL,IMJA SODA,IMJA SODA-SODA-SODA PET 250 ML,PET,250.0,ML,250.000 ML
118,DABUR NEPAL LTD.-NEPAL,BURRST NEEMBU FIZZ,BURRST NEEMBU FIZZ-LEMON-LEMON PET 250 ML,PET,250.0,ML,250.000 ML
118,PEPSI COLA CMPNY IMPRTD-IMPRTD,7 UP NIMBOOZ,7 UP NIMBOOZ-LEMON-LEMON PET 345 ML,PET,345.0,ML,345.000 ML
118,HYGEN PACKS NEPAL PVT LTD-NEPAL,MANIA NIMBOO,MANIA NIMBOO-LEMON-PET 250 ML,PET,250.0,ML,250.000 ML
118,SHAMBHAVI FOOD & BEVERAGES-NEPAL,MAINTAIN DEW,MAINTAIN DEW-LEMON-PET 2250 ML,PET,2250.0,ML,2250.000 ML
118,SHAMBHAVI FOOD & BEVERAGES-NEPAL,MAINTAIN DEW,MAINTAIN DEW-LEMON-PET 500 ML,PET,500.0,ML,500.000 ML
118,GANAPATI BEVERAGE INDUSTRIES-NEPAL,MOXTAIN DEW,MOXTAIN DEW-LEMON-PET 500 ML,PET,500.0,ML,500.000 ML
118,NEPAL M.D FOOD & BEVERAGE-NEPAL,CROSS-COLA,CROSS-COLA-COLA-PET 1000 ML,PET,1000.0,ML,1000.000 ML
124,WIZARD FRAGRANCES UDHYOG,SUDHA PLUS PREMIUM,SUDHA PLUS PREMIUM-SUDHA PLUS-REGULAR-PLAST-2.25G-GUTKA,PLAST,2.25,,2.25G
124,WIZARD FRAGRANCES UDHYOG,AMRIT PLUS,AMRIT PLUS-AMRIT PLUS-REGULAR-PLAST-2G-GUTKA,PLAST,2.0,,2G
124,DEUTI GUTKHA INDUSTRIES,MEGHA SHREE PREMIUM,MEGHA SHREE PREMIUM-MEGHA SHREE-REGULAR-PLAST-2.3G-GUTKA,PLAST,2.3,,2.3G
124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD-BHOLA-REGULAR-PLAST-2G-GUTKA,PLAST,2.0,,2G
124,SHREE RAM TOBACCO UDHYOG,CURRENT,CURRENT-CURRENT-REGULAR-PLAST-2.3G-GUTKA,PLAST,2.3,,2.3G
124,SHREE SHIVA SHAKTI PRODUCTS,PARAG,PARAG-PARAG-REGULAR-PLAST-2.3G-GUTKA,PLAST,2.3,,2.3G
124,SHREE RAM TOBACCO UDHYOG,BOLA GOLD,BOLA GOLD-BOLA GOLD-REGULAR-PLAST-2.3G-GUTKA,PLAST,2.3,,2.3G
124,SHREE MEENAKSHI PRODUCTS NEPAL,GOA PREMIUM 1000,GOA PREMIUM 1000-GOA-REGULAR-PLAST-2G-GUTKA,PLAST,2.0,,2G
124,PUJA SURTI UDHYOG,JOGINDER,JOGINDER-JOGINDER-REGULAR-PLAST-2G-GUTKA,PLAST,2.0,,2G
124,NARAYAN RAJ PRODUCTS PVT LTD,MOUKA GOLD,MOUKA GOLD-MOUKA GOLD-REGULAR-PLAST-2G-GUTKA,PLAST,2.0,,2G
124,NARAYAN RAJ PRODUCTS PVT LTD,NIDHI,NIDHI-NIDHI-REGULAR-PLAST-2G-GUTKA,PLAST,2.0,,2G
124,SHREE SHIVA SHAKTI PRODUCTS,PARAG+3,PARAG+3-PARAG-REGULAR-PLAST-2.2G-GUTKA,PLAST,2.2,,2.2G
124,SAHAYOG SURTI UDHYOG,RECHARGE,RECHARGE-RECHARGE-REGULAR-PLAST-2.5G-GUTKA,PLAST,2.5,,2.5G
124,WIZARD FRAGRANCES UDHYOG,SHUDH PLUS,SHUDH PLUS-SUDHA PLUS-REGULAR-PLAST-2G-GUTKA,PLAST,2.0,,2G
124,WIZARD FRAGRANCES UDHYOG,SHUDH PLUS,SHUDH PLUS-SUDHA PLUS-REGULAR-PLAST-1.8G-GUTKA,PLAST,1.8,,1.8G
124,WIZARD FRAGRANCES UDHYOG,SUDHA PLUS ULTRA,SUDHA PLUS ULTRA-SUDHA PLUS-REGULAR-PLAST-2.5G-GUTKA,PLAST,2.5,,2.5G
124,SONA TOBACCO UDHYOG PVT LTD.,PUKAR,PUKAR-PUKAR-REGULAR-PLAST-2.4G-GUTKA,PLAST,2.4,,2.4G
124,PUJA SURTI UDHYOG,CONNECT PLUS,CONNECT PLUS-CONNECT PLUS-REGULAR-PLAST-2.3G-GUTKA,PLAST,2.3,GM,2.3G
124,NEPAL PAN MASALA UDHYOG,ECO PLUS PREMIUM,ECO PLUS PREMIUM-ECO PLUS-REGULAR-PLAST-2.1G-GUTKA,PLAST,2.1,GM,2.1G
124,MAHASHAKTI GUTKHA UDHYOG-NEPAL,YUB PARAG,YUB PARAG-YUB-REGULAR-PLAST-2.3G-GUTKA,PLAST,2.3,GM,2.3G
124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD-BHOLA-REGULAR-PLAST-2.14G-GUTKA,PLAST,2.14,GM,2.14G
124,SONA TOBACCO UDHYOG PVT LTD.,PUKAR,PUKAR-PUKAR-REGULAR-PLAST-2G-GUTKA,PLAST,2.0,GM,2G
124,DEUTI GUTKHA INDUSTRIES,MEGHA SHREE PREMIUM,MEGHA SHREE PREMIUM-MEGHA SHREE-REGULAR-PLAST-2.14G-GUTKA,PLAST,2.14,GM,2.14G
124,IPA GUTKHA UDHYOG-NEPAL,KICK,KICK-KICK-REGULAR-PLAST-2G-GUTKA,PLAST,2.0,GM,2G
124,SAKAMBARI PRODUCT-NEPAL,SHREE NAAZ,SHREE NAAZ-SHREE NAAZ-REGULAR-PLAST-1.7G-GUTKA,PLAST,1.7,GM,1.7G
124,GOLDEN TOBACCO INDUSTRIES LTD,TWENTY 20,TWENTY 20-TWENTY 20-REGULAR-PLAST-2.5G-GUTKA,PLAST,2.5,GM,2.5G
124,SHREE RAM TOBACCO UDHYOG,CURRENT,CURRENT-CURRENT-REGULAR-PLAST-3.5G-GUTKA,PLAST,3.5,GM,3.5G
124,IPA GUTKHA UDHYOG-NEPAL,RR13,RR13-RR13-REGULAR-PLAST-1G-GUTKA,PLAST,1.0,GM,1G
124,DEUTI GUTKHA INDUSTRIES,MEGHA SHREE PREMIUM,MEGHA SHREE PREMIUM-MEGHA SHREE-REGULAR-PLAST-2.20G-GUTKA,PLAST,2.2,GM,2.20G
124,VIKAS CHEMICALS-NEPAL,SHUDH PLUS,SHUDH PLUS-SHUDH PLUS-REGULAR-PLAST-2G-GUTKA,PLAST,2.0,GM,2G
124,BALAJI UDHYOG PVT LTD-NEPAL,TUKKA,TUKKA-TUKKA-REGULAR-PLAST-2.14G-GUTKA,PLAST,2.14,GM,2.14G
124,BALAJI UDHYOG PVT LTD-NEPAL,VARDAN,VARDAN-VARDAN-REGULAR-PLAST-3.75G-GUTKA,PLAST,3.75,GM,3.75G
125,NAVAKIRAN SURTI UDHYOG,GHADI,GHADI-GHADI-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,GREEN TOBACOO COMPANY PVT LTD,SUPER LIKE,SUPER LIKE-SUPER LIKE-REGULAR-PLAST-16G-KHAINI,PLAST,16.0,,16G
125,PUJA TOBACCO PACKING INDUSTRIES,GOLDEN NEPAL,GOLDEN NEPAL-GOLDEN NEPAL-REGULAR-PLAST-17G-KHAINI,PLAST,17.0,,17G
125,SAHU SURTI BHANDAR,HI PACK SUPER POWER,HI PACK SUPER POWER-SUPER POWER-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,,10G
125,SAHU SURTI BHANDAR,JHUMASA SUPER POWER,JHUMASA SUPER POWER-SUPER POWER-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,,10G
125,NAVA KASHI SURTI PACKAGING UDHYOG,JHUM JHUM PACK SUPER POWER,JHUM JHUM PACK SUPER POWER-JHUM JHUM PACK SUPER POWER-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,,10G
125,PUJA SURTI UDHYOG,NEPAL SUPER POWER,NEPAL SUPER POWER-NEPAL SUPER POWER-REGULAR-PLAST-9.5G-KHAINI,PLAST,9.5,,9.5G
125,ABINAV SURTI UDHYOG NEPAL,CHAKKA SUPER POWER,CHAKKA SUPER POWER-CHAKKA SUPER POWER-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,,10G
125,HARSH INFINITY FLAVOUR PVT LTD,MAHAK CHAINI,MAHAK CHAINI-CHAINI-REGULAR-PLAST-5.3G-KHAINI,PLAST,5.3,,5.3G
125,ROHIT TOBACCO PVT/LTD,MEGADUT,MEGADUT-MEGADUT-REGULAR-PLAST-16G-KHAINI,PLAST,16.0,,16G
125,SHREE RAM TOBACCO UDHYOG,ZIT,ZIT-ZIT-REGULAR-PLAST-15G-KHAINI,PLAST,15.0,,15G
125,GOBINDA TOBACCO,BIJULI,BIJULI-BIJULI-REGULAR-PLAST-18G-KHAINI,PLAST,18.0,,18G
125,JENI SURTI PACKING UDHYOG,AINA CHAP,AINA CHAP-AINA CHAP-REGULAR-PLAST-16G-KHAINI,PLAST,16.0,,16G
125,RAJ CHAP MAHADEV SURTI UDHYOG,RAJ CHAP,RAJ CHAP-RAJ CHAP-REGULAR-PLAST-16G-KHAINI,PLAST,16.0,,16G
125,KISHAN TOBACCO PRODUCTS,KISHAN,KISHAN-KISHAN-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,JT  COMPANY,MUNNA,MUNNA-MUNNA-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,SR TOBACCO COMPANY,BALWAN,BALWAN-BALWAN-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,SATYA PRAKASH COMPANY,SHREERAM,SHREERAM-SHREERAM-REGULAR-PLAST-9G-KHAINI,PLAST,9.0,,9G
125,UPTA TOBACCO COMPANY,NEWALA,NEWALA-NEWALA-REGULAR-PLAST-15G-KHAINI,PLAST,15.0,,15G
125,PANCHAKANYA SURTI PACKINGING,KODALI CHAAP,KODALI CHAAP-KODALI CHAAP-REGULAR-PLAST-15G-KHAINI,PLAST,15.0,,15G
125,DHARAMPAL PREMCHAND LTD-INDIA,BABA,BABA-BABA-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,,10G
125,NEW KUBER LABROTERIES,B.P. CHHAP,B.P. CHHAP-B.P. CHHAP-REGULAR-PLAST-13.33G-KHAINI,PLAST,13.33,,13.33G
125,NEW INDIA TOBACCO FACTORY,BADSHAH,BADSHAH-BADSHAH-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,MADHU SURTI PACKAGING UDHYOG,BHALE CHHAP,BHALE CHHAP-BHALE CHHAP-REGULAR-PLAST-15G-KHAINI,PLAST,15.0,,15G
125,GURDNGA SARKAR,BABA,BABA-BABA-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,,10G
125,ABINAV SURTI UDHYOG NEPAL,CHAKKA SUPER POWER,CHAKKA SUPER POWER-CHAKKA SUPER POWER-REGULAR-PLAST-9G-KHAINI,PLAST,9.0,,9G
125,ABINAV SURTI UDHYOG NEPAL,CHAKKA SUPER POWER,CHAKKA SUPER POWER-CHAKKA SUPER POWER-REGULAR-PLAST-11G-KHAINI,PLAST,11.0,,11G
125,PUJA SURTI UDHYOG,DIYA,DIYA-DIYA-REGULAR-PLAST-6.5G-KHAINI,PLAST,6.5,,6.5G
125,KERI TOBACCO PRODUCTS PVT LTD.,DOUBLE DELIGHT,DOUBLE DELIGHT-DOUBLE DELIGHT-REGULAR-PLAST-15G-KHAINI,PLAST,15.0,,15G
125,NAVAKIRAN SURTI UDHYOG,GHADI,GHADI-GHADI-REGULAR-PLAST-16G-KHAINI,PLAST,16.0,,16G
125,NAVA KASHI SURTI PACKAGING UDHYOG,GHADI CHHAP,GHADI CHHAP-GHADI CHHAP-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,SHREE SHYAM SURTI UDHYOG,GOLDEN TEMPLE,GOLDEN TEMPLE-GOLDEN TEMPLE-REGULAR-PLAST-13G-KHAINI,PLAST,13.0,,13G
125,HIMALAYA SURTI PACKING UDHYOG,GOPI,GOPI-GOPI-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,GREEN TOBACOO COMPANY PVT LTD,GREEN LIKE,GREEN LIKE-GREEN LIKE-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,,10G
125,GREEN TOBACOO COMPANY PVT LTD,GREEN LIKE,GREEN LIKE-GREEN LIKE-REGULAR-PLAST-14G-KHAINI,PLAST,14.0,,14G
125,NAVA KASHI SURTI PACKAGING UDHYOG,JHUM JHUM SUPER POWER,JHUM JHUM SUPER POWER-JHUM JHUM SUPER POWER-REGULAR-PLAST-7G-KHAINI,PLAST,7.0,,7G
125,SAHU SURTI BHANDAR,SUPER POWER,SUPER POWER-SUPER POWER-REGULAR-PLAST-6G-KHAINI,PLAST,6.0,,6G
125,SAHU SURTI BHANDAR,SUPER POWER,SUPER POWER-SUPER POWER-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,,10G
125,SAHU SURTI BHANDAR,SUPER POWER,SUPER POWER-SUPER POWER-REGULAR-PLAST-8G-KHAINI,PLAST,8.0,,8G
125,KUBER LABORATORIES GHARELU UDHYOG,KAPUR SUPER POWER,KAPUR SUPER POWER-KAPUR SUPER POWER-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,,10G
125,PANCHAKANYA SURTI PACKINGING,KODAIO,KODAIO-KODAIO-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,MADHU PRODUCTS,SUPER POWER,SUPER POWER-SUPER POWER-REGULAR-PLAST-7G-KHAINI,PLAST,7.0,,7G
125,HARSH INFINITY FLAVOUR PVT LTD,MAHAK CHAINI,MAHAK CHAINI-CHAINI-REGULAR-PLAST-4.5G-KHAINI,PLAST,4.5,,4.5G
125,GOLDEN TOBACCO INDUSTRIES LTD,MAHAKALI SUPER POWER,MAHAKALI SUPER POWER-MAHAKALI SUPER POWER-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,,10G
125,MAL MAL PACKAGING UDHYOG PVT LTD,MAL MAL,MAL MAL-MAL MAL-REGULAR-PLAST-15G-KHAINI,PLAST,15.0,,15G
125,NO 1 SAINIK TOBACCO PRODUCT,MUKESH SAINIK,MUKESH SAINIK-MUKESH SAINIK-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,RADHA KRISHNA PRODUCTS,PADUKA,PADUKA-PADUKA-REGULAR-PLAST-7G-KHAINI,PLAST,7.0,,7G
125,DEUTI GUTKHA INDUSTRIES,RADHA EXTRA POWER,RADHA EXTRA POWER-RADHA EXTRA POWER-REGULAR-PLAST-8G-KHAINI,PLAST,8.0,,8G
125,S.R. TOBBACO COMPANY,ROYAL BALWAN,ROYAL BALWAN-ROYAL BALWAN-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,MADHU SURTI PACKAGING UDHYOG,SPECIAL BHALE,SPECIAL BHALE-SPECIAL BHALE-REGULAR-PLAST-15G-KHAINI,PLAST,15.0,,15G
125,SAHU SURTI BHANDAR,SUPER POWER,SUPER POWER-SUPER POWER-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,,10G
125,SAHU SURTI BHANDAR,SUPER POWER,SUPER POWER-SUPER POWER-REGULAR-PLAST-7G-KHAINI,PLAST,7.0,,7G
125,SHREE RAM TOBACCO UDHYOG,ZIT,ZIT-ZIT-REGULAR-PLAST-12G-KHAINI,PLAST,12.0,,12G
125,H.S.B TOBACCO,SAAJAN,SAAJAN-SAAJAN-REGULAR-PLAST-12G-KHAINI,PLAST,12.0,,12G
125,MADHU SURTI PACKAGING UDHYOG,SPECIAL BHALE,SPECIAL BHALE-SPECIAL BHALE-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,SAHU SURTI BHANDAR,JHUMASA SUPER POWER,JHUMASA SUPER POWER-SUPER POWER-REGULAR-PLAST-7G-KHAINI,PLAST,7.0,,7G
125,GOBINDA TOBACCO,BIJULI,BIJULI-BIJULI-REGULAR-TIN C-20G-KHAINI,TIN C,20.0,,20G
125,PUJA SURTI UDHYOG,KANHAIYA,KANHAIYA-KANHAIYA-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,PUJA SURTI UDHYOG,SUPER RECHARGE,SUPER RECHARGE-SUPER RECHARGE-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,GOLDEN TOBACCO INDUSTRIES LTD,NATRAJ CHAAP,NATRAJ CHAAP-NATRAJ CHAAP-REGULAR-PLAST-16G-KHAINI,PLAST,16.0,,16G
125,NO 1 SAINIK TOBACCO PRODUCT,NO 1 MUKESH,NO 1 MUKESH-NO 1 MUKESH-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,GORKHA TOBACCO INDUSTRIES PVT LTD,BAJRANGI,BAJRANGI-BAJRANGI-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,SAHU SURTI BHANDAR,JHUMKA SUPER POWER,JHUMKA SUPER POWER-SUPER POWER-REGULAR-PLAST-7G-KHAINI,PLAST,7.0,,7G
125,CENTURY TOBACCO PRODUCTS,SUPER SAINIK,SUPER SAINIK-SUPER SAINIK-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,KUBER LABORATORIES GHARELU UDHYOG,GOLDEN JUGALI,GOLDEN JUGALI-GOLDEN JUGALI-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,,10G
125,JENI SURTI PACKING UDHYOG,PANKHA,PANKHA-PANKHA-REGULAR-PLAST-18G-KHAINI,PLAST,18.0,,18G
125,NEW SUBHA LAXMI SURTY UDHYOG,JHILIMILI PREMIUM,JHILIMILI PREMIUM-JHILIMILI PREMIUM-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,CENTURY TOBACCO PRODUCTS,SUPER CENTURY,SUPER CENTURY-SUPER CENTURY-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,,20G
125,NAVAKIRAN SURTI UDHYOG,GHADI CHHAP,GHADI CHHAP-GHADI-REGULAR-PLAST-14G-KHAINI,PLAST,14.0,GM,14G
125,B.P. NEPAL-NEPAL,B.P.,B.P.-B.P.-REGULAR-PLAST-25G-KHAINI,PLAST,25.0,GM,25G
125,HARSH INFINITY FLAVOUR PVT LTD,MAHAK CHAINI,MAHAK CHAINI-CHAINI-REGULAR-PLAST-4.1G-KHAINI,PLAST,4.1,GM,4.1G
125,GREEN TOBACOO COMPANY PVT LTD,SUPER LIKE,SUPER LIKE-SUPER LIKE-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,GM,20G
125,KUBER LABORATORIES GHARELU UDHYOG,P.P. CHHAP,P.P. CHHAP-P.P. CHHAP-REGULAR-PLAST-16.66G-KHAINI,PLAST,16.66,GM,16.66G
125,GUPTA TOBACCO CO.-INDIA,NEVLA,NEVLA-NEVLA-REGULAR-PLAST-11G-KHAINI,PLAST,11.0,GM,11G
125,KUBER LABORATORIES GHARELU UDHYOG,P.P. CHHAP,P.P. CHHAP-P.P. CHHAP-REGULAR-PLAST-13G-KHAINI,PLAST,13.0,GM,13G
125,PUJA TOBACCO PACKING INDUSTRIES,GOLDEN NEPAL,GOLDEN NEPAL-GOLDEN NEPAL-REGULAR-PLAST-12G-KHAINI,PLAST,12.0,GM,12G
125,RAJA & SONS-INDIA,DOUBLE PAHALWAN,DOUBLE PAHALWAN-DOUBLE PAHALWAN-REGULAR-PLAST-20G-KHAINI,PLAST,20.0,GM,20G
125,TRIMURTI FRAGNANCES PVT LTD.,SPECIAL BASSA,SPECIAL BASSA-SPECIAL BASSA-REGULAR-PLAST-15G-KHAINI,PLAST,15.0,GM,15G
125,ABINAV SURTI UDHYOG NEPAL,CHAKKA SUPER POWER,CHAKKA SUPER POWER-CHAKKA SUPER POWER-REGULAR-PLAST-8G-KHAINI,PLAST,8.0,GM,8G
125,GOURANGA SARKAR-INDIA,BABA,BABA-BABA-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,GM,10G
125,BALAJI SURTI UDHYOG-NEPAL,BG SUPER TRACK,BG SUPER TRACK-BG-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,GM,10G
125,SONA TOBACCO UDHYOG PVT LTD.,GOLDEN JHANKAR,GOLDEN JHANKAR-GOLDEN JHANKAR-REGULAR-PLAST-12.5G-KHAINI,PLAST,12.5,GM,12.5G
125,SHREE RAM TOBACCO UDHYOG,ZIT SUPER POWER,ZIT SUPER POWER-ZIT-REGULAR-PLAST-7G-KHAINI,PLAST,7.0,GM,7G
125,SONA TOBACCO UDHYOG PVT LTD.,AMBE,AMBE-AMBE-REGULAR-PLAST-16G-KHAINI,PLAST,16.0,GM,16G
125,PUJA TOBACCO PACKING INDUSTRIES,TAZA SUPER POWER,TAZA SUPER POWER-TAZA SUPER POWER-REGULAR-PLAST-8G-KHAINI,PLAST,8.0,GM,8G
125,NAVYUBAK SURTI FACTORY-NEPAL,JHUM JHUM SUPER POWER,JHUM JHUM SUPER POWER-JHUM JHUM SUPER POWER-REGULAR-PLAST-8G-KHAINI,PLAST,8.0,GM,8G
125,RADHA KRISHNA PRODUCTS,PADUKA SUPER POWER,PADUKA SUPER POWER-PADUKA-REGULAR-PLAST-7G-KHAINI,PLAST,7.0,GM,7G
125,ROHIT TOBACCO PVT/LTD,MEGADUT,MEGADUT-MEGADUT-REGULAR-PLAST-13G-KHAINI,PLAST,13.0,GM,13G
125,HARSH INFINITY FLAVOUR PVT LTD,MAHAK CHAINI,MAHAK CHAINI-CHAINI-REGULAR-PLAST-9G-KHAINI,PLAST,9.0,GM,9G
125,PUJA TOBACCO PACKING INDUSTRIES,GOLDEN NEPAL,GOLDEN NEPAL-GOLDEN NEPAL-REGULAR-PLAST-16G-KHAINI,PLAST,16.0,GM,16G
125,PUJA SURTI UDHYOG,BABLU SUPER POWER,BABLU SUPER POWER-BABLU-REGULAR-PLAST-7G-KHAINI,PLAST,7.0,GM,7G
125,PUJA SURTI UDHYOG,BABLU SUPER POWER,BABLU SUPER POWER-BABLU-REGULAR-PLAST-10G-KHAINI,PLAST,10.0,GM,10G
125,RADHA KRISHNA PRODUCTS,PADUKA SUPER POWER,PADUKA SUPER POWER-PADUKA-REGULAR-PLAST-9G-KHAINI,PLAST,9.0,GM,9G
125,SHREE RAM TOBACCO UDHYOG,BHOLA EXTRA POWER,BHOLA EXTRA POWER-BHOLA-REGULAR-PLAST-7G-KHAINI,PLAST,7.0,GM,7G
125,GREEN TOBACOO COMPANY PVT LTD,SUPER LIKE,SUPER LIKE-SUPER LIKE-REGULAR-PLAST-18G-KHAINI,PLAST,18.0,GM,18G
125,SONA TOBACCO UDHYOG PVT LTD.,GOLDEN JHANKAR SUPER POWER,GOLDEN JHANKAR SUPER POWER-GOLDEN JHANKAR-REGULAR-PLAST-9G-KHAINI,PLAST,9.0,GM,9G
125,BABA LOKENATH TOBACCO-INDIA,BABA PREMIUM,BABA PREMIUM-BABA-REGULAR-PLAST-13G-KHAINI,PLAST,13.0,GM,13G
126,DHARMAPAL SATYAPAL LTD-INDIA,RAJNIGANDHA PREMIUM,RAJNIGANDHA PREMIUM-RAJNIGANDHA-REGULAR-PLAST-4G-PAAN MASALA,PLAST,4.0,,4G
126,SHREE SHIVA SHAKTI PRODUCTS,PANPARAG,PANPARAG-PANPARAG-REGULAR-PLAST-2G-PAAN MASALA,PLAST,2.0,,2G
126,DUGAR SPICES & FOOD PRODUCT-NP,PASSPASS,PASSPASS-CENTURY-SWEET-PLAST-1.5G-PAAN MASALA,PLAST,1.5,,1.5G
126,ARVIND UDHYOG PVT LTD,PINKY,PINKY-PINKY-SWEET-PLAST-1.5G-PAAN MASALA,PLAST,1.5,,1.5G
126,MADHU CHEMICAL COMPANY,MADHU,MADHU-MADHU-SWEET-PLAST-1.25G-PAAN MASALA,PLAST,1.25,,1.25G
126,VARDH PAPER PRODUCT PVT/LTD,RAJ NIWAS PREMUIM,RAJ NIWAS PREMUIM-RAJ NIWAS-REGULAR-PLAST-2.5G-PAAN MASALA,PLAST,2.5,,2.5G
126,NARAYAN RAJ PRODUCTS PVT LTD,RAJGHARANA,RAJGHARANA-RAJGHARANA-REGULAR-PLAST-2.5G-PAAN MASALA,PLAST,2.5,,2.5G
126,NARAYAN RAJ PRODUCTS PVT LTD,RAJNIVAS,RAJNIVAS-RAJNIVAS-REGULAR-PLAST-4G-PAAN MASALA,PLAST,4.0,,4G
126,TRIMURTI FRAGNANCES PVT LTD.,SHIKHAR  PAN MASALA,SHIKHAR  PAN MASALA-SIKHAR-REGULAR-PLAST-3.5G-PAAN MASALA,PLAST,3.5,,3.5G
126,SHREE RAM TOBACCO UDHYOG,CURRENT PREMIUM,CURRENT PREMIUM-CURRENT-REGULAR-PLAST-4G-PAAN MASALA,PLAST,4.0,,4G
126,VISHNU AROMATICS,BIMAL,BIMAL-BIMAL-REGULAR-PLAST-3.3G-PAAN MASALA,PLAST,3.3,,3.3G
126,RAJAT FOOD PRODUCTS,BOMBAY ROYAL,BOMBAY ROYAL-BOMBAY ROYAL-REGULAR-PLAST-3G-PAAN MASALA,PLAST,3.0,,3G
126,NARAYAN RAJ PRODUCTS PVT LTD,MUSKAN,MUSKAN-MUSKAN-SWEET-PLAST-1.5G-PAAN MASALA,PLAST,1.5,,1.5G
126,DUGAR SPICES & FOOD PRODUCT-NP,PASSPASS,PASSPASS-PASSPASS-SWEET-PLAST-11G-PAAN MASALA,PLAST,11.0,,11G
