DATE,PERIOD,STORECODE,ITEMCODE,NEW_CODES,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE,CODE COMMENT,FLAG
2022-12-06 00:00:00,202212,115439898,1669456999400,99764475,134,HYGEN PACKS NEPAL PVT LTD-NEPAL,ZEERA MASALA,MANIA ZEERA MASALA\SOFT DRINKS\HYGEN\250ML\PBT,40,PBT,250ML,New SKU,1669456999400-hygen packs nepal pvt ltd-nepal-zeera masala#3.png,RECODING,5
2022-12-06 00:00:00,202212,115439898,1669456185758,99764476,134,HYGEN PACKS NEPAL PVT LTD-NEPAL,MANIA MANGO,MANIA\SOFT DRINKS\HYGEN\250ML\PBT,50,PBT,250ML,New SKU,1669456185758-hygen packs nepal pvt ltd-nepal-mania mango#3.png,RECODING,5
2022-12-06 00:00:00,202212,132792028,1669966267745,99764471,123,HIMGIRI HYGIENE PVT LTD-NEPAL,DHONI XTRAA PLUS,DHONI XTRAA PLUS LAUNDRY SOAP/200GM/PPH/HIMGIRI HYGIENE PVT LTD-NEPAL,60,PPH,200GM,,1669966267745-himgiri hygiene pvt ltd-nepal-dhoni xtraa plus#3.png,RECODING,5
2022-12-06 00:00:00,202212,117667009,1670226009516,99764466,120,DEWCARE CONCEPT-INDIA,SCALICE,SCALICE/PERMETHRIN SOAP/75GM/CBP,160,CBP,75GM ,,1670226009516-dewcare concept-india-scalice#3.png,RECODING,5
2022-12-06 00:00:00,202212,128840459,1670128896799,99764468,122,HIMGIRI HYGIENE PVT LTD-NEPAL,DHONI ULTRA,DHONI ULTRA CONCENTRATED/700GM/PPH,110,PPH,700GM ,,1670128896799-himgiri hygiene pvt ltd-nepal-dhoni ultra#3.png,RECODING,5
2022-12-06 00:00:00,202212,128840459,1670129682364,99764469,122,MAHASHAKTI SOAP & CHEM.- NEPAL,PUJA PREMIUM ,PUJA PREMIUM/1000GM/PPH,100,PPH,1000GM ,,1670129682364-mahashakti soap - chem-- nepal-puja premium #3.png,RECODING,5
2022-12-06 00:00:00,202212,128840459,1670130689688,99764457,106,SUJAL FOODS PVT LTD-NEPAL,SMART LOLLYPOP,SMART LOLLYPOP/PINEAPPLE/9GM/PPH,5,PPH,9GM,,1670130689688-sujal foods pvt ltd-nepal-smart lollypop#3.png,RECODING,5
2022-12-06 00:00:00,202212,128840459,1670128126334,99764467,120,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NO.1 ,GODREJ NO.1/LIME ALOE VERA/45GM/EWP,20,EWP,45GM,,1670128126334-godrej consumer products-india-godrej no-1 #3.png,RECODING,5
2022-12-06 00:00:00,202212,127522338,1670219776687,99764472,123,KARUNA SOAP & CHEMICALS-NEPAL,KARUNA GOLD,KARUNA GOLD PPH 400GM,100,PPH,400GM,,1670219776687-karuna soap - chemicals-nepal-karuna gold#3.png,RECODING,5
2022-12-06 00:00:00,202212,114637656,1670234465710,99764464,117,WELLSHINE INDUSTRIES INDIA,KIMBO KERATIN,KIMBOO KERATIN/INTENSE HAIR REPAIR,850,PBT,300ML,New SKU,1670234465710-wellshine industries india-kimbo keratin#3.png,RECODING,5
2022-12-06 00:00:00,202212,111740394,1670232625653,99764460,106,SUJAL FOODS PVT LTD-NEPAL,CRAVE FRESHO, CRAVEFRESHO /MENTHA LYPTUS/HARD BOLD CANDEY,200,PCN,500GM,New SKU,1670232625653-sujal foods pvt ltd-nepal-crave fresho#3.png,RECODING,5
2022-12-06 00:00:00,202211,122344338,1670055516132,99764470,122,PROCTER & GAMBLE - INDIA,TIDE DOUBLEBPOWER,TIDE DOUBLE POWER JASMINE ROSE 75GM,16,PPH,45GM+30GM,,1670055516132-procter - gamble - india-tide doublebpower#3.png,RECODING,5
2022-12-07 00:00:00,202212,123116200,1670221737823,99764465,117,ROYAL NATIONAL HERBS PVT. LTD. NEPAL,GINGER ONION SHAMPOO,NATIONAL HERBS GINGER ONION SHAMPOO PBT 200ML,195,PBT,200ML,,1670221737823-royal national herbs pvt- ltd- nepal-ginger onion shampoo#3.png,RECODING,5
2022-12-07 00:00:00,202212,124690935,1669619009597,99764425,121,UNILEVER NEPAL LTD-NEPAL,PEPSODENT HERBAL,PEPSODENT HERBAL\170\GM\RS115,110,TUBE,170 GM,New SKU,1669619009597-unilever nepal ltd-nepal-pepsodent herbal#3.png,RECODING,5
2022-12-07 00:00:00,202212,122216788,1670308274504,99764463,116,UNICLAN HYGIENE PVT LTD INDIA,WOWPAD ANION,WOWPAD ANION ANTI BACTERIAL 6NOS,75,PPH,6 NOS,,1670308274504-uniclan hygiene pvt ltd india-wowpad anion#3.png,RECODING,5
2022-12-07 00:00:00,202212,122216788,1670307794224,99764462,116,JASMINE HYGIENIC - NEPAL,SAFETY ULTRA XXL,SAFETY ULTRA XXL- PPH 10NOS ALL NIGHT PROTECTION ,100,PPH,10NOS,,1670307794224-jasmine hygienic - nepal-safety ultra xxl#3.png,RECODING,5
2022-12-07 00:00:00,202212,122531509,1670312274073,99764449,121,COLGATE PALMOLIVE- NEPAL,COLGATE MAX FRESH GEL,COLGATE MAX FRESH GEL-RED TUB 70 GM+15%EXTRA ,70,TUB,70GM+15%EXTRA ,,1670312274073-colgate palmolive- nepal-colgate max fresh gel#3.png,RECODING,5
2022-12-07 00:00:00,202212,122531509,1669707119771,99764400,120,UNILEVER NEPAL LTD-NEPAL,LIFE BUOY,LIFE BUOY NATURE ACTIVE FORMULA EWP 90GM,40,EWP,90GM,,1669707119771-unilever nepal ltd-nepal-life buoy#3.png,RECODING,5
2022-12-07 00:00:00,202212,122531509,1670314010271,99764461,106,SURYA NEPAL PVT LTD - NEPAL,TOFFICHO TADKA,TOFFICHOO TADKA LITCHI PPH 3.8 GM,2.5,PPH,3.8GM,,1670314010271-surya nepal pvt ltd - nepal-tofficho tadka#3.png,RECODING,5
2022-12-09 00:00:00,202212,116492009,1670403196733,99764477,122,HIMGIRI HYGIENE PVT LTD-NEPAL,XTRAA,XTRAA MACHINE WASH,20,PPH,60G,Any other reason,1670403196733-himgiri hygiene pvt ltd-nepal-xtraa#3.png,RECODING,5
2022-12-09 00:00:00,202212,116492009,1670402342854,99764478,120,UNILEVER NEPAL LTD-NEPAL,LIFE BUOY TOTAL PROTECT,LIFE BUOY TOTAL PROTECT ACTIV SILVER EWP 90G*4,155,EWP,90G*4,Any other reason,1670402342854-unilever nepal ltd-nepal-life buoy total protect#3.png,RECODING,5
2022-12-09 00:00:00,202212,116492009,1670402882713,99764479,120,UNILEVER NEPAL LTD-NEPAL,LUX WHITE,LUX WHITE VELVET TOUCH,175,EWP,90G*4,Any other reason,1670402882713-unilever nepal ltd-nepal-lux white#3.png,RECODING,5
2022-12-09 00:00:00,202212,121211810059,1670391332925,99764480,123,PUJA SOAP & HOUSEHOLD PROD-NPL,KAZI,KAZI-LAUNDRY SOAP PPH 250GM,50,PPH,250GM,,1670391332925-puja soap - household prod-npl-kazi#3.png,RECODING,5
2022-12-09 00:00:00,202212,131563410392,1670474063331,99764481,123,GOLDEN STAR SOAP IND-NEPAL,UNIK ULTRA,UNIK ULTRA\200GM\PPH\SMART CLEAN,45,PPH,200GM,,1670474063331-golden star soap ind-nepal-unik ultra#3.png,RECODING,5
2022-12-10 00:00:00,202212,516753510207,1669272650101,99764405,132,JASMINE HYGIENIC - NEPAL,CUDDLERS PANTS,CUDDLERS PANTS OVERNIGHT/LARGE/4 PCS/PPH,100,PPH,4 PCS,,1669272650101-jasmine hygienic - nepal-cuddlers pants#3.png,RECODING,5
2022-12-10 00:00:00,202212,516753710246,1670292035204,99764483,120,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NO.1 ,GODREJ NO.1/ROSEWATER ALMOND/45GM/EWP,20,EWP,45GM,,1670292035204-godrej consumer products-india-godrej no-1 #3.png,RECODING,5
2022-12-10 00:00:00,202212,516753710246,1670291827337,99764484,123,PADMA SOAP & CHEMICAL - NEPAL,A-ONE XPERT,A-ONE X-PERT/MULTI ACTION LAUNDRY SOAP/150GM/PPH,30,PPH,150GM ,,1670291827337-padma soap - chemical - nepal-a-one xpert#3.png,RECODING,5
2022-12-10 00:00:00,202212,212581910102,1670567613382,99764482,134,BHAIRAB KUNDA SPRING WATER P .LTD,BHAIRAB KUNDA,BHAIRAB KUNDA SPRING WATER\1\LITRE\RS 20,20,PET,1 LITRE,New SKU,1670567613382-bhairab kunda spring water p -ltd-bhairab kunda#3.png,RECODING,5
2022-12-10 00:00:00,202212,130293667,1670569298014,99764461,106,SURYA NEPAL PVT LTD - NEPAL,TOFFICHOO TADKA,TOFFICHOO TADKA,3,PPH,3.8GM,,1670569298014-surya nepal pvt ltd - nepal-toffichoo tadka#3.png,RECODING,5
2022-12-11 00:00:00,202212,212581910166,1670567613382,99764482,134,BHAIRAB KUNDA SPRING WATER P .LTD,BHAIRAB KUNDA,BHAIRAB KUNDA SPRING WATER\1\LITRE\RS 20,20,PET,1 LITRE,New SKU,1670567613382-bhairab kunda spring water p -ltd-bhairab kunda#3.png,RECODING,5
2022-12-11 00:00:00,202212,212582710075,1670567613382,99764482,134,BHAIRAB KUNDA SPRING WATER P .LTD,BHAIRAB KUNDA,BHAIRAB KUNDA SPRING WATER\1\LITRE\RS 20,20,PET,1 LITRE,New SKU,1670567613382-bhairab kunda spring water p -ltd-bhairab kunda#3.png,RECODING,5
2022-12-11 00:00:00,202212,126932690,1670568360643,,133,NESTLE INDIA LTD. - INDIA,CERELAC,NESTLE CERELAC 6TO 24 MONTH,412,PAPER,300 GM,,1670568360643-nestle india ltd- - india-cerelac#3.png,DELETE THE ITEM,1
2022-12-11 00:00:00,202212,126932690,1670568185641,,133,NESTLE INDIA LTD. - INDIA,CERELAC,NESTLE CERELAC,446,PAPER,300 GM,,1670568185641-nestle india ltd- - india-cerelac#3.png,DELETE THE ITEM,1
2022-12-11 00:00:00,202212,126932690,1670568764156,,133,NESTLE INDIA LTD. - INDIA,CERELAC,CERELAC 18 TO 24 MONTH,542,PAPER,300 GM,,1670568764156-nestle india ltd- - india-cerelac#3.png,DELETE THE ITEM,1
2022-12-11 00:00:00,202212,126932690,1670568662654,,133,NESTLE INDIA LTD. - INDIA,CERELAC,CERELAC 12 TO 24 MONTH,515,PAPER,300 GM,,1670568662654-nestle india ltd- - india-cerelac#3.png,DELETE THE ITEM,1
2022-12-11 00:00:00,202212,126932690,1670568516977,,133,NESTLE INDIA LTD. - INDIA,CERELAC,CERELAC FROM 10 TO 24,479,PAPER,300 GM,,1670568516977-nestle india ltd- - india-cerelac#3.png,DELETE THE ITEM,1
2022-12-12 00:00:00,202212,212582710074,1670574096692,99764485,121,RB BRUSH IND.,DANTAYU RED TOOTHPASTE,DANTAYU RED TOOTH PASTE\35\GM,25,TUBE,35,New SKU,1670574096692-rb brush ind--dantayu red toothpaste#3.png,RECODING,5
2022-12-13 00:00:00,202212,222332210165,1670838477139,99764486,122,HIMGIRI SOAP & CHEMICALS-NEPAL,SHAKTI DETERGENT POWER,SHAKTI DETERGENT POWER\250\GM\RS20,20,PPH,250 GM,New SKU,1670838477139-himgiri soap - chemicals-nepal-shakti detergent power#3.png,RECODING,5
2022-12-13 00:00:00,202212,222331710190,1670909844725,99764476,134,HYGEN PACKS NEPAL PVT LTD-NEPAL,HYGEN MANIA MANGO,HYGEN MANIA  MANGO\250\ML\RS50,50,PBT,250 ML,New SKU,1670909844725-hygen packs nepal pvt ltd-nepal-hygen mania mango#3.png,RECODING,5
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
      ,,,,,,,,,,,,,,,
