itemcode,itemdesc,catcode,category,company,brand,packaging,flavor,color,qty,uomdesc,pack_size,launchdate,audittype
30387,TEEMAH CHOCOLATE CREAM 320 GM,6,BISCUITS,TEEMAH BISCUITS MANUFACTURE,TEEMAH CHOCOLATE CREAM,PLPCH,,,320.0,GM,320.00 GM,201806.0,1
30390,SHANEY CHOCOLATE CREAM BISCUITS 45 GM,6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,SHANEY CHOCOLATE CREAM,PLPCH,,,45.0,GM,45.00 GM,201601.0,1
30391,TURNEY BUNNY BEARS CHOCOLATE CREAM BISCUITS 45 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BUNNY BEARS,PLPCH,,,45.0,GM,45.00 GM,201702.0,1
30392,TURNEY CHOCOLATE CREAM 340 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY CHOCOLATE,PLPCH,,,340.0,GM,340.00 GM,202009.0,1
30393,TURNEY CHOCOLATE CREAM 350 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY CHOCOLATE,PLPCH,,,350.0,GM,350.00 GM,202007.0,1
30394,TURNEY CHOCOLATE CREAM 360 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY CHOCOLATE,PLPCH,,,360.0,GM,360.00 GM,201210.0,1
30395,TURNEY CHOCOLATE CREAM BISCUITS 90 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY CHOCOLATE,PLPCH,,,90.0,GM,90.00 GM,201502.0,1
30396,USWATTE CHOCOLATE CREAM 100 GM,6,BISCUITS,USWATTE CONFECTIONERY,USWATTE CHOCOLATE CREAM,PLPCH,,,100.0,GM,100.00 GM,201808.0,1
30397,USWATTE CHOCOLATE CREAM 400 GM,6,BISCUITS,USWATTE CONFECTIONERY,USWATTE CHOCOLATE CREAM,PLPCH,,,400.0,GM,400.00 GM,201807.0,1
30398,USWATTE CHOCOLATE CREAM 45 GM,6,BISCUITS,USWATTE CONFECTIONERY,USWATTE CHOCOLATE CREAM,PLPCH,,,45.0,GM,45.00 GM,201906.0,1
30399,MIYAMI BANANA CREAM 50 GM,6,BISCUITS,MIYAMI BISCUIT & SNACKS MNFT,MIYAMI BANANA CREAM,PLPCH,,,50.0,GM,50.00 GM,202007.0,1
30400,MIYAMI LEMON PUFF 100 GM,6,BISCUITS,MIYAMI BISCUIT & SNACKS MNFT,MIYAMI LEMON PUFF,PLPCH,,,100.0,GM,100.00 GM,202006.0,1
30401,MIYAMI MANGO CREAM 50 GM,6,BISCUITS,MIYAMI BISCUIT & SNACKS MNFT,MIYAMI MANGO CREAM,PLPCH,,,50.0,GM,50.00 GM,202006.0,1
30403,BISMA APPLE CREAM 90 GM (BISMA BISCUITS),6,BISCUITS,BISMA BISCUITS PRODUCTS,BISMA APPLE CREAM,PLPCH,,,90.0,GM,90.00 GM,201203.0,1
30404,BISMA APPLE CREAM 100 GM (BISMA BISCUITS),6,BISCUITS,BISMA BISCUITS PRODUCTS,BISMA APPLE CREAM,PLPCH,,,100.0,GM,100.00 GM,201107.0,1
30405,BISMA APPLE CREAM 360 GM (BISMA BISCUITS),6,BISCUITS,BISMA BISCUITS PRODUCTS,BISMA APPLE CREAM,PLPCH,,,360.0,GM,360.00 GM,201204.0,1
30409,KIST CREAMY VANILA PLPCH 100 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST CREAMY VANILLA,PLPCH,,,100.0,GM,100.00 GM,201910.0,1
30410,KIST CREAMY VANILA PLPCH 210 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST CREAMY VANILLA,PLPCH,,,210.0,GM,210.00 GM,201909.0,1
30411,KIST CREAMY VANILA PLPCH 360 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST CREAMY VANILLA,PLPCH,,,360.0,GM,360.00 GM,201909.0,1
30412,MUNCHEE KALO 90 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KALO,PLPCH,,,90.0,GM,90.00 GM,201111.0,1
30413,MUNCHEE MILK CREAM 290 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE MILK CREAM,PLPCH,,,290.0,GM,290.00 GM,201402.0,1
30415,MUNCHEE MILK CREAM PLPCH 110 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE MILK CREAM,PLPCH,,,110.0,GM,110.00 GM,201811.0,1
30416,MUNCHEE CUSTARD CREAM 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CUSTARD CREAM,PLPCH,,,100.0,GM,100.00 GM,201207.0,1
30417,MUNCHEE CUSTARD CREAM 240 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CUSTARD CREAM,PLPCH,,,240.0,GM,240.00 GM,201804.0,1
30418,MUNCHEE FAMILY RANGE LEMON CREAM 400 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE FAMILY RANGE,PLPCH,,,400.0,GM,400.00 GM,201406.0,1
30419,MUNCHEE FAMILY RANGE ORANGE CREAM 400 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE FAMILY RANGE,PLPCH,,,400.0,GM,400.00 GM,201406.0,1
30420,CHERISH CUSTARD CREAM 100 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH CUSTARD CREAM,PLPCH,,,100.0,GM,100.00 GM,,1
30421,CHERISH CUSTARD CREAM 400 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH CUSTARD CREAM,PLPCH,,,400.0,GM,400.00 GM,200904.0,1
30422,CHERISH CUSTARD CREAM 500 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH CUSTARD CREAM,PLBAG,,,500.0,GM,500.00 GM,200512.0,1
30423,CHERISH CUSTARD CREAM PLPCH 240 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH CUSTARD CREAM,PLPCH,,,240.0,GM,240.00 GM,201902.0,1
30424,CHERISH DUPLEX CUSTARD CREAM 100 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH DUPLEX,PLPCH,,,100.0,GM,100.00 GM,201808.0,1
30425,CHERISH DUPLEX CUSTARD CREAM 400 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH DUPLEX,PLPCH,,,400.0,GM,400.00 GM,201802.0,1
30426,CHERISH LEMON CREAM 100 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH LEMON CREAM,PLPCH,,,100.0,GM,100.00 GM,,1
30427,CHERISH LEMON CREAM 400 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH LEMON CREAM,PLPCH,,,400.0,GM,400.00 GM,200812.0,1
30428,CHERISH LEMON CREAM PLPCH 330 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH LEMON CREAM,PLPCH,,,330.0,GM,330.00 GM,201906.0,1
30429,CHERISH ORANGE CREAM 400 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH ORANGE CREAM,PLPCH,,,400.0,GM,400.00 GM,200812.0,1
30430,CHERISH ORANGE CREAM 330 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH ORANGE CREAM,PLBAG,,,330.0,GM,330.00 GM,201906.0,1
30431,CHERISH BLACK & WHITE CREAM PLPCH 330 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH BLACK & WHITE,PLPCH,,,330.0,GM,330.00 GM,201909.0,1
30432,CHERISH BLACK & WHITE CREAM PLPCH 80 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH BLACK & WHITE,PLPCH,,,80.0,GM,80.00 GM,202012.0,1
30433,CROWN BANANA CREAM 100 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN BANANA CREAM,PLPCH,,,100.0,GM,100.00 GM,201006.0,1
30434,CROWN BANANA CREAM 400 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN BANANA CREAM,PLPCH,,,400.0,GM,400.00 GM,200907.0,1
30435,CROWN BANANA CREAM 50 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN BANANA CREAM,PLPCH,,,50.0,GM,50.00 GM,201210.0,1
30437,CROWN LEMON CREAM 50 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN LEMON CREAM,PLPCH,,,50.0,GM,50.00 GM,201205.0,1
30438,DAINTEE CUSTERD CREAM 100 GM,6,BISCUITS,DAINTEE LIMITED,DAINTEE CUSTERD CREAM,PLPCH,,,100.0,GM,100.00 GM,,1
30440,DIANA CUSTARD CRISPY CREAM BISCUITS 50 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA CUSTARD CRISPY,PLPCH,,,50.0,GM,50.00 GM,201503.0,1
30441,DIANA BANANA CREAM 400 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA BANANA CREAM,PLPCH,,,400.0,GM,400.00 GM,200910.0,1
30442,DIANA BANANA CREAM 90 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA BANANA CREAM,PLPCH,,,90.0,GM,90.00 GM,201409.0,1
30443,DAINA LEMON CREAM 180 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA LEMON CREAM,PLPCH,,,180.0,GM,180.00 GM,201507.0,1
30446,DIANA STRAWBERRY CRISPY CREAM BISCUITS 105 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA STRAWBERRY CRISPY,PLPCH,,,105.0,GM,105.00 GM,201606.0,1
30447,DIANA STRAWBERRY CRISPY CREAM BISCUITS 50 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA STRAWBERRY CRISPY,PLPCH,,,50.0,GM,50.00 GM,201503.0,1
30448,DIANA LEMON CRISPY CREAM BISCUITS 50 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA LEMON CRISPY,PLPCH,,,50.0,GM,50.00 GM,201503.0,1
30457,LUCKYLAND LEMON CREA 200 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND LEMON CREAM,PLPCH,,,200.0,GM,200.00 GM,200904.0,1
30460,LUCKYLAND ORANGE CREAMY SMILEYS 375 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND ORANGE,PLPCH,,,375.0,GM,375.00 GM,201207.0,1
30461,LUCKYLAND MILK CREAM SMILEYS 375 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND SMILEYS,PLPCH,,,375.0,GM,375.00 GM,201207.0,1
30462,LUCKYLAND MILK CREAMY SMILEYS 100 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND SMILEYS,PLPCH,,,100.0,GM,100.00 GM,201011.0,1
30468,MASTER BAKERS STRAWBERRY CREAM BISCUITS 100 GM (LUCKYLAND BIS.),6,BISCUITS,LUCKYLAND BISCUITS MFS,MASTER BAKERS STRAWBERRY CREAM,PLPCH,,,100.0,GM,100.00 GM,201906.0,1
30469,MELLON CRISPY ORANGE CREAM PLPCH 50 GM,6,BISCUITS,NEW MAHAWELI CONFECTIONERIES (PVT) LTD,MELLON CRISPY ORANGE CREAM,PLPCH,,,50.0,GM,50.00 GM,201811.0,1
30470,MALIBAN CUSTARD CREAM 100 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN CUSTARD CREAM,PLPCH,,,100.0,GM,100.00 GM,,1
30471,MALIBAN CUSTARD CREAM 400 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN CUSTARD CREAM,PLPCH,,,400.0,GM,400.00 GM,201501.0,1
30472,MALIBAN CUSTARD CREAM 410 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN CUSTARD CREAM,PLPCH,,,410.0,GM,410.00 GM,202002.0,1
30473,MALIBAN ORANGE CREAM 100 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN ORANGE CREAM,PLPCH,,,100.0,GM,100.00 GM,,1
30474,MALIBAN ORANGE CREAM 400 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN ORANGE CREAM,PLPCH,,,400.0,GM,400.00 GM,201501.0,1
30475,MALIBAN ORANGE CREAM BISCUITS 410 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN ORANGE CREAM,PLPCH,,,410.0,GM,410.00 GM,202002.0,1
30476,MALIBAN REAL DOUBLES MINT & CHOCOLATE 100 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN REAL DOUBLES,PLPCH,,,100.0,GM,100.00 GM,201811.0,1
30478,MALIBAN REAL DOUBLES STRAWBERRY & VANILA CREAM 100 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN REAL DOUBLES,PLPCH,,,100.0,GM,100.00 GM,201810.0,1
30479,MALIBAN REAL DOUBLES STRAWBERRY & VANILA CREAM 110 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN REAL DOUBLES,PLPCH,,,110.0,GM,110.00 GM,201312.0,1
30480,MALIBAN REAL DOUBLES VANILLA & CHOCOLATE CREAM 100 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN REAL DOUBLES,PLPCH,,,100.0,GM,100.00 GM,201810.0,1
30481,MALIBAN REAL DOUBLES VANILLA & CHOCOLATE CREAM 110 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN REAL DOUBLES,PLPCH,,,110.0,GM,110.00 GM,201312.0,1
30482,BISMA BANANA CREAM BISCUITS 360 GM (MANCHESTER FOODS),6,BISCUITS,MANCHESTER FOODS (PVT) LTD,BISMA BANANA CREAM,PLPCH,,,360.0,GM,360.00 GM,201208.0,1
30483,BISMA APPLE CREAM PLPCH 90 GM (MANCHESTER FOODS),6,BISCUITS,MANCHESTER FOODS (PVT) LTD,BISMA PINEAPPLE CREAM,PLPCH,,,90.0,GM,90.00 GM,201811.0,1
30484,BISMA ORANGE TREAT 100 GM (MANCHESTER FOODS),6,BISCUITS,MANCHESTER FOODS (PVT) LTD,BISMA ORANGE TREAT,PLPCH,,,100.0,GM,100.00 GM,201708.0,1
30486,MACLEE SHORTIS MILK 250 GM (MANCHESTER FOODS),6,BISCUITS,MANCHESTER FOODS (PVT) LTD,MACLEE SHORTIS MILK,PLPCH,,,250.0,GM,250.00 GM,202007.0,1
30488,MIC MAC BANANA CREAM 100 GM,6,BISCUITS,MICMAC FOOD (PVT) LTD,MIC MAC BANANA CREAM,PLPCH,,,100.0,GM,100.00 GM,,1
30489,MIC MAC BANANA CREAM 350 GM,6,BISCUITS,MICMAC FOOD (PVT) LTD,MIC MAC BANANA CREAM,PLPCH,,,350.0,GM,350.00 GM,201402.0,1
30490,MIC MAC BANANA CREAM 90 GM,6,BISCUITS,MICMAC FOOD (PVT) LTD,MIC MAC BANANA CREAM,PLPCH,,,90.0,GM,90.00 GM,201406.0,1
30491,MIC MAC MILK CREAM 350 GM,6,BISCUITS,MICMAC FOOD (PVT) LTD,MIC MAC MILK CREAM,CDBOX,,,350.0,GM,350.00 GM,201402.0,1
30497,TURNEY BANANA 100 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BANANA,PLPCH,,,100.0,GM,100.00 GM,,1
30499,MAAM BANANA CREAM 100 GM (ORIENT LANKA),6,BISCUITS,ORIENT LANKA CONFECTIONERY,MAAM BANANA CREAM,PLPCH,,,100.0,GM,100.00 GM,,1
30500,MAAM BANANA CREAM 230 GM (ORIENT LANKA),6,BISCUITS,ORIENT LANKA CONFECTIONERY,MAAM BANANA CREAM,PLPCH,,,230.0,GM,230.00 GM,201508.0,1
30501,MAAM BANANA CREAM 360 GM (ORIENT LANKA),6,BISCUITS,ORIENT LANKA CONFECTIONERY,MAAM BANANA CREAM,PLPCH,,,360.0,GM,360.00 GM,201102.0,1
30502,MAAM BANANA CREAM 90 GM (ORIENT LANKA),6,BISCUITS,ORIENT LANKA CONFECTIONERY,MAAM BANANA CREAM,PLPCH,,,90.0,GM,90.00 GM,201102.0,1
30503,MAAM BANANA CREAM 40 GM (ORIENT LANKA),6,BISCUITS,ORIENT LANKA CONFECTIONERY,MAAM BANANA CREAM,PLPCH,,,40.0,GM,40.00 GM,201508.0,1
30504,RICH BANANA CREAM 360 GM,6,BISCUITS,ORIENT LANKA CONFECTIONERY,RICH BANANA CREAM,PLPCH,,,360.0,GM,360.00 GM,201808.0,1
30505,RICH BANANA CREAM 90 GM,6,BISCUITS,ORIENT LANKA CONFECTIONERY,RICH BANANA CREAM,PLPCH,,,90.0,GM,90.00 GM,201808.0,1
30506,SUMO BANANA CREAM 100 GM,6,BISCUITS,PEARL MARKETING,SUMO BANANA CREAM,PLPCH,,,100.0,GM,100.00 GM,201608.0,1
30507,RASHIKA BANANA CREAM 100 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA BANANA CREAM,PLPCH,,,100.0,GM,100.00 GM,201304.0,1
30508,RASHIKA BANANA CREAM 350 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA BANANA CREAM,PLPCH,,,350.0,GM,350.00 GM,201703.0,1
30509,RASHIKA BANANA CREAM 90 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA BANANA CREAM,PLPCH,,,90.0,GM,90.00 GM,201301.0,1
30510,RASHIKA BANANA CREAM BUDGET PACK 40 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA BANANA CREAM,PLPCH,,,40.0,GM,40.00 GM,201506.0,1
30511,SACHIE BANANA CREAM BISCUIT 400 GM,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE BANANA CREAM,PLPCH,,,400.0,GM,400.00 GM,201411.0,1
30512,MACLEE CHOCOLATE CREAM PLPCH 100 GM (SRI NUTRIFOODS),6,BISCUITS,SRI NUTRIFOODS (PVT) LTD,MACLEE CHOCOLATE CREAM,PLPCH,,,100.0,GM,100.00 GM,201902.0,1
30513,MACLEE CHOCOLATE CREAM PLPCH 400 GM (SRI NUTRIFOODS),6,BISCUITS,SRI NUTRIFOODS (PVT) LTD,MACLEE CHOCOLATE CREAM,PLPCH,,,400.0,GM,400.00 GM,201904.0,1
30514,TEEMAH BANANA CREAM 50 GM,6,BISCUITS,TEEMAH BISCUITS MANUFACTURE,TEEMAH BANANA CREAM,PLPCH,,,50.0,GM,50.00 GM,201605.0,1
30516,TEEMAH STRAWBERRY CREAM 350 GM,6,BISCUITS,TEEMAH BISCUITS MANUFACTURE,TEEMAH STRAWBERRY CREAM,PLPCH,,,350.0,GM,350.00 GM,201502.0,1
30517,TEEMAH STRAWBERRY CREAM 90 GM,6,BISCUITS,TEEMAH BISCUITS MANUFACTURE,TEEMAH STRAWBERRY CREAM,PLPCH,,,90.0,GM,90.00 GM,201502.0,1
30520,SHANEY BANANA CREAM BISCUITS 45 GM,6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,SHANEY BANANA CREAM,PLPCH,,,45.0,GM,45.00 GM,201602.0,1
30521,SHANEY CUSTARD CREAM BISCUITS 45 GM,6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,SHANEY CUSTARD CREAM,PLPCH,,,45.0,GM,45.00 GM,201601.0,1
30526,SHANEY STRAWBERRY CREAM BISCUITS 45 GM,6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,SHANEY STRAWBERRY CREAM,PLPCH,,,45.0,GM,45.00 GM,201512.0,1
30528,TURNEY APPLE CREAM 100 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY APPLE CREAM,PLPCH,,,100.0,GM,100.00 GM,201504.0,1
30529,TURNEY APPLE CREAM 360 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY APPLE CREAM,PLPCH,,,360.0,GM,360.00 GM,201503.0,1
30530,TURNEY BANANA CREAM 360 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BANANA,PLPCH,,,360.0,GM,360.00 GM,201210.0,1
30531,TURNEY BANANA CREAM 90 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BANANA,PLPCH,,,90.0,GM,90.00 GM,201302.0,1
30532,TURNEY BANANA CREAM PLPCH 100 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BANANA,PLPCH,,,100.0,GM,100.00 GM,202008.0,1
30533,TURNEY BUNNY BEARS BANANA CREAM BISCUITS 45 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BUNNY BEARS,PLPCH,,,45.0,GM,45.00 GM,201604.0,1
30534,TURNEY BUNNY BEARS COCONUT CREAM BISCUITS 45 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BUNNY BEARS,PLPCH,,,45.0,GM,45.00 GM,201611.0,1
30535,TURNEY BUNNY BEARS CUSTARD CREAM BISCUITS 45 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BUNNY BEARS,PLPCH,,,45.0,GM,45.00 GM,201605.0,1
30536,TURNEY BUNNY BEARS LEMON CREAM BISCUITS 45 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BUNNY BEARS,PLPCH,,,45.0,GM,45.00 GM,201605.0,1
30537,TURNEY BUNNY BEARS MANGO CREAM BISCUITS 45 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BUNNY BEARS,PLPCH,,,45.0,GM,45.00 GM,201609.0,1
30538,TURNEY BUNNY BEARS STRAWBERRY CREAM BISCUITS 45 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BUNNY BEARS,PLPCH,,,45.0,GM,45.00 GM,201604.0,1
30541,MUNCHEE GEM 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE GEM,PLPCH,,,100.0,GM,100.00 GM,,1
30542,MUNCHEE GEM 15 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE GEM,PLPCH,,,15.0,GM,15.00 GM,201301.0,1
30552,DIANA ICING GEM 40 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA ICING GEM,PLPCH,,,40.0,GM,40.00 GM,201707.0,1
30555,DIANA ICING GEM 900 GM PLPCH,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA ICING GEM,PLPCH,,,900.0,GM,900.00 GM,201212.0,1
30559,LUCKYLAND FANCY GEM 1000 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND FANCY GEM,PLPCH,,,1000.0,GM,1000.00 GM,201005.0,1
30565,MALIBAN GEM 100 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GEM,PLPCH,,,100.0,GM,100.00 GM,,1
30569,RASHIKA GEM BISCUITS 40 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA GEM,PLPCH,,,40.0,GM,40.00 GM,201411.0,1
30571,SACHIE MILK GEM PLPCH 175 GM,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE MILK GEM,PLPCH,,,175.0,GM,175.00 GM,202003.0,1
30575,TURNEY ICING GEM BISCUITS 40 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY ICING GEM,PLPCH,,,40.0,GM,40.00 GM,201408.0,1
30577,KIST GINGER BISCUITS 80 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST GINGER,PLPCH,,,80.0,GM,80.00 GM,202006.0,1
30578,KIST GINGER BISCUITS 250 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST GINGER,PLPCH,,,250.0,GM,250.00 GM,201803.0,1
30579,MUNCHEE GINGER BISCUITS 400 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE GINGER BISCUIT,PLPCH,,,400.0,GM,400.00 GM,200812.0,1
30581,MUNCHEE GINGER BISCUITS 200 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE GINGER BISCUIT,PLPCH,,,200.0,GM,200.00 GM,201708.0,1
30582,MUNCHEE GINGER BISCUITS 75 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE GINGER BISCUIT,PLPCH,,,75.0,GM,75.00 GM,201410.0,1
30583,MUNCHEE GINGER BISCUITS 85 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE GINGER BISCUIT,PLPCH,,,85.0,GM,85.00 GM,201904.0,1
30584,CHERISH GINGER 400 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH GINGER,PLBAG,,,400.0,GM,400.00 GM,200902.0,1
30587,CHERISH GINGER SNAPS 400 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH GINGER SNAPS,PLPCH,,,400.0,GM,400.00 GM,201009.0,1
30588,CHERISH GINGER SNAPS 500 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH GINGER SNAPS,PLPCH,,,500.0,GM,500.00 GM,201001.0,1
30590,CHERISH GINGER SNAPS PLPCH 200 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH GINGER SNAPS,PLPCH,,,200.0,GM,200.00 GM,201811.0,1
30591,CHERISH GINGER SNAPS PLPCH 80 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH GINGER SNAPS,PLPCH,,,80.0,GM,80.00 GM,201901.0,1
30594,BAKERS FRESH GINGER 225 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,BAKERS FRESH GINGER,PLPCH,,,225.0,GM,225.00 GM,201801.0,1
30595,LUCKYLAND GINGER'N RICE 90 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND GINGER'N RICE,PLPCH,,,90.0,GM,90.00 GM,201106.0,1
30596,MALIBAN GINGER NUTS 80 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GINGER NUTS,PLPCH,,,80.0,GM,80.00 GM,200710.0,1
30597,MALIBAN INGURU BISCUITS (GINGER BISCUIT) 240 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GINGER,PLPCH,,,240.0,GM,240.00 GM,201401.0,1
30598,MALIBAN INGURU BISCUITS (GINGER BISCUIT) 370 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GINGER,PLPCH,,,370.0,GM,370.00 GM,201401.0,1
30599,MALIBAN INGURU BISCUITS (GINGER BISCUIT) 80 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GINGER,PLPCH,,,80.0,GM,80.00 GM,201312.0,1
30601,RASHIKA GINGER BISCUITS PLPCH 240 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA GINGER BISCUIT,PLPCH,,,240.0,GM,240.00 GM,201811.0,1
30603,RASHIKA GINGER BISCUITS PLPCH 220 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA GINGER BISCUIT,PLPCH,,,220.0,GM,220.00 GM,202012.0,1
