t_row_id,t_DATE,t_PERIOD,t_AUDITYPE,t_STORECODE,t_DLRCODE,t_ITEMCODE,t_NEW_CODES,t_CATEGORY,t_MANUFACTURE,t_BRAND,t_ITEMDESC,t_MRP,t_PACKSIZE,t_PACKTYPE,t_COMMENTS,t_IMAGE,t_CODE COMMENT,t_FLAG,1,2,3,rank
60,2023-04-21,202304,2,128786076,52203020007,1681893385533,99764987,134,SINGAPORE BEVERAGE-NEPAL,NATURALS,NATURALS/250ML/CAN/LYCHEE,90.0,CAN,250ML ,,1681893385533-singapore beverage-nepal-naturals#3.png,RECODING,5,99764987,99765467,99764277,1
57,2023-04-21,202304,2,128614889,52202020010,1680853322789,99764966,118,BOTTLERS NEPAL - NEPAL,SPRITE ,SPRITE/2.25L/ML/PET/LEMON/80GM 2PM NOODLES FREE,260.0,PET,2.25L,,1680853322789-bottlers nepal - nepal-sprite #3.png,RECODING,5,99764966,20150012,99765140,1
58,2023-04-21,202304,2,128614889,52202020010,1681986331193,99764993,134,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,FROOTI,FROOTI/250ML/PBT/MANGO,50.0,PBT,250ML,,1681986331193-south asian beverages p- ltd-nepal-frooti#3.png,RECODING,5,99764993,99765006,99764551,1
59,2023-04-21,202304,2,116750748,21304020008,1681978359513,99764998,118,SAMBHAVI BEVERAGE-NEPAL,3STAR,3STAR LEMON/PBT/250ML,50.0,PBT,250 ML,,1681978359513-sambhavi beverage-nepal-3star#3.png,RECODING,5,99764998,99763939,47389,1
62,2023-04-24,202304,2,115437914,31307020006,1681805970061,99762747,134,AGRO THAI FOODS PVT LTD-NEPAL,ICEEY CRAZY,ICEEY CRAZY LEMONA\250ML\PET\RS:50\AGRO THAI FOODS PVT.LTD NEPAL,50.0,PET,250ML,New SKU,1681805970061-agro thai foods pvt ltd-nepal-iceey crazy#3.png,CROSS CODING,2,99762747,99765159,99765160,1
61,2023-04-21,202304,2,128587427,52203020002,1681699904380,99764989,134,AGRO THAI FOODS PVT LTD-NEPAL,TIGER SHARK ,TIGER SHARK/250ML/CAN,120.0,CAN,250ML ,,1681699904380-agro thai foods pvt ltd-nepal-tiger shark #3.png,RECODING,5,99764989,99762356,99765463,1
63,2023-04-24,202304,2,324252310073,32425020004,1681627867368,99764980,134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER NIMBU FIZZIN MINI\150ML\PET\RS:30\DABUR NEPAL PVT.LTD NEPAL,35.0,PET,150ML,New SKU,1681627867368-dabur nepal ltd--nepal-real fruit power#3.png,RECODING,5,99764980,99764967,99764981,1
64,2023-04-24,202304,2,130650904,21401020010,1681200072931,99764966,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE-LEMON-PET 2250 ML/FREE 80 GM 2PM AKABARE CHICKEN NOODLES,260.0,PBT,2250ML,,1681200072931-bottlers nepal - nepal-sprite#3.png,RECODING,5,99764966,20150012,99765140,1
80,2023-04-28,202304,2,516753610274,51675020009,1682382940301,99765000,118,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,APPY FIZZ APPLE,APPY FIZZ APPLE/250ML/PBT,50.0,PBT,250ML ,,1682382940301-south asian beverages p- ltd-nepal-appy fizz apple#3.png,RECODING,5,99765000,99764921,99765001,1
65,2023-04-24,202304,2,212581910166,21258020009,1681196876709,99764980,134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER NIMBU FIZZIN,REAL FRUIT POWER NIMBU FIZZIN\150\ML,30.0,PET,150 ML,Any other reason,1681196876709-dabur nepal ltd--nepal-real fruit power nimbu fizzin#3.png,RECODING,5,99764980,99764967,99764981,1
66,2023-04-24,202304,2,129078628,21401020028,1681624689482,99764967,118,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER/MASALA COLA FIZZIN/CARBONATE/PBT/150ML/RS30,30.0,PBT,150ML,,1681624689482-dabur nepal ltd--nepal-real fruit power#3.png,RECODING,5,99764967,52828,53072,1
67,2023-04-24,202304,2,129078628,21401020028,1681624289028,99764982,118,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER/CARBONATE/APPLE FIZZIN/PBT/250ML/RS50,50.0,PBT,250ML,,1681624289028-dabur nepal ltd--nepal-real fruit power#3.png,RECODING,5,99764982,99764983,99764981,1
68,2023-04-24,202304,2,128879661,21401020024,1681200072931,99764966,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE-LEMON-PET 2250 ML/FREE 80 GM 2PM AKABARE CHICKEN NOODLES,260.0,PBT,2250ML,,1681200072931-bottlers nepal - nepal-sprite#3.png,RECODING,5,99764966,20150012,99765140,1
69,2023-04-26,202304,2,121261810023,12126020009,1682327910653,99764999,134,RAUTA SPRING WATER-NEPAL,RAUTA,RAUTA PET 500ML,15.0,PBT,500ML,,1682327910653-rauta spring water-nepal-rauta#3.png,RECODING,5,99764999,40120807,40110501,1
70,2023-04-28,202304,2,516813310180,51681020003,1682382940301,99765000,118,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,APPY FIZZ APPLE,APPY FIZZ APPLE/250ML/PBT,50.0,PBT,250ML ,,1682382940301-south asian beverages p- ltd-nepal-appy fizz apple#3.png,RECODING,5,99765000,99764921,99765001,1
71,2023-04-28,202304,2,516753710207,51675020002,1682392107409,99765002,118,LUMBINI BEVERAGE-NEPAL,CUTE COLA ,CUTE COLA/2.25LTR/PBT,250.0,PBT,2.25LTR,,1682392107409-lumbini beverage-nepal-cute cola #3.png,RECODING,5,99765002,49831,49833,1
72,2023-04-28,202304,2,516753710207,51675020002,1682391952413,99765003,118,LUMBINI BEVERAGE-NEPAL,CUTE ORANGE ,CUTE ORANGE/2.25LTR/PBT,260.0,PBT,2.25LTR,,1682391952413-lumbini beverage-nepal-cute orange #3.png,RECODING,5,99765003,49830,49832,1
73,2023-04-28,202304,2,516753710207,51675020002,1682382940301,99765000,118,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,APPY FIZZ APPLE,APPY FIZZ APPLE/250ML/PBT,50.0,PBT,250ML ,,1682382940301-south asian beverages p- ltd-nepal-appy fizz apple#3.png,RECODING,5,99765000,99764921,99765001,1
74,2023-04-28,202304,2,516753710207,51675020002,1682383989575,99765001,118,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,APPY FIZZ APPLE,APPY FIZZ APPLE/500ML/PBT,80.0,PBT,500ML ,,1682383989575-south asian beverages p- ltd-nepal-appy fizz apple#3.png,RECODING,5,99765001,99764921,99765000,1
75,2023-04-28,202304,2,516753310237,51675020007,1682390221851,99765004,134,MARUTI DAIRY PRODUCT-NEPAL,MOO BADAM DRINK ,MOO BADAM DRINK/180ML/CAN/BADAM & KESAR,90.0,CAN,180ML ,,1682390221851-maruti dairy product-nepal-moo badam drink #3.png,RECODING,5,99765004,99765012,99763477,1
76,2023-04-28,202304,2,516813610182,51681020001,1681699904380,99764989,134,AGRO THAI FOODS PVT LTD-NEPAL,TIGER SHARK ,TIGER SHARK/250ML/CAN,120.0,CAN,250ML ,,1681699904380-agro thai foods pvt ltd-nepal-tiger shark #3.png,RECODING,5,99764989,99762356,99765463,1
77,2023-04-28,202304,2,516813610182,51681020001,1682390221851,99765004,134,MARUTI DAIRY PRODUCT-NEPAL,MOO BADAM DRINK ,MOO BADAM DRINK/180ML/CAN/BADAM & KESAR,90.0,CAN,180ML ,,1682390221851-maruti dairy product-nepal-moo badam drink #3.png,RECODING,5,99765004,99765012,99763477,1
78,2023-04-28,202304,2,516753310229,51675020004,1682382940301,99765000,118,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,APPY FIZZ APPLE,APPY FIZZ APPLE/250ML/PBT,50.0,PBT,250ML ,,1682382940301-south asian beverages p- ltd-nepal-appy fizz apple#3.png,RECODING,5,99765000,99764921,99765001,1
