t_row_id,t_DATE,t_PERIOD,t_AUDITYPE,t_STORECODE,t_DLRCODE,t_ITEMCODE,t_NEW_CODES,t_CATEGORY,t_MANUFACTURE,t_BRAND,t_ITEMDESC,t_MRP,t_PACKSIZE,t_PACKTYPE,t_COMMENTS,t_IMAGE,t_CODE COMMENT,t_FLAG,1,2,3,rank
76,2023-05-26,202305,2,116313561,11301020007,1684809315526,99765039,118.0,PATHIBHARA FOOD & PCKNG UDY-NP,MOTION DEW,MOTION DEW-LEMON PET 250ML,45.0,250ML,PET,,1684809315526-pathibhara food - pckng udy-np-motion dew#3.png,RECODING,5,99765039,53172,99765061,1
77,2023-05-29,202305,2,130087883,21202020020,1685090882281,99765040,134.0,UTTAM JAL MINERAL WATER PVT.LTD NEPAL ,UTTAM,UTTAM\1000ML\PBT\MINERAL WATER ,18.0,1000ML,PBT,Sales Deviation is OK,,RECODING,5,99765040,40110359,40121097,1
78,2023-05-29,202305,2,130407587,21202020005,1685090882281,99765040,134.0,UTTAM JAL MINERAL WATER PVT.LTD NEPAL ,UTTAM,UTTAM\1000ML\PBT\MINERAL WATER ,18.0,1000ML,PBT,Sales Deviation is OK,,RECODING,5,99765040,40110359,40121097,1
75,2023-05-26,202305,2,116304492,11301020014,1684844639899,99765006,134.0,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,FROOTI,FROOTI MANGO DRINK PET 150ML,30.0,150ML,PET,,1684844639899-south asian beverages p- ltd-nepal-frooti#3.png,RECODING,5,99765006,None,None,1
79,2023-05-29,202305,2,128773659,21202020035,1685090882281,99765040,134.0,UTTAM JAL MINERAL WATER PVT.LTD NEPAL ,UTTAM,UTTAM\1000ML\PBT\MINERAL WATER ,18.0,1000ML,PBT,Sales Deviation is OK,,RECODING,5,99765040,40110359,40121097,1
82,2023-05-29,202305,2,516753310240,51675020005,1684132294405,99764970,134.0,LIFE FOOD & BEVERAGE-NEPAL,FIZZY LIFE,FIZZY LIFE/250ML/PBT/LITCHI,50.0,250ML ,PBT,,,RECODING,5,99764970,99765206,99764968,1
81,2023-05-29,202305,2,516753310240,51675020005,1684977561990,99765043,118.0,LUMBINI BEVERAGE-NEPAL,CONFIRM CHISO,CONFIRM CHISO COLA/250ML/PBT,50.0,250ML ,PBT,,1684977561990-lumbini beverage-nepal-confirm chiso#3.png,RECODING,5,99765043,53176,99763809,1
80,2023-05-29,202305,2,516815410164,51681020012,1683534289841,99765006,134.0,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,FROOTI ,FROOTI MANGO/150ML/PBT,30.0,1500ML ,PBT,Sales Deviation is OK,,RECODING,5,99765006,99764993,99764551,1
92,2023-05-29,202305,2,129371888,21202020030,1685090882281,99765040,134.0,UTTAM JAL MINERAL WATER PVT.LTD NEPAL ,UTTAM,UTTAM\1000ML\PBT\MINERAL WATER ,18.0,1000ML,PBT,Sales Deviation is OK,,RECODING,5,99765040,40110359,40121097,1
93,2023-05-29,202305,2,130284928,21202020021,1685090882281,99765040,134.0,UTTAM JAL MINERAL WATER PVT.LTD NEPAL ,UTTAM,UTTAM\1000ML\PBT\MINERAL WATER ,18.0,1000ML,PBT,Sales Deviation is OK,,RECODING,5,99765040,40110359,40121097,1
94,2023-05-29,202305,2,130253051,21202020019,1685090882281,99765040,134.0,UTTAM JAL MINERAL WATER PVT.LTD NEPAL ,UTTAM,UTTAM\1000ML\PBT\MINERAL WATER ,18.0,1000ML,PBT,Sales Deviation is OK,1685090882281-uttam jal mineral water pvt-ltd nepal -uttam#3.png,RECODING,5,99765040,40110359,40121097,1
91,2023-05-29,202305,2,116434129,31310020004,1684485865605,99764921,134.0,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,APPY FIZZ,APPY FIZZ\160ML\PET\RS:30\SOUTH ASIAN BEVRAGES PVT.LTD NEPAL,30.0,160ML,PET,,,CROSS CODING,2,99765076,99764921,99763443,1
95,2023-05-29,202305,2,130519909,21202020015,1685090882281,99765040,134.0,UTTAM JAL MINERAL WATER PVT.LTD NEPAL ,UTTAM,UTTAM\1000ML\PBT\MINERAL WATER ,18.0,1000ML,PBT,Sales Deviation is OK,,RECODING,5,99765040,40110359,40121097,1
85,2023-05-29,202305,2,516753710207,51675020002,1684989487585,99765027,134.0,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER/200ML/PBT/LITCHI,40.0,200ML ,PBT,,1684989487585-dabur nepal ltd--nepal-real fruit power#3.png,RECODING,5,53073,99765027,99763667,1
86,2023-05-29,202305,2,516753710207,51675020002,1684987401915,99765041,134.0,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER/500ML/PBT/LITCHI ,90.0,500ML ,PBT,,1684987401915-dabur nepal ltd--nepal-real fruit power#3.png,RECODING,5,99765041,99763684,None,1
87,2023-05-29,202305,2,516753710207,51675020002,1684141998921,99764980,134.0,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER NIMBU FIZZIN,REAL MINI FRUIT NIMBU FIZZIN/150ML/PBT/NIMBU,30.0,150ML,PBT,,,CROSS CODING,2,99764980,99764967,99764981,1
56,2023-05-23,202305,3,2110100588,21101031823,1684646945643,99765035,126.0,DHARMAPAL SATYAPAL LTD-INDIA,SILVER PEARLS,SILVER PEARLS/5.75/GM/PPH/CARDAMOM SEEDS/DHARMAPAL SATYAPAL PVT LTD/ INDIA,100.0,5.75 GM,PPH,Sales Deviation is OK,1684646945643-dharmapal satyapal ltd-india-silver pearls#3.png,RECODING,5,99765035,None,None,2
52,2023-05-23,202305,2,425713210005,42571020003,1684417966968,99762349,134.0,CG FOODS- NEPAL,RIO JUICE N  & GLUCOSE,RIO/CG FOODS NEPAL PVT.LTD/180+20ML/TPK/RS25,25.0,180+20,TPK,Sales Deviation is OK,,CROSS CODING,2,99765207,99765471,99765388,3
38,2023-05-23,202305,2,425723210111,42572020003,1684417966968,99762349,134.0,CG FOODS- NEPAL,RIO JUICE N  & GLUCOSE,RIO/CG FOODS NEPAL PVT.LTD/180+20ML/TPK/RS25,25.0,180+20,TPK,Sales Deviation is OK,,CROSS CODING,2,99765207,99765471,99765388,3
37,2023-05-23,202305,2,425724410118,42572020001,1684417966968,99762349,134.0,CG FOODS- NEPAL,RIO JUICE N  & GLUCOSE,RIO/CG FOODS NEPAL PVT.LTD/180+20ML/TPK/RS25,25.0,180+20,TPK,Sales Deviation is OK,,CROSS CODING,2,99765207,99765471,99765388,3
53,2023-05-23,202305,2,425713810002,42571020002,1684417966968,99762349,134.0,CG FOODS- NEPAL,RIO JUICE N  & GLUCOSE,RIO/CG FOODS NEPAL PVT.LTD/180+20ML/TPK/RS25,25.0,180+20,TPK,Sales Deviation is OK,,CROSS CODING,2,99765207,99765471,99765388,3
69,2023-05-24,202305,2,425723810111,42572020005,1684417966968,99762349,134.0,CG FOODS- NEPAL,RIO JUICE N  & GLUCOSE,RIO/CG FOODS NEPAL PVT.LTD/180+20ML/TPK/RS25,25.0,180+20,TPK,Sales Deviation is OK,,RECODING,5,99765207,99765471,99765388,3
70,2023-05-24,202305,2,425724410118,42572020001,1684417966968,99762349,134.0,CG FOODS- NEPAL,RIO JUICE N  & GLUCOSE,RIO/CG FOODS NEPAL PVT.LTD/180+20ML/TPK/RS25,25.0,180+20,TPK,Sales Deviation is OK,,RECODING,5,99765207,99765471,99765388,3
64,2023-05-23,202305,2,425393010107,42539020003,1684417966968,99762349,134.0,CG FOODS- NEPAL,RIO JUICE N  & GLUCOSE,RIO/CG FOODS NEPAL PVT.LTD/180+20ML/TPK/RS25,25.0,180+20,TPK,Sales Deviation is OK,1684417966968-cg foods- nepal-rio juice n  - glucose#3.png,CROSS CODING,2,99765207,99765471,99765388,3
