t_DATE,t_PERIOD,t_STORECODE,t_ITEMCODE,t_NEW_CODES,t_CATEGORY,t_MANUFACTURE,t_BRAND,t_ITEMDESC,t_MRP,t_PACKSIZE,t_PACKTYPE,t_COMMENTS,t_IMAGE,t_CODE COMMENT,t_FLAG,1,2,3,rank
2022-01-07,202201,130187486,1641368742158,99762941.0,121,COLGATE PALMOLIVE INDIA ,COLGATE MAX FRESH GEL,COLGATE MAX FRESH/RED GEL COOLING CRYSTALS/19GM/TUBE/FREE 15% EXTRA ,16.0,TUBE ,19GM,,1641368742158-colgate palmolive india -colgate max fresh gel.png,RECODING,5,99762941,99762723,46208,1
2022-01-07,202201,130220517,1641269472859,99762919.0,111,EMAMI LTD. -INDIA,EMAMI KESH KING,EMAMI KESH KING/SCALP AND HAIR MEDICINE/50ML/PBT,128.0,PBT,50ML,,1641269472859-emami ltd- -india-emami kesh king.png,RECODING,5,99762919,51930,50916,1
2022-01-07,202201,131065174,1641186790242,99762931.0,123,MAHASHAKTI SOAP & CHEM.- NEPAL,MAHASHAKTI,MAHASHAKTI\150GM\PPH\100%PURE WASHING  SOAP ,30.0,PPH,150GM,,1641186790242-mahashakti soap - chem-- nepal-mahashakti.png,RECODING,5,99762626,99762931,51377,1
2022-01-08,202201,124370981,1641520004102,99762908.0,129,SYNOKEM PHARMACEUTICALS LTD INDIA,I - FREE 72,I-FREE 72 \ 1 \ STRIP,80.0,1 STRIP,EWP,New SKU,1641520004102-synokem pharmaceuticals ltd india-i - free 72.png,RECODING,5,99762908,90727057,99764788,1
2022-01-08,202201,125781260,1641455757819,99762962.0,123,BABA SOAP INDUSTRIES - NEPAL,DOLPHIN,DOLPHIN\300\GM,50.0,PPH,300GM,New SKU,1641455757819-baba soap industries - nepal-dolphin.png,RECODING,5,99762962,99762815,51376,1
2022-01-08,202201,125781260,1641455966638,99762956.0,122,GOPAL SOAP INDUSTRIES - NEPAL,V- SERIES,V-SERIES ORANGE & LEMON\200\GM,20.0,PPH,200GM,New SKU,1641455966638-gopal soap industries - nepal-v- series.png,RECODING,5,99762956,51133,49577,1
2022-01-08,202201,125938071,1641189482313,99762424.0,122,R.M. CHEMICALS NEPAL,ACTIVE WHEEL 2IN 1,ACTIVE WHEEL 2 IN 1\200\GM,20.0,PPH,200GM,New SKU,1641189482313-r-m- chemicals nepal-active wheel 2in 1.png,CROSS CODING,2,50274,99762424,99764844,1
2022-01-08,202201,128643540,1641536334283,99762963.0,123,SIRMAUR SOAP AND ALLIED PRODUCTS PVT LTD,JIWAN GOLD,JIWAN GOLD\100\GM,16.0,PPH,100GM,,1641536334283-sirmaur soap and allied products pvt ltd-jiwan gold.png,RECODING,5,99762963,99763079,50738,1
2022-01-08,202201,128643540,1641536618727,99762957.0,122,HINDUSTAN UNILEVER LTD-INDIA,SURF EXCEL,SURF EXCEL\85\GM,20.0,PPH,85GM,,1641536618727-hindustan unilever ltd-india-surf excel.png,RECODING,5,99763430,99763341,99762720,1
2022-01-08,202201,130220638,1641544075664,99762951.0,117,HINDUSTAN UNILEVER INDIA ,DOVE NUTRITIVE SOLUTIONS ,DOVE NUTRITIVE SOLUTIONS/DAILY SHINE/4.2ML/SCT/40% EXTRA,4.0,SCT,4.2ML,,1641544075664-hindustan unilever india -dove nutritive solutions .png,RECODING,5,99762951,99763755,51815,1
2022-01-08,202201,130220638,1641544343495,99762959.0,122,SONY SOAP INDUSTRIES NEPAL ,SONA BRIGHT ,SONA BRIGHT/GOLD-MATRIC/50GM/PPH,20.0,PPH,50GM,,1641544343495-sony soap industries nepal -sona bright .png,RECODING,5,99762959,99762958,99763098,1
2022-01-08,202201,130220638,1641545895541,99762958.0,122,SONY SOAP INDUSTRIES NEPAL ,SONA 2IN1 BRIGHT ,SONA BRIGHT/2IN1/750GM/PPH,75.0,PPH,750GM,,1641545895541-sony soap industries nepal -sona 2in1 bright .png,RECODING,5,99762958,99763098,99763486,1
2022-01-08,202201,130252197,1641535291475,99762964.0,123,GOPAL N PRODUCT-NEPAL,ANKUR ,ANKUR LAUNDRY SOAP/250GM/PPH,50.0,PPH,250GM ,,1641535291475-gopal n product-nepal-ankur .png,RECODING,5,53137,99762964,99764829,1
2022-01-08,202201,130258315,1641374748748,99762955.0,120,HINDUSTAN UNILEVER LTD-INDIA,LUX VELVET GLOW,LUX VELVET GLOW/JASMINE &VITAMIN E/100GM/EWP,40.0,EWP,100GM ,,1641374748748-hindustan unilever ltd-india-lux velvet glow.png,RECODING,5,99762955,99763087,99763482,1
2022-01-08,202201,130375892,1641534356239,99762953.0,120,HINDUSTAN UNILEVER LTD-INDIA,LIFEBUOY ,LIFEBUOY/100% STRONGER GERM PROTECTION/4Ã—58GM/EWP,20.0,EWP,4Ã—58GM,,1641534356239-hindustan unilever ltd-india-lifebuoy .png,RECODING,5,99762953,99763088,99763641,1
2022-01-08,202201,130403386,1641534356239,99762953.0,120,HINDUSTAN UNILEVER LTD-INDIA,LIFEBUOY ,LIFEBUOY/100% STRONGER GERM PROTECTION/4Ã—58GM/EWP,64.0,EWP,4Ã—58GM,,1641534356239-hindustan unilever ltd-india-lifebuoy .png,RECODING,5,99762953,99763641,99763088,1
2022-01-08,202201,130403386,1641534575582,,120,VVF LTD - INDIA,JO SPARKLING FRESH ,JO SPARKLING FRESH/LIME/40GM/EWP/BUY 4 GET 1 FREE,48.0,EWP,40GM ,,1641534575582-vvf ltd - india-jo sparkling fresh .png,PARKER FOR NEXT MONTH,999,99763090,99763877,99762954,1
2022-01-08,202201,130403386,1641534746986,99762954.0,120,VVF LTD - INDIA,JO SPARKLING FRESH ,JO SPARKLING FRESH/LIME/100GM/EWP/BUY 3 GET 2 FREE,144.0,RWP,100GM ,,1641534746986-vvf ltd - india-jo sparkling fresh .png,RECODING,5,99762954,99763877,99763090,1
2022-01-08,202201,130403386,1641535291475,99762964.0,123,GOPAL N PRODUCT-NEPAL,ANKUR ,ANKUR LAUNDRY SOAP/250GM/PPH,50.0,PPH,250GM ,,1641535291475-gopal n product-nepal-ankur .png,RECODING,5,53137,99762964,99764829,1
2022-01-08,202201,130403386,1641535520742,99762967.0,123,WONDER HYGIENE PRODUCTS-INDIA ,RUBB ANTI-BACTERIAL ,RUBB ANTI-BACTERIAL/LEMON & PUDINA FRAGRANCE/500GM/PCN,75.0,PCN,500GM ,,1641535520742-wonder hygiene products-india -rubb anti-bacterial .png,RECODING,5,99762967,99764180,99764312,1
2022-01-08,202201,130646198,1641356301817,99762939.0,120,UNILEVER NEPAL LTD-NEPAL,LIFE BUOY,LIFE BUOY\95GM\EWP\TOTAL PORFECT ACTIVE SILVER SAVE RS.12.00 PACK OF 4NOSX95GM,120.0,EWP,95GM,,1641356301817-unilever nepal ltd-nepal-life buoy.png,RECODING,5,99762939,99762416,99763881,1
2022-01-08,202201,130646198,1641533460337,99762950.0,106,AMBER CONFECTIONERY-INDIA,AMBER,AMBER LYCHEE\3GM\PPH\ TWIST FLAVOUR CANDY ,1.0,PPH,3GM,,1641533460337-amber confectionery-india-amber.png,RECODING,5,99762950,99764337,48108,1
2022-01-08,202201,131065176,1641538065660,99762961.0,123,SATYAM INDUSTRIES-INDIA,TOWER,TOWER\150GM\EWP\JUMBO LAUNDRY SOAP +25GM FREE,25.0,EWP,150GM,,1641538065660-satyam industries-india-tower.png,RECODING,5,99762961,99764686,99763460,1
2022-01-08,202201,131065176,1641538661596,99762424.0,122,UNILEVER NEPAL LTD-NEPAL,WHEEL 2 IN 1,WHEEL ACTIVE\200GM\PPH\2 IN 1 CLEAN&FRESH,20.0,PPH,200GM,,1641538661596-unilever nepal ltd-nepal-wheel 2 in 1.png,CROSS CODING,2,99762424,99764088,99764844,1
2022-01-08,202201,131065176,1641539866759,99762947.0,106,ALKA AYURVEDIC PVT.LTD INDIA,COOLSA,COOLSA\2.5GM\PPH\COUGH DROPS GINGER ,0.8,PPH,2.5GM,,1641539866759-alka ayurvedic pvt-ltd india-coolsa.png,RECODING,5,99762947,99762949,99762948,1
2022-01-08,202201,131065176,1641540051863,99762948.0,106,ALKA AYURVEDIC PVT.LTD INDIA,COOLSA,COOLSA\2.5GM\PPH\COUGH DROPS MENTHOL,0.8,PPH,2.5GM,,1641540051863-alka ayurvedic pvt-ltd india-coolsa.png,RECODING,5,99762948,99762947,99762949,1
2022-01-08,202201,131065176,1641540162945,99762949.0,106,ALKA AYURVEDIC PVT.LTD INDIA,COOLSA,COOLSA\2.5GM\PPH\COUGH DROPS HONEY,0.8,PPH,2.5GM,,1641540162945-alka ayurvedic pvt-ltd india-coolsa.png,RECODING,5,99762949,99762947,99762948,1
2022-01-10,202112,118069056,1640674566442,99762952.0,118,SINGAPORE BEVERAGE-NEPAL,JEERU,JEERU MASALA PBT 500 ML ,70.0,PBT,500 ML,,1640674566442-singapore beverage-nepal-jeeru.png,RECODING,5,99762952,53568,99764996,1
2022-01-10,202201,124619982,1641720923517,,123,KARUNA SOAP & CHEMICALS-NEPAL,DHARTI500GM,DHARTI\500\GM (3 nos???),100.0,PPH,500GM,New SKU,1641720923517-karuna soap - chemicals-nepal-dharti500gm.png,PARKER FOR NEXT MONTH,999,99762597,53339,99764307,1
2022-01-10,202201,125732947,1641189482313,99762424.0,122,R.M. CHEMICALS NEPAL,ACTIVE WHEEL 2IN 1,ACTIVE WHEEL 2 IN 1\200\GM,20.0,PPH,200GM,New SKU,1641189482313-r-m- chemicals nepal-active wheel 2in 1.png,CROSS CODING,2,50274,99762424,99764844,1
2022-01-10,202201,125732947,1641533687560,99762965.0,123,HIMGIRI HYGIENE PVT LTD-NEPAL,BIJAYA SUPER,BIJAYA SUPER\250\GM,40.0,PPH,250GM,New SKU,1641533687560-himgiri hygiene pvt ltd-nepal-bijaya super.png,RECODING,5,99763163,99763248,99763506,1
2022-01-10,202201,132326871,1641370886875,99762966.0,123,KWALITY CHEM PVT LTD-NEPAL,123 POWER,123 POWER-PPH 500 GM ,100.0,PPH,500 GM,,1641370886875-kwality chem pvt ltd-nepal-123 power.png,RECODING,5,99762600,99762434,99762488,1
2022-01-10,202201,132326871,1641720679489,99762901.0,123,HIMGIRI HYGIENE PVT LTD-NEPAL,DHONI,DHONI-LAUNDRY SOAP PPH 500 GM,100.0,PPH,500 GM,,1641720679489-himgiri hygiene pvt ltd-nepal-dhoni.png,RECODING,5,99763487,99764094,99763297,1
2022-01-10,202201,132326871,1641721150458,99762960.0,132,A.G. HEALTH INDUSTRIES PVT LTD-NEPAL,SAGUN BABY POKO PANTS,SAGUN BABY POKO PANTS-MEDIUM(M) 36 NOS,800.0,PPH,MEDIUM ,,1641721150458-a-g- health industries pvt ltd-nepal-sagun baby poko pants.png,RECODING,5,99762960,99762656,99762660,1
2022-01-11,202201,122117535,1641538383256,99762969.0,132,SMART SURGIMED ENTERPRISES NEPAL,SOFT LITE,SOFT LITE BABY POKO PULLUPS\L 9-14KG\44PCS\SMART SURGIMED ENTERPRISES NEPAL,100.0,PPH,4PCS,,1641538383256-smart surgimed enterprises nepal-soft lite.png,RECODING,5,99762969,99764816,99764817,1
2022-01-11,202201,125730187,1641546658179,99762597.0,123,KARUNA SOAP & CHEMICALS-NEPAL,DHARTI 200 GM,DHARTI\200\GM,40.0,PPH,200GM,New SKU,1641546658179-karuna soap - chemicals-nepal-dharti 200 gm.png,CROSS CODING,2,99762597,54309,52134,1
2022-01-11,202201,128823642,1641546124518,99762968.0,106,PEPPE NUTRIRIONS .PVT.LTD INDIA,HOPPIN GOLD ,HOPPIN GOLD COFFEE\4.5GM\EWP\PEPPE NUTRITIONS.PVT.LTD INDIA,3.0,EWP,4.5GM,,1641546124518-peppe nutririons -pvt-ltd india-hoppin gold .png,RECODING,5,99762968,99764070,54364,1
2022-01-11,202201,131048882,1641793400672,99762970.0,132,UNICHARM INDIA LTD-INDIA,MAMYPOKO PANTS,MAMYPOKO PANTS\42NOS\PPH\STANDARD CRISSCROSS SHEET,640.0,PPH,42NOS,,1641793400672-unicharm india ltd-india-mamypoko pants.png,RECODING,5,99762970,99764238,99763653,1
2022-01-11,202201,425724410118,1641190905954,99762916.0,118,RAMRI FOOD & BEVERAGE PVT LTD,RAMRI ,RAMRI/1000/ML/PBT,25.0,PBT,1000 ML ,,1641190905954-ramri food - beverage pvt ltd-ramri .png,RECODING,5,99762916,99765154,99765246,1
2022-01-12,202112,131558772,1640854266905,99762895.0,118,AQUA NEPAL BISLERI-NEPAL,HAYAT,AQUA ABE HAYAT PBT 1000 ML,25.0,PBT,1000 ML,Any other reason,1640854266905-aqua nepal bisleri-nepal-hayat.png,RECODING,5,99762895,40111004,40111005,1
2022-01-12,202201,121565189,1641885655371,99762978.0,112,RIGHT INTL TRADERS PVT LTD-NEPAL ,FABVITA,FABVITA,300.0,PBT,500GM,,1641885655371-right intl traders pvt ltd-nepal -fabvita.png,RECODING,5,99762978,51197,50923,1
2022-01-12,202201,124768422,1640676811319,99762902.0,123,NEPAL GRAMODHYOG PVT LTD-NP,NEPAL GRAMODHYOG HERB YUKT,NEPAL GRAMODHYOG HERB YUKT\150\GM,20.0,PPH,150GM,New SKU,1640676811319-nepal gramodhyog pvt ltd-np-nepal gramodhyog herb yukt.png,RECODING,5,99762902,50345,51834,1
2022-01-12,202201,124768422,1641189482313,99762424.0,122,R.M. CHEMICALS NEPAL,ACTIVE WHEEL 2IN 1,ACTIVE WHEEL 2 IN 1\200\GM,20.0,PPH,200GM,New SKU,1641189482313-r-m- chemicals nepal-active wheel 2in 1.png,CROSS CODING,2,50274,99762424,99764844,1
2022-01-12,202201,124768422,1641716094237,99762977.0,112,HINDUSTAN UNILEVER LTD-INDIA,HORLICKS CHOCOLATE DELIGHT,HORLICKS CHOCOLATE DELIGHT FLAVOUR\500\GM,400.0,500GM,PPH,New SKU,1641716094237-hindustan unilever ltd-india-horlicks chocolate delight.png,RECODING,5,99762977,99763352,99762469,1
2022-01-12,202201,125728874,1641703096851,99762993.0,123,GANAPATI VANASPATI PVT LTD-NP,SAFARI 300GM,SAFARI\300\GM,50.0,PPH,300GM,New SKU,1641703096851-ganapati vanaspati pvt ltd-np-safari 300gm.png,RECODING,5,99762993,92921815,92923073,1
2022-01-12,202201,125728874,1641703251168,99762992.0,123,PUJA SOAP & HOUSEHOLD PROD-NPL,SELFY 500 GM,SEFLY\500\GM,100.0,PPH,500GM,New SKU,1641703251168-puja soap - household prod-npl-selfy 500 gm.png,RECODING,5,99762540,53192,99762992,1
2022-01-12,202201,128195317,1641886711372,99762983.0,118,SPRING FOOD & BEVERAGE-NEPAL,PREETI,PREETI LITCHI/140ML,20.0,PBT,140 ML,,1641886711372-spring food - beverage-nepal-preeti.png,RECODING,5,99762983,54087,46054,1
2022-01-12,202201,425723810105,1641882600767,99762998.0,132,JASMINE HYGIENIC - NEPAL,SOFT LOVE,SOFT LOVE/4+1/PCS/M/AIZE/PPH,100.0,PPH,MEDIUM SIZE,,1641882600767-jasmine hygienic - nepal-soft love.png,RECODING,5,99762998,99762999,99763457,1
2022-01-12,202201,425723810130,1641881183767,99762999.0,132,JASMINE HYGIENIC - NEPAL,SOFT LOVE,SOFT LOVE/4+1/PCS/L/SIZE/PPH,100.0,PPH,LARGE SIZE,,1641881183767-jasmine hygienic - nepal-soft love.png,RECODING,5,99762999,99762998,99763036,1
2022-01-12,202201,425723810130,1641881519426,99762988.0,122,CHIRANJIVI DETERGENT & SOAP-NP,STARJET GHADI,STARJET GHADI/2500/GM/PPH/,220.0,PPH,2500 GM,,1641881519426-chiranjivi detergent - soap-np-starjet ghadi.png,RECODING,5,99762988,99762425,99762519,1
2022-01-12,202201,527363110143,1641879908932,,123,HIMGIRI HYGIENE PVT LTD-NEPAL,SOBHA,SOBHA\200\GM,35.0,PPH,200GM,,1641879908932-himgiri hygiene pvt ltd-nepal-sobha.png,PARKER FOR NEXT MONTH,999,99763163,99763248,99763506,1
2022-01-12,202201,527363110143,1641880061657,,123,KWALITY CHEM PVT LTD-NEPAL,MONICA,MONICA\100\GM,17.0,PPH,100GM,,1641880061657-kwality chem pvt ltd-nepal-monica.png,PARKER FOR NEXT MONTH,999,99763560,99763102,99763908,1
2022-01-12,202201,527363110162,1641885998543,99762901.0,123,HIMGIRI HYGIENE PVT LTD-NEPAL,DHONI 100%,DHONI\500\GM,100.0,PPH,500GM,,1641885998543-himgiri hygiene pvt ltd-nepal-dhoni 100-.png,RECODING,5,99764438,99762819,99764732,1
2022-01-13,202201,117260162,1641708177533,,123,SWADESHI SABUN UDHYOG-NEPAL,MADAL,MADAL LAUNDRY SOAP,35.0,PPH,200G,,1641708177533-swadeshi sabun udhyog-nepal-madal.png,PARKER FOR NEXT MONTH,999,99764025,99763596,99764617,1
2022-01-13,202201,117260162,1641708321830,,123,PARTANI SOAP & SILICATE IND-NP,MANI,MANI LAUNDRY SOAP,40.0,PPH,200G,,1641708321830-partani soap - silicate ind-np-mani.png,PARKER FOR NEXT MONTH,999,99763249,99763212,99763419,1
2022-01-13,202201,117260162,1641708406316,,123,PARTANI SOAP & SILICATE IND-NP,MANI,MANI LAUNDRY SOAP ,45.0,PPH,250G,,1641708406316-partani soap - silicate ind-np-mani.png,PARKER FOR NEXT MONTH,999,99763212,99763249,99763419,1
2022-01-13,202201,121609101,1641968079261,99762971.0,106,SUJAL FOODS PVT LTD-NEPAL,SMART LOLLIPOP ,SMART LOLLYPOP PINEAPPLE ,5.0,PPH,10GM,,1641968079261-sujal foods pvt ltd-nepal-smart lollipop .png,RECODING,5,99762971,99764457,99764501,1
2022-01-13,202201,123131763,1641896529331,99762994.0,123,RSPL LTD-INDIA,GHADI ,GHADI/DETERGENT CAKE/70GM/EWP,10.0,EWP,70GM,,1641896529331-rspl ltd-india-ghadi .png,RECODING,5,99762994,99762891,99762995,1
2022-01-13,202201,123131763,1641896645354,99762995.0,123,RSPL LTD-INDIA,GHADI ,GHADI DETERGENT CAKE/160GM/EWP,20.0,EWP,160GM ,,1641896645354-rspl ltd-india-ghadi .png,RECODING,5,99762995,99762891,99762994,1
2022-01-13,202201,123131763,1641898087979,99762986.0,120,UNILEVER NEPAL LTD-NEPAL,LIRIL,LIRIL LIME RUSH/4Ã—75GM/EWP/SAVE RS 10,110.0,EWP,4Ã—75GM,,1641898087979-unilever nepal ltd-nepal-liril.png,RECODING,5,92562465,99762986,99764280,1
2022-01-13,202201,123131763,1641899199553,99762989.0,122,GHARI CHEMICAL WORKS NEPAL ,HARAPATTA,HARAPATTA/GREENLEAF/3000GM/PPH,240.0,PPH,3000GM,,1641899199553-ghari chemical works nepal -harapatta.png,RECODING,5,99762989,99764660,99762887,1
2022-01-13,202201,123875113,1641958124010,,123,HIMGIRI SOAP & CHEMICALS-NEPAL,DHONI XTRAA,XTRAA/LAUNDRY SOAP/180GM/PPH/10%EXTRA,40.0,PPH,180GM,,1641958124010-himgiri soap - chemicals-nepal-dhoni xtraa.png,PARKER FOR NEXT MONTH,999,54377,50548,51127,1
2022-01-13,202201,123875113,1641958736307,99762994.0,123,RSPL LTD-INDIA,GHADI,GHADI/70GM/EWP,10.0,EWP,70GM,,1641958736307-rspl ltd-india-ghadi.png,RECODING,5,99762433,99763599,99764051,1
2022-01-13,202201,123927752,1641971998882,99762985.0,120,GODREJ CONSUMER PRODUCTS-INDIA,NO 1 ,GODREJ/NO1 SANDAL TURMERIC/45GM/EWP,30.0,EWP,45 GM,,1641971998882-godrej consumer products-india-no 1 .png,RECODING,5,99762985,99763898,92526667,1
2022-01-13,202201,124067600,1641881113373,99762997.0,132,PAGODA INTERNATIONAL LTD-NPL,BABIES POKO PANTS,BARBIES POKO PANTS/MEDIUM/5 PCS/PPH,100.0,PPH,5 PCS ,,1641881113373-pagoda international ltd-npl-babies poko pants.png,RECODING,5,99762997,99762605,99764222,1
2022-01-13,202201,124265451,1641970229012,,120,ROYAL NATIONAL HERBS PVT.LTD NEPAL ,SCAR SHINE ,SCAR SHINE/ANTI MARKS WHITENING FACE SOAP/60GM/CBP,150.0,CBP,60GM,,1641970229012-royal national herbs pvt-ltd nepal -scar shine .png,PARKER FOR NEXT MONTH,999,92519628,92520605,99764078,1
2022-01-13,202201,124265451,1641970562805,99762979.0,116,CARE & COMFORT PRODUCTS NEPAL ,CARE & COMFORT ,CARE & COMFORT/REGULAR/7 PADS/PPH,45.0,PPH,7 PADS,,1641970562805-care - comfort products nepal -care - comfort .png,RECODING,5,99762979,49191,53087,1
2022-01-13,202201,124265451,1641971011905,99762996.0,132,SOFTY HYGIENE PVT LTD-NEPAL,SOFTY BABY PANT,SOFTY BABY PANT/M CRAWLER/4 PICES/PPH,90.0,PPH,4 PICES,,1641971011905-softy hygiene pvt ltd-nepal-softy baby pant.png,RECODING,5,99762787,99762996,99762734,1
2022-01-13,202201,124618740,1641968079261,99762971.0,106,SUJAL FOODS PVT LTD-NEPAL,SMART LOLLIPOP ,SMART LOLLYPOP PINEAPPLE ,5.0,PPH,10GM,,1641968079261-sujal foods pvt ltd-nepal-smart lollipop .png,RECODING,5,99762971,99764457,99764501,1
2022-01-13,202201,124618740,1641970869382,,123,UNIQUE SOAP AND CHEMICAL INDUSTRIES NEPAL ,UNIQUE FRESH,UNIQUE FRESH DISHWASH BAR,10.0,,100GM,,1641970869382-unique soap and chemical industries nepal -unique fresh.png,PARKER FOR NEXT MONTH,999,99763286,99764154,99764370,1
2022-01-13,202201,128715435,1641452815221,,123,P.S.S.I-NEPAL,CHANDANI,CHANDANI LAUNDRY SOAP,40.0,PPH,200G,,1641452815221-p-s-s-i-nepal-chandani.png,PARKER FOR NEXT MONTH,999,99764748,99764179,99763843,1
2022-01-13,202201,129024572,1641451372959,99762975.0,111,MARICO BANGLADESH LTD-BANGLADESH,PARACHUTE,PARACHUTE 100% PURE COCONUT OIL,45.0,,,,1641451372959-marico bangladesh ltd-bangladesh-parachute.png,RECODING,5,99762975,99763043,99762938,1
2022-01-13,202201,132779799,1641367476287,,117,KWALITY CHEM PVT.LTD-NEPAL,GIV ,GIV THICK & GLOSSY BLACK SHINE/5ML/SCT/PREVENT HAIR FALL/20%EXTRA/KWALITY CHEM PVT.LTD-NEPAL,2.0,SCT,5ML,,1641367476287-kwality chem pvt-ltd-nepal-giv .png,PARKER FOR NEXT MONTH,999,92162412,48124,54967,1
2022-01-13,202201,132792028,1640860693761,99763004.0,123,SAPTARISHI SOAP INDS-NPL,RUCHI,RUCHI DETERGENT SOAP/100GM/EWP/SAPTARISHI SOAP INDS-NPL,10.0,EWP,100GM,,1640860693761-saptarishi soap inds-npl-ruchi.png,RECODING,5,99763004,52438,99764640,1
2022-01-13,202201,132792028,1641383049435,99762901.0,123,HIMGIRI HYGIENE PVT LTD-NEPAL,DHONI,DHONI/500GM/PPH/HIMGIRI HYGIENE PVT LTD-NEPAL,100.0,PPH,500GM,,1641383049435-himgiri hygiene pvt ltd-nepal-dhoni.png,RECODING,5,99764438,99764732,99762819,1
2022-01-13,202201,132792028,1641383164730,,123,HIMGIRI HYGIENE PVT LTD-NEPAL,WAHA 72%,WAHA 72%/125GM/PPH/HIMGIRI HYGIENE PVT LTD-NEPAL,25.0,PPH,125GM,,1641383164730-himgiri hygiene pvt ltd-nepal-waha 72-.png,PARKER FOR NEXT MONTH,999,99763248,99763002,99763163,1
2022-01-13,202201,527373110006,1641973220029,,123,HIMGIRI HYGIENE PVT LTD-NEPAL,BIJAYA SUPER,BIJAYA SUPER\300\GM,43.0,PPH,300GM,,1641973220029-himgiri hygiene pvt ltd-nepal-bijaya super.png,PARKER FOR NEXT MONTH,999,99763506,99763163,99763248,1
2022-01-13,202201,527374310035,1641982997935,99762972.0,106,SAGUN FOODS PVT LTD-NEPAL,FUNNY HALLZ,FUNNY HALLZ\3.1\GM,1.0,PPH,3.1GM,,1641982997935-sagun foods pvt ltd-nepal-funny hallz.png,RECODING,5,99762972,48933,46527,1
2022-01-14,202201,112209679,1642072079151,,123,NAMASTE S.I (P)-NEPAL,EXPRESS,EXPRESS/LAUNDRY SOAP/200GM/PPH,40.0,PPH,200GM ,,1642072079151-namaste s-i -p--nepal-express.png,PARKER FOR NEXT MONTH,999,99763910,99763911,53457,1
2022-01-14,202201,113638667,1642057432488,99762973.0,106,SURYA NEPAL PVT LTD - NEPAL,TOFFICHO TADKA,TOFFICHOO TADKA,2.5,PPH,3.8GM,,1642057432488-surya nepal pvt ltd - nepal-tofficho tadka.png,RECODING,5,99764461,99762790,99764612,1
2022-01-14,202201,113638667,1642058333312,99762974.0,106,SUJAL FOODS PVT LTD-NEPAL,RASILO CANDY,RASILO CANDY- CHATPAT SWODILO,1.0,PPH,3GM,,1642058333312-sujal foods pvt ltd-nepal-rasilo candy.png,RECODING,5,99762974,91826096,99764500,1
2022-01-14,202201,118032553,1641964989516,,123,GOLDEN STAR SOAP IND-NEPAL,AAYO,AAYO- PPH 100 GM ,20.0,PPH ,100 GM,,1641964989516-golden star soap ind-nepal-aayo.png,PARKER FOR NEXT MONTH,999,54691,51381,99764626,1
2022-01-14,202201,124265451,1641970562805,99762979.0,116,CARE & COMFORT PRODUCTS NEPAL ,CARE & COMFORT ,CARE & COMFORT/REGULAR/7 PADS/PPH,45.0,PPH,7 PADS,,1641970562805-care - comfort products nepal -care - comfort .png,RECODING,5,99762979,49191,53087,1
2022-01-14,202201,222331710088,1642052356511,99762981.0,118,MUKUTESHWOR BEVRAGE P.LTD,SUNKOSHI,SUNKOSH DRINKING WATER \1000\ML,20.0,PPH,1000ML,New SKU,1642052356511-mukuteshwor bevrage p-ltd-sunkoshi.png,RECODING,5,99762351,40125379,47251,1
2022-01-14,202201,222331710112,1642052356511,99762981.0,118,MUKUTESHWOR BEVRAGE P.LTD,SUNKOSHI,SUNKOSH DRINKING WATER \1000\ML,20.0,PPH,1000ML,New SKU,1642052356511-mukuteshwor bevrage p-ltd-sunkoshi.png,RECODING,5,99762351,40125379,47251,1
2022-01-14,202201,222331710151,1642048313201,90221540.0,109,ZYDUS WELLNESS PRODUCTS LIMITED,GLUCON-D,GLUCON-D\500\GM,175.0,500GM,PPH,New SKU,1642048313201-zydus wellness products limited-glucon-d.png,CROSS CODING,2,99764167,49847,90261732,1
2022-01-14,202201,222331810120,1642052356511,99762981.0,118,MUKUTESHWOR BEVRAGE P.LTD,SUNKOSHI,SUNKOSH DRINKING WATER \1000\ML,20.0,PPH,1000ML,New SKU,1642052356511-mukuteshwor bevrage p-ltd-sunkoshi.png,RECODING,5,99762351,40125379,47251,1
2022-01-14,202201,222332210120,1642052356511,99762981.0,118,MUKUTESHWOR BEVRAGE P.LTD,SUNKOSHI,SUNKOSH DRINKING WATER \1000\ML,20.0,PPH,1000ML,New SKU,1642052356511-mukuteshwor bevrage p-ltd-sunkoshi.png,RECODING,5,99762351,40125379,47251,1
2022-01-14,202201,222332210159,1642052356511,99762981.0,118,MUKUTESHWOR BEVRAGE P.LTD,SUNKOSHI,SUNKOSH DRINKING WATER \1000\ML,20.0,PPH,1000ML,New SKU,1642052356511-mukuteshwor bevrage p-ltd-sunkoshi.png,RECODING,5,99762351,40125379,47251,1
2022-01-14,202201,222332210165,1642061960694,99762976.0,111,EMAMI LIMITED,EMAMI KESH KING,EMAMI KESH KING\300\ML,540.0,PPH,300ML,New SKU,1642061960694-emami limited-emami kesh king.png,RECODING,5,51330,51416,99762919,1
2022-01-15,202201,116637455,1642128957504,99762999.0,132,JASMINE HYGIENIC - NEPAL,SOFTLOVE PANT STYLE DIAPERS,SOFTLOVE PANT STYLE DIAPERS/LARGE/4+1 PICES/PPH,100.0,PPH,4+1,,1642128957504-jasmine hygienic - nepal-softlove pant style diapers.png,RECODING,5,99762999,99762998,99763036,1
