t_row_id,t_DATE,t_PERIOD,t_STORECODE,t_ITEMCODE,t_NEW_CODES,t_CATEGORY,t_MANUFACTURE,t_BRAND,t_ITEMDESC,t_MRP,t_PACKSIZE,t_PACKTYPE,t_COMMENTS,t_IMAGE,t_CODE COMMENT,t_FLAG,1,2,3,rank
128,2022-12-10 00:00:00,202212.0,212581910102.0,1670567613382.0,99764482,134.0,BHAIRAB KUNDA SPRING WATER P .LTD,BHAIRAB KUNDA,BHAIRAB KUNDA SPRING WATER\1\LITRE\RS 20,20.0,PET,1 LITRE,New SKU,1670567613382-bhairab kunda spring water p -ltd-bhairab kunda#3.png,RECODING,5.0,99764482,99765386,99765127,1.0
129,2022-12-10 00:00:00,202212.0,130293667.0,1670569298014.0,99764461,106.0,SURYA NEPAL PVT LTD - NEPAL,TOFFICHOO TADKA,TOFFICHOO TADKA,3.0,PPH,3.8GM,,1670569298014-surya nepal pvt ltd - nepal-toffichoo tadka#3.png,RECODING,5.0,99764461,99764612,99762790,1.0
130,2022-12-11 00:00:00,202212.0,212581910166.0,1670567613382.0,99764482,134.0,BHAIRAB KUNDA SPRING WATER P .LTD,BHAIRAB KUNDA,BHAIRAB KUNDA SPRING WATER\1\LITRE\RS 20,20.0,PET,1 LITRE,New SKU,1670567613382-bhairab kunda spring water p -ltd-bhairab kunda#3.png,RECODING,5.0,99764482,99765386,99765127,1.0
131,2022-12-11 00:00:00,202212.0,212582710075.0,1670567613382.0,99764482,134.0,BHAIRAB KUNDA SPRING WATER P .LTD,BHAIRAB KUNDA,BHAIRAB KUNDA SPRING WATER\1\LITRE\RS 20,20.0,PET,1 LITRE,New SKU,1670567613382-bhairab kunda spring water p -ltd-bhairab kunda#3.png,RECODING,5.0,99764482,99765386,99765127,1.0
132,2022-12-11 00:00:00,202212.0,126932690.0,1670568360643.0,nan,133.0,NESTLE INDIA LTD. - INDIA,CERELAC,NESTLE CERELAC 6TO 24 MONTH,412.0,PAPER,300 GM,,1670568360643-nestle india ltd- - india-cerelac#3.png,DELETE THE ITEM,1.0,99764028,99764039,99764029,1.0
133,2022-12-11 00:00:00,202212.0,126932690.0,1670568185641.0,nan,133.0,NESTLE INDIA LTD. - INDIA,CERELAC,NESTLE CERELAC,446.0,PAPER,300 GM,,1670568185641-nestle india ltd- - india-cerelac#3.png,DELETE THE ITEM,1.0,99764028,99764029,99764039,1.0
134,2022-12-11 00:00:00,202212.0,126932690.0,1670568764156.0,nan,133.0,NESTLE INDIA LTD. - INDIA,CERELAC,CERELAC 18 TO 24 MONTH,542.0,PAPER,300 GM,,1670568764156-nestle india ltd- - india-cerelac#3.png,DELETE THE ITEM,1.0,99764039,99764028,99764030,1.0
135,2022-12-11 00:00:00,202212.0,126932690.0,1670568662654.0,nan,133.0,NESTLE INDIA LTD. - INDIA,CERELAC,CERELAC 12 TO 24 MONTH,515.0,PAPER,300 GM,,1670568662654-nestle india ltd- - india-cerelac#3.png,DELETE THE ITEM,1.0,99764039,99764028,99764030,1.0
136,2022-12-11 00:00:00,202212.0,126932690.0,1670568516977.0,nan,133.0,NESTLE INDIA LTD. - INDIA,CERELAC,CERELAC FROM 10 TO 24,479.0,PAPER,300 GM,,1670568516977-nestle india ltd- - india-cerelac#3.png,DELETE THE ITEM,1.0,99764028,99764039,99764029,1.0
137,2022-12-12 00:00:00,202212.0,212582710074.0,1670574096692.0,99764485,121.0,RB BRUSH IND.,DANTAYU RED TOOTHPASTE,DANTAYU RED TOOTH PASTE\35\GM,25.0,TUBE,35,New SKU,1670574096692-rb brush ind--dantayu red toothpaste#3.png,RECODING,5.0,92723554,92724871,92762176,1.0
138,2022-12-13 00:00:00,202212.0,222332210165.0,1670838477139.0,99764486,122.0,HIMGIRI SOAP & CHEMICALS-NEPAL,SHAKTI DETERGENT POWER,SHAKTI DETERGENT POWER\250\GM\RS20,20.0,PPH,250 GM,New SKU,1670838477139-himgiri soap - chemicals-nepal-shakti detergent power#3.png,RECODING,5.0,99764486,51475,93020759,1.0
139,2022-12-13 00:00:00,202212.0,222331710190.0,1670909844725.0,99764476,134.0,HYGEN PACKS NEPAL PVT LTD-NEPAL,HYGEN MANIA MANGO,HYGEN MANIA  MANGO\250\ML\RS50,50.0,PBT,250 ML,New SKU,1670909844725-hygen packs nepal pvt ltd-nepal-hygen mania mango#3.png,RECODING,5.0,99764476,99764833,99764995,1.0
140,,,,,nan,,,,,,,,,,,,nan,None,None,
141,,,,,nan,,,,,,,,,,,,nan,None,None,
142,,,,,nan,,,,,,,,,,,,nan,None,None,
143,      ,,,,nan,,,,,,,,,,,,nan,None,None,
